 13082008 E     3 0010001 1 62.81***** 10.29* 1 ** **00000000 ********** LL 04822770 06234296 131 * 51 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010002 1 65.08***** 12.63* 1 ** **00000000 ***2**2*** LL 04822770 06234296 131 * 63 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010003 1 63.28***** 10.15* 1 ** **00000000 ********** LL 04822770 06234296 131 * 55 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010004 1 54.76*****  8.99* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010005 1 60.89***** 10.91* 1 ** **00000000 ***1****** LL 04822770 06234296 131 * 66 ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010006 1 46.68*****  6.99* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010007 1 46.19*****  7.28* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010008 1 42.58*****  5.56* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010009 1 38.44*****  5.48* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010010 1 46.48*****  6.75* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010011 1 45.00*****  6.99* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010012 1 49.79*****  7.03* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010013 1 44.30*****  6.41* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010014 1 45.85*****  6.86* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010015 1 45.33*****  6.58* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010016 1 42.51*****  6.57* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010017 1 33.20*****  4.58* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010018 1 36.76*****  5.41* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
 13082008 E     3 0010019 1 36.97*****  5.35* 1 ** **00000000 ********** LL 04822770 06234296 131 **** ****       J. CHIASSON/S. ALBERT ***** *                
