 27071999 12    3 0090001 1114.39***** 29.56* 3 ** **00000000 *****1**** LC 00471278 00630583  38 * 79 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090002 1 97.87***** 17.55* 1 ** **00000000 *****2**** LC 00471278 00630583  38 * 59 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090003 1108.30***** 27.19* 1 ** **00000000 *5*4****** LC 00471278 00630583  38 * 64 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090004 1 93.76***** 18.71* 1 ** **00000000 ********** LC 00471278 00630583  38 * 60 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090005 1 97.42***** 18.77* 1 ** **00000000 ********** LC 00471278 00630583  38 * 66 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090006 1110.29***** 27.13* 1 ** **00000000 ********** LC 00471278 00630583  38 * 49 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090007 1106.95***** 25.46* 1 ** **00000000 ********** LC 00471278 00630583  38 * 53 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090008 1117.56***** 30.23* 1 ** **00000000 **1******* LC 00471278 00630583  38 * 59 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090009 1 99.02***** 20.86* 1 ** **00000000 ********** LC 00471278 00630583  38 * 62 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090010 1100.12***** 18.61* 2 ** **00000000 *******1** LC 00471278 00630583  38 * 68 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090011 1101.61***** 24.04* 1 ** **00000000 ********** LC 00471278 00630583  38 * 55 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090012 1120.02***** 30.09* 1 ** **00000000 ********1* LC 00471278 00630583  38 * 60 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090013 1 93.02***** 17.05* 1 ** **00000000 ********** LC 00471278 00630583  38 * 63 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090014 1102.95***** 25.46* 1 ** **00000000 ********** LC 00471278 00630583  38 * 64 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090015 1126.30***** 34.12* 1 ** **00000000 ********** LC 00471278 00630583  38 * 50 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090016 1 97.25***** 19.32* 1 ** **00000000 ********** LC 00471278 00630583  38 * 60 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090017 1112.32***** 28.92* 1 ** **00000000 ********** LC 00471278 00630583  38 * 50 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090018 1122.46***** 31.92* 1 ** **00000000 ******1*** LC 00471278 00630583  38 * 50 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090019 1107.25***** 28.13* 1 ** **00000000 ********** LC 00471278 00630583  38 * 53 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090020 1 94.31***** 16.56* 1 ** **00000000 ********** LC 00471278 00630583  38 * 67 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090021 1 99.89***** 20.39* 1 ** **00000000 ********** LC 00471278 00630583  38 * 59 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090022 1 95.58***** 18.17* 1 ** **00000000 ********1* LC 00471278 00630583  38 * 67 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090023 1 96.07***** 19.13* 1 ** **00000000 ********** LC 00471278 00630583  38 * 56 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090024 1 95.60***** 18.75* 1 ** **00000000 ********** LC 00471278 00630583  38 * 64 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090025 1 81.42***** 17.87* 5 ** **00000000 *1*******1 LC 00471278 00630583  38 * 70 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090026 1 95.73***** 18.48* 1 ** **00000000 ********1* LC 00471278 00630583  38 * 60 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090027 1 92.79***** 19.96* 3 ** **00000000 **3******* LC 00471278 00630583  38 * 77 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090028 1 97.77***** 23.38* 1 ** **00000000 ********** LC 00471278 00630583  38 * 60 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090029 1 91.97***** 14.38* 1 ** **00000000 **1******* LC 00471278 00630583  38 * 60 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090030 1 91.10***** 17.33* 1 ** **00000000 ********** LC 00471278 00630583  38 * 58 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090031 1 75.42***** 13.50* 1 ** **00000000 ********** LC 00471278 00630583  38 * 62 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090032 1 81.70***** 19.01* 2 ** **00000000 *****1**** LC 00471278 00630583  38 * 75 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090033 1 93.51***** 17.24* 1 ** **00000000 1********* LC 00471278 00630583  38 * 66 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090034 1 94.91***** 18.18* 1 ** **00000000 ********** LC 00471278 00630583  38 * 67 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090035 1117.27***** 23.99* 1 ** **00000000 ********** LC 00471278 00630583  38 * 67 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090036 1107.73***** 26.44* 1 ** **00000000 ********** LC 00471278 00630583  38 * 53 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090037 1111.38***** 28.84* 3 ** **00000000 ********** LC 00471278 00630583  38 * 83 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090038 1 92.27***** 17.05* 3 ** **00000000 *****2**** LC 00471278 00630583  38 * 59 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090039 1109.99***** 26.71* 1 ** **00000000 ********** LC 00471278 00630583  38 * 58 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090040 1 59.32***** 10.44* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090041 1 59.86***** 10.05* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090042 1 60.22***** 10.40* 1 ** **00000000 *1*******2 LC 00471278 00630583  38 * 63 ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090043 1 40.52*****  6.16* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090044 1 51.95*****  8.44* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090045 1 51.11*****  7.91* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090046 1 39.55*****  5.86* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090047 1 36.98*****  5.46* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090048 1 54.49*****  9.05* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090049 1 39.79*****  5.86* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090050 1 39.55*****  5.99* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090051 1 41.15*****  6.16* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090052 1 50.82*****  8.39* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090053 1 54.73*****  8.83* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090054 1 49.91*****  7.72* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090055 1 42.07*****  6.60* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090056 1 50.19*****  7.98* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090057 1 38.17*****  5.41* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090058 1 37.65*****  5.61* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090059 1 34.90*****  5.28* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090060 1 33.08*****  5.10* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090061 1 35.03*****  5.09* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090062 1 54.55*****  8.99* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090063 1 36.35*****  5.51* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090064 1 40.20*****  6.19* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090065 1 38.25*****  5.77* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090066 1 38.92*****  5.85* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090067 1 34.88*****  5.31* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090068 1 35.92*****  5.67* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090069 1 39.24*****  6.15* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090070 1 36.38*****  5.69* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090071 1 35.76*****  5.42* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090072 1 36.36*****  5.56* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090073 1 43.61*****  7.06* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090074 1 37.29*****  5.77* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090075 1 36.82*****  5.38* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090076 1 39.26*****  5.87* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090077 1 39.13*****  5.86* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090078 1 39.87*****  6.03* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090079 1 38.95*****  6.16* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090080 1 44.69*****  7.13* 1 ** **00000000 ******2*** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090081 1 46.28*****  7.55* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090082 1 37.41*****  5.56* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090083 1 38.72*****  5.84* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090084 1 37.27*****  5.56* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
 27071999 12    3 0090085 1 37.18*****  5.47* 1 ** **00000000 ********** LC 00471278 00630583  38 **** ****       ALLAIN H./STEPHANE A. ***** *                
