 22071997 12    3 0080001 1   127*****    33* 1 ** **00000000 ********** LC 014821.0 030060.1  38 * 59 ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080002 1   103*****    23* 2 ** **00000000 1********* LC 014821.0 030060.1  38 * 77 ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080003 1    92*****    21* 3 ** **00000000 ********** LC 014821.0 030060.1  38 * 70 ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080004 1    72*****    15* 4 ** **00000000 2********* LC 014821.0 030060.1  38 * 68 ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080005 1    76*****    16* 4 ** **00000000 ********** LC 014821.0 030060.1  38 * 57 ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080006 1    92*****    20* 5 ** **00000000 **1**1**** LC 014821.0 030060.1  38 * 68 ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080007 1    86*****    18* 4 ** **00000000 ******1*** LC 014821.0 030060.1  38 * 69 ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080008 1    61*****    13* 5 ** **00000000 ****21***1 LC 014821.0 030060.1  38 * 40 ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080009 1    19***** ****** 1 ** **00000000 ********** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080010 1    19***** ****** 1 ** **00000000 ********** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080011 1    20***** ****** 1 ** **00000000 ********** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080012 1    20***** ****** 1 ** **00000000 ********** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080013 1    20***** ****** 1 ** **00000000 ********** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080014 1    21***** ****** 1 ** **00000000 ********** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080015 1    26***** ****** 1 ** **00000000 ********** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080016 2    66   46 ****** 4 ** 2400000000 ********** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080017 2    61   43 ****** 4 ** 2400000000 *********1 LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080018 2    63   46 ****** 4 ** 2400000000 *****1*1*1 LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080019 2    67   45 ****** 4 ** 1400000000 *1*****1** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080020 2    58   39 ****** 5 ** 2400000000 *******1** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080021 2    64   44 ****** 5 ** 4400000000 1**1****** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080022 2    70   47 ****** 5 ** 4400000000 *1***11*** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080023 2    56   39 ****** 5 ** 2400000000 **1***1*** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080024 2    64   42 ****** 4 ** 2400000000 *111**1*** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080025 2    63   47 ****** 5 ** 2400000000 ******1**2 LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080026 2    71   47 ****** 3 ** 1400000000 ********** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080027 2    63   43 ****** 3 ** 1400000000 ********** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080028 2    62   41 ****** 4 ** *000000000 **1******* LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080029 2    61   41 ****** 4 ** 1400000000 *1****1*** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080030 2    56   37 ****** 5 ** 2400000000 *1******** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080031 2    59   40 ****** 5 ** 1400000000 *1**1***** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080032 2    56   38 ****** 5 ** 1400000000 ***1***11* LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080033 2    59   37 ****** 5 ** 1400000000 ******1*** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080034 2    59   41 ****** 4 ** 2400000000 *1*****1** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080035 2    56   38 ****** 5 ** 1100000000 *1*****12* LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080036 2    63   44 ****** 4 ** 1400000000 *1****1*** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080037 2    59   41 ****** 5 ** *000000000 *1******** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
 22071997 12    3 0080038 2    67   45 ****** 5 ** 1400000000 ****1***** LC 014821.0 030060.1  38 **** ****       S.ALBERT/A.HEBERT     ***** *                
