 23071997 12    3 0010001 1    86*****    19* 4 ** **00000000 ******11** LC 014717.9 029775.4  35 * 59 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010002 1   100*****    24* 4 ** **00000000 *********1 LC 014717.9 029775.4  35 * 75 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010003 1    92*****    20* 4 ** **00000000 **1***1**1 LC 014717.9 029775.4  35 * 82 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010004 1   110*****    27* 4 ** **00000000 ********** LC 014717.9 029775.4  35 * 60 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010005 1   110*****    27* 2 ** **00000000 ********** LC 014717.9 029775.4  35 * 75 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010006 1    60*****    12* 2 ** **00000000 *******1** LC 014717.9 029775.4  35 * 67 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010007 1    94*****    18* 2 ** **00000000 ********** LC 014717.9 029775.4  35 * 64 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010008 1    84*****    18* 3 ** **00000000 *1****1*** LC 014717.9 029775.4  35 * 70 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010009 1    84*****    17* 3 ** **00000000 *1****1*** LC 014717.9 029775.4  35 * 75 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010010 1    79*****    17* 3 ** **00000000 ********** LC 014717.9 029775.4  35 * 77 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010011 1    60*****   9.5* 1 ** **00000000 *******1** LC 014717.9 029775.4  35 * 58 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010012 1    60*****    10* 1 ** **00000000 ********** LC 014717.9 029775.4  35 * 57 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010013 1    95*****    20* 5 ** **00000000 1*****1*** LC 014717.9 029775.4  35 * 64 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010014 1    74*****    15* 5 ** **00000000 1******1** LC 014717.9 029775.4  35 * 67 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010015 1    89*****    20* 4 ** **00000000 ********** LC 014717.9 029775.4  35 * 70 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010016 1   108*****    27* 2 ** **00000000 ***1*1**** LC 014717.9 029775.4  35 * 82 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010017 1    92*****    21* 3 ** **00000000 ******1*** LC 014717.9 029775.4  35 * 75 ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010018 1    17***** ****** 1 ** **00000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010019 1    17***** ****** 1 ** **00000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010020 1    17***** ****** 1 ** **00000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010021 2    74   50 ****** 4 ** 2200000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010022 2    65   45 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010023 2    58   39 ****** 4 ** 1400000000 *********1 LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010024 2    68   47 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010025 2    69   48 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010026 2    64   44 ****** 4 ** 2400000000 **1******* LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010027 2    52   35 ****** 4 ** 1300000000 **1******* LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010028 2    76   51 ****** 4 ** 1300000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010029 2    63   42 ****** 4 ** 1200000000 ***1**1*1* LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010030 2    61   42 ****** 4 ** 1400000000 *1****1*** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010031 2    53   37 ****** 4 ** 2400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010032 2    64   44 ****** 4 ** 1400000000 ******1**1 LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010033 2    63   45 ****** 4 ** 1400000000 *********1 LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010034 2    67   47 ****** 5 ** 1200000000 ******1*** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010035 2    59   40 ****** 4 ** 1400000000 *****1**** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010036 2    61   41 ****** 4 ** 1400000000 ****1***** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010037 2    60   41 ****** 4 ** 2400000000 *1******** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010038 2    60   42 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010039 2    62   43 ****** 5 ** *000000000 1******11* LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010040 2    61   42 ****** 4 ** 1300000000 *1*******2 LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010041 2    59   40 ****** 4 ** 2400000000 1***1*1*** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010042 2    64   44 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010043 2    63   42 ****** 4 ** 1100000000 *********1 LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010044 2    65   41 ****** 4 ** 1400000000 ****1****1 LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010045 2    55   37 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010046 2    66   44 ****** 4 ** 2400000000 **1******* LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010047 2    50   35 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010048 2    60   42 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010049 2    60   40 ****** 4 ** 2400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010050 2    62   42 ****** 4 ** 1400000000 ********1* LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010051 2    61   40 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010052 2    68   47 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010053 2    59   39 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010054 2    50   35 ****** 4 ** 2400000000 *********1 LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010055 2    55   36 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010056 2    68   45 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010057 2    70   46 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010058 2    70   47 ****** 4 ** 1100000000 *1******** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010059 2    68   47 ****** 4 ** 1400000000 *********1 LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010060 2    62   42 ****** 5 ** 2400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010061 2    65   45 ****** 4 ** 2400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010062 2    63   43 ****** 4 ** 1300000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010063 2    60   40 ****** 4 ** 1400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010064 2    68   46 ****** 4 ** 2400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010065 2    66   45 ****** 5 ** 4400000000 *1*1****** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010066 2    59   39 ****** 4 ** 1400000000 **1******* LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010067 2    54   35 ****** 4 ** 1300000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010068 2    70   45 ****** 4 ** 2400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010069 2    62   40 ****** 5 ** 2400000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010070 2    55   39 ****** 4 ** 2400000000 *1****1*** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010071 2    19***** ****** 1  1 **00000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
 23071997 12    3 0010072 2    18***** ****** 1  1 **00000000 ********** LC 014717.9 029775.4  35 **** ****       S.ALBERT/A.HEBERT     ***** *                
