 02091997 19    3 0010001 1   121*****    30* 2 ** **00000000 ********** LC 014546.8 028995.9  54 * 94 ****       A. HEBERT/S. ALBERT   ***** *                
 02091997 19    3 0010002 1   127*****    32* 3 ** **00000000 ********** LC 014546.8 028995.9  54 * 85 ****       A. HEBERT/S. ALBERT   ***** *                
 02091997 19    3 0010003 1   119*****    33* 2 ** **00000000 ********** LC 014546.8 028995.9  54 * 84 ****       A. HEBERT/S. ALBERT   ***** *                
 02091997 19    3 0010004 1   102*****    25* 2 ** **00000000 **1******* LC 014546.8 028995.9  54 * 80 ****       A. HEBERT/S. ALBERT   ***** *                
 02091997 19    3 0010005 1   120*****    32* 2 ** **00000000 ********** LC 014546.8 028995.9  54 * 75 ****       A. HEBERT/S. ALBERT   ***** *                
 02091997 19    3 0010006 1   113*****    27* 3 ** **00000000 ******1*** LC 014546.8 028995.9  54 * 80 ****       A. HEBERT/S. ALBERT   ***** *                
 02091997 19    3 0010007 1   123*****    30* 2 ** **00000000 ********** LC 014546.8 028995.9  54 * 91 ****       A. HEBERT/S. ALBERT   ***** *                
 02091997 19    3 0010008 1   111*****    27* 2 ** **00000000 ********** LC 014546.8 028995.9  54 * 87 ****       A. HEBERT/S. ALBERT   ***** *                
 02091997 19    3 0010009 1   112*****    21* 2 ** **00000000 ********** LC 014546.8 028995.9  54 * 68 ****       A. HEBERT/S. ALBERT   ***** *                
 02091997 19    3 0010010 1    92*****    21* 2 ** **00000000 ******1*** LC 014546.8 028995.9  54 * 90 ****       A. HEBERT/S. ALBERT   ***** *                
 02091997 19    3 0010011 1    96*****    18* 2 ** **00000000 *1******** LC 014546.8 028995.9  54 * 75 ****       A. HEBERT/S. ALBERT   ***** *                
 02091997 19    3 0010012 1    95*****    18* 1 ** **00000000 *1******** LC 014546.8 028995.9  54 * 64 ****       A. HEBERT/S. ALBERT   ***** *                
 02091997 19    3 0010013 1    76*****    14* 1 ** **00000000 ********** LC 014546.8 028995.9  54 * 67 ****       A. HEBERT/S. ALBERT   ***** *                
