 24082007 12    3 0040001 1 68.11***** 13.34* 3M** **00000000 **111**1** LL 04817324 06228572  46 * 55 ****       J CHIASSON / S ALBERT ***** *                
 24082007 12    3 0040002 1 46.82*****  7.17* 1 ** **00000000 ********** LL 04817324 06228572  46 **** ****       J CHIASSON / S ALBERT ***** *                
 24082007 12    3 0040003 1 42.53*****  7.17* 1 ** **00000000 ********** LL 04817324 06228572  46 **** ****       J CHIASSON / S ALBERT ***** *                
 24082007 12    3 0040004 1 39.81*****  6.01* 1 ** **00000000 ********** LL 04817324 06228572  46 **** ****       J CHIASSON / S ALBERT ***** *                
 24082007 12    3 0040005 1 40.31*****  6.09* 1 ** **00000000 ********** LL 04817324 06228572  46 **** ****       J CHIASSON / S ALBERT ***** *                
 24082007 12    3 0040006 2 53.9339.11 ****** 5 ** 4400000000 *1**1****1 LL 04817324 06228572  46 **** ****       J CHIASSON / S ALBERT ***** *                
 24082007 12    3 0040007 2 57.6436.52 ****** 5 ** 2400000000 ******1*** LL 04817324 06228572  46 **** ****       J CHIASSON / S ALBERT ***** *                
 24082007 12    3 0040008 2 50.9937.15 ****** 5 ** 2400000000 *********1 LL 04817324 06228572  46 **** ****       J CHIASSON / S ALBERT ***** *                
 24082007 12    3 0040009 2 53.0635.91 ****** 5 ** 4400000000 *1******** LL 04817324 06228572  46 **** ****       J CHIASSON / S ALBERT ***** *                
 24082007 12    3 0040010 2 47.4229.93 ****** 3 ** 2400000000 **2*2*11** LL 04817324 06228572  46 **** ****       J CHIASSON / S ALBERT ***** *                
 24082007 12    3 0040011 2 41.6018.19 ****** 1  3 **00000000 ********** LL 04817324 06228572  46 **** ****       J CHIASSON / S ALBERT ***** *                
