 26072007 12    3 0090001 1126.45***** 29.87* 3 ** **00000000 ********1* LL 04802829 06150672  36 * 85 ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090002 1 98.86***** 25.09* 3M** **00000000 **11**1**1 LL 04802829 06150672  36 * 53 ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090003 1110.68***** 27.69* 1 ** **00000000 11*****1** LL 04802829 06150672  36 * 52 ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090004 1 78.91***** 16.72* 3M** **00000000 *1******** LL 04802829 06150672  36 * 64 ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090005 1 66.70***** 14.18* 5 ** **00000000 *1**1**1*1 LL 04802829 06150672  36 * 61 ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090006 1 68.82***** 12.58* 3M** **00000000 ****1***** LL 04802829 06150672  36 * 68 ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090007 1 47.66*****  7.09* 1 ** **00000000 ********** LL 04802829 06150672  36 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090008 1 38.42*****  5.53* 1 ** **00000000 ********** LL 04802829 06150672  36 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090009 1 40.38*****  6.77* 1 ** **00000000 ********** LL 04802829 06150672  36 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090010 1 40.98*****  7.28* 1 ** **00000000 ********** LL 04802829 06150672  36 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090011 1 48.37*****  7.53* 1 ** **00000000 ********** LL 04802829 06150672  36 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090012 1 46.84*****  8.60* 1 ** **00000000 ********** LL 04802829 06150672  36 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090013 1 36.21*****  4.95* 1 ** **00000000 ********** LL 04802829 06150672  36 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090014 1 25.54*****  3.61* 1 ** **00000000 ********** LL 04802829 06150672  36 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090015 1 31.29*****  4.43* 1 ** **00000000 ********** LL 04802829 06150672  36 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090016 2 67.4549.06 ****** 4 ** 2400000000 ********** LL 04802829 06150672  36 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090017 2 61.7043.08 ****** 4 ** 2400000000 *****1**** LL 04802829 06150672  36 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 26072007 12    3 0090018 2 60.2642.97 ****** 4 ** 2400000000 *********1 LL 04802829 06150672  36 **** ****       J.CHIASSON/S.ALBERT   ***** *                
