 20092007 12    3 0050001 1133.70***** 36.74* 4 ** **00000000 ********** LL 04708290 06116261  26 * 76 ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050037 1 37.09*****  5.40* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050038 1 38.51*****  5.41* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050039 1 38.86*****  5.55* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050040 1 40.45*****  5.88* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050041 1 38.33*****  5.02* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050042 1 35.89*****  5.26* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050043 1 38.51*****  5.77* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050044 1 36.19*****  5.06* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050045 1 29.21*****  4.14* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050046 1 33.35*****  4.47* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050047 1 36.47*****  5.29* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050048 1 38.59*****  5.46* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050049 1 34.11*****  4.48* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050050 1 38.53*****  5.54* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050051 1 36.96*****  5.34* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050052 1 35.38*****  5.05* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050053 1 36.83*****  4.65* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050054 1 34.21*****  4.91* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050055 1 41.22*****  5.66* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050056 1 38.25*****  5.26* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050057 1 38.94*****  5.37* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050058 1 35.15*****  5.03* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050059 1 29.02*****  3.85* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050060 1 42.01*****  6.18* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050061 1 40.99*****  6.07* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050062 1 28.37*****  3.82* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050063 1 28.10*****  3.96* 1 ** **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050064 2 56.7029.02 ****** 1  3 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050065 2 43.6120.23 ****** 1  2 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050066 2 42.3219.76 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050067 2 40.6518.79 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050068 2 42.3519.45 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050069 2 42.2119.28 ****** 1  2 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050070 2 40.0518.21 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050071 2 38.8117.32 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050072 2 40.6917.52 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050073 2 39.2517.06 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050074 2 41.5619.40 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050075 2 40.4218.69 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050076 2 39.6917.48 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050077 2 41.2817.85 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050078 2 39.6517.85 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050079 2 32.4613.25 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050080 2 40.5318.63 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050081 2 41.0819.37 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050082 2 43.2819.27 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050083 2 39.1116.76 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050084 2 40.1818.32 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050085 2 39.3917.92 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050086 2 41.9717.82 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050087 2 40.3318.85 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050088 2 39.0017.42 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050089 2 36.8315.78 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050090 2 41.1518.58 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050091 2 39.6718.14 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050092 2 39.3617.24 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050093 2 38.7117.09 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050094 2 35.9216.05 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050095 2 38.8417.03 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050096 2 32.0613.09 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050097 2 41.7018.09 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050098 2 39.4718.57 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050099 2 38.9517.40 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050100 2 37.2316.66 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050101 2 35.7115.14 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050102 2 34.3314.90 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050103 2 44.2219.66 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050104 2 38.2717.08 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050105 2 40.6917.62 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050106 2 33.9214.44 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050107 2 31.3812.27 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050108 2 35.7416.04 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050109 2 39.8816.91 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050110 2 37.6517.87 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050111 2 36.4315.59 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050112 2 32.3913.21 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050113 2 33.6214.37 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050114 2 35.3315.36 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050115 2 32.2613.40 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050116 2 30.1812.13 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050117 2 36.0415.40 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050118 2 32.3813.66 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050119 2 32.0313.64 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050120 2 30.4712.92 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 20092007 12    3 0050121 2 28.8110.87 ****** 1  1 **00000000 ********** LL 04708290 06116261  26 **** ****       J.CHIASSON/S.ALBERT   ***** *                
