 21092007 19    3 0060001 1128.59***** 33.06* 4 ** **00000000 ********** LL 04650913 06056398  68 * 81 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060002 1113.34***** 28.18* 1 ** **00000000 ********** LL 04650913 06056398  68 * 59 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060003 1104.51***** 24.84* 1 ** **00000000 ******1*** LL 04650913 06056398  68 * 65 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060004 1123.56***** 31.33* 2 ** **00000000 ***1**1*** LL 04650913 06056398  68 * 80 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060005 1 79.40***** 14.20* 1 ** **00000000 ********** LL 04650913 06056398  68 * 57 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060006 1105.80***** 20.97* 1 ** **00000000 *****2**** LL 04650913 06056398  68 * 52 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060007 1121.61***** 32.54* 2 ** **00000000 *1******11 LL 04650913 06056398  68 * 53 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060008 1112.45***** 29.39* 2 ** **00000000 ********** LL 04650913 06056398  68 * 64 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060009 1 86.99***** 19.80* 1 ** **00000000 ********** LL 04650913 06056398  68 * 55 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060010 1 96.32***** 18.19* 1 ** **00000000 ********** LL 04650913 06056398  68 * 63 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060011 1105.27***** 25.83* 2 ** **00000000 ****1***** LL 04650913 06056398  68 * 83 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060012 1116.31***** 21.89* 3 ** **00000000 ********** LL 04650913 06056398  68 * 64 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060013 1119.22***** 30.68* 2 ** **00000000 ****1****1 LL 04650913 06056398  68 * 85 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060014 1 79.77***** 14.31* 1 ** **00000000 ****11***1 LL 04650913 06056398  68 * 48 ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060015 1 52.73*****  7.89* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060016 1 44.33*****  6.62* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060017 1 51.56*****  7.36* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060018 1 46.74*****  6.67* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060019 1 49.56*****  7.44* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060020 1 48.51*****  6.95* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060021 1 52.13*****  7.60* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060022 1 40.67*****  6.67* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060023 1 36.53*****  5.13* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060024 1 39.90*****  5.08* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060025 1 41.49*****  6.45* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060026 1 38.66*****  5.54* 1 ** **00000000 ******1*** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060027 1 37.58*****  5.05* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060028 1 40.31*****  5.80* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060029 1 54.53*****  8.10* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060030 1 37.55*****  5.29* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 21092007 19    3 0060031 1 38.21*****  5.68* 1 ** **00000000 ********** LL 04650913 06056398  68 **** ****       J.CHIASSON/S.ALBERT   ***** *                
