 20072005 F     3 0060001 1111.87***** 29.80* 3M** **00000000 ********** LL 00474327 00603823  60 * 68 ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060002 1 60.11*****  9.28* 1 ** **00000000 ********2* LL 00474327 00603823  60 * 57 ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060003 1 78.86***** 16.79* 1 ** **00000000 ***1*****1 LL 00474327 00603823  60 * 79 ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060004 1 84.10***** 14.50* 1 ** **00000000 ********** LL 00474327 00603823  60 * 56 ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060005 1 83.03***** 13.61* 1 ** **00000000 ********** LL 00474327 00603823  60 * 60 ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060006 1 96.47***** 17.19* 3 ** **00000000 ********** LL 00474327 00603823  60 * 59 ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060007 1 95.28***** 22.42* 3M** **00000000 *1******** LL 00474327 00603823  60 * 83 ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060008 1 59.31*****  9.21* 1 ** **00000000 ********** LL 00474327 00603823  60 **** ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060009 1 52.05*****  7.49* 1 ** **00000000 ********** LL 00474327 00603823  60 **** ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060010 1 71.69***** 14.68* 1 ** **00000000 *******1** LL 00474327 00603823  60 * 73 ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060011 1 75.83***** 16.88* 1 ** **00000000 ********** LL 00474327 00603823  60 * 71 ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060012 1 51.65*****  8.01* 1 ** **00000000 ********** LL 00474327 00603823  60 **** ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060013 1 54.86*****  8.34* 1 ** **00000000 ********** LL 00474327 00603823  60 **** ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060014 1 46.11*****  7.08* 1 ** **00000000 ********** LL 00474327 00603823  60 **** ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060015 1 48.89*****  7.51* 1 ** **00000000 ********** LL 00474327 00603823  60 **** ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060016 1 36.64*****  5.66* 1 ** **00000000 ********** LL 00474327 00603823  60 **** ****       STEPHANE & BOBBY H.   ***** *                
 20072005 F     3 0060017 1 36.62*****  5.50* 1 ** **00000000 ********** LL 00474327 00603823  60 **** ****       STEPHANE & BOBBY H.   ***** *                
