 14082005 12    3 0010001 2 59.9940.95 ****** 2 ** 2400000000 *********2 LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
 14082005 12    3 0010002 2 55.0529.27 ****** 1  3 **00000000 *1******** LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
 14082005 12    3 0010003 2 54.9528.37 ****** 1  3 **00000000 ********** LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
 14082005 12    3 0010004 2 61.3931.75 ****** 1  3 **00000000 ********** LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
 14082005 12    3 0010005 2 60.6332.31 ****** 1  3 **00000000 ********** LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
 14082005 12    3 0010006 2 56.2430.00 ****** 1  3 **00000000 ********** LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
 14082005 12    3 0010007 2 50.7325.16 ****** 1  3 **00000000 ********** LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
 14082005 12    3 0010008 2 56.8430.36 ****** 1  3 **00000000 ********** LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
 14082005 12    3 0010009 2 53.4126.61 ****** 1  3 **00000000 *******11* LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
 14082005 12    3 0010010 2 53.0826.34 ****** 1  3 **00000000 **22****** LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
 14082005 12    3 0010011 2 57.3431.16 ****** 1  3 **00000000 ********** LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
 14082005 12    3 0010012 2 51.3926.08 ****** 1  3 **00000000 ********** LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
 14082005 12    3 0010013 2 55.4328.87 ****** 1  3 **00000000 ********** LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
 14082005 12    3 0010014 2 56.3230.41 ****** 1  3 **00000000 ********** LL 00480899 00642420  31 **** ****       STEPHANE & BOBBY H.   ***** *                
