 01081994 12    3 0070001 1   102*****    25* 3 ** **00000000 **1******* LC 015095.8 030945.0  44 * 81 ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070002 1    71*****    15* 5 ** **00000000 ******11** LC 015095.8 030945.0  44 * 68 ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070003 1    75*****    17* 5 ** **00000000 ********** LC 015095.8 030945.0  44 * 62 ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070004 1    82*****    18* 5 ** **00000000 *******1** LC 015095.8 030945.0  44 * 66 ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070005 1   128***** ****** 1 ** **00000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070006 1    88*****    20* 3 ** **00000000 *****1**** LC 015095.8 030945.0  44 * 80 ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070007 1    88*****    20* 4 ** **00000000 ****1***** LC 015095.8 030945.0  44 * 68 ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070008 1   120*****    31* 3 ** **00000000 ********** LC 015095.8 030945.0  44 * 85 ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070009 2    66   45 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070010 2    64   45 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070011 2    73   50 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070012 2    70   48 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070013 2    68   48 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070014 2    74   51 ****** 4 ** 1400000000 1**1****1* LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070015 2    69   47 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070016 2    69   48 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070017 2    74   53 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070018 2    67   47 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070019 2    77   52 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070020 2    74   50 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070021 2    73   51 ****** 4 ** *000000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070022 2    73   53 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070023 2    67   47 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070024 2    65   47 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070025 2    71   50 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070026 2    68   45 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070027 2    70   48 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070028 2    65   47 ****** 4 ** 1400000000 ***11***** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070029 2    70   49 ****** 4 ** 1400000000 11******** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070030 2    73   51 ****** 4 ** 1400000000 *1******** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070031 2    72   50 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070032 2    64   44 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070033 2    68   49 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070034 2    70   48 ****** 4 ** 2400000000 *1******** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070035 2    72   50 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070036 2    70   47 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070037 2    68   46 ****** 4 ** 2400000000 ***11***** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070038 2    58   42 ****** 4 ** 1400000000 **1*1***** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070039 2    72   50 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070040 2    69   48 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070041 2    75   52 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070042 2    67   47 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070043 2    62   42 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070044 2    65   46 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070045 2    59   41 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070046 2    72   51 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070047 2    70   45 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070048 2    67   47 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070049 2    67   47 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070050 2    67   46 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070051 2    58   42 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070052 2    71   50 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070053 2    66   45 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070054 2    70   48 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070055 2    72   51 ****** 4 ** 1400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070056 2    60   40 ****** 4 ** 2400000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070057 1    47***** ****** 1 ** **00000000 ********** LC 015095.8 030945.0  44 **** ****       A. HEBERT/C. ALBERT   ***** *                
 01081994 12    3 0070058 1    71*****    15* 3 ** **00000000 ********** LC 015095.8 030945.0  44 * 71 ****       A. HEBERT/C. ALBERT   ***** *                
