 05101994 12    3 0100001 1    98*****    22* 3 ** **00000000 *1******** LC 014716.9 029777.0  39 * 64 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100033 2    72   47 ****** 4 ** 2400000000 1********* LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100034 2    56   40 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100035 2    56   36 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100036 2    63   43 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100037 2    62   42 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100038 2    59   39 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100039 2    58   40 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100040 2    62   42 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100041 2    60   40 ****** 4 ** 1400000000 ********1* LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100042 2    60   40 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100043 2    61   40 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100044 2    69   47 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100045 2    62   44 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100046 2    59   39 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100047 2    57   37 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100048 2    58   40 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100049 2    64   44 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100050 2    58   42 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100051 2    72   49 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100052 2    63   41 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100053 2    55   37 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100054 2    61   40 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100055 2    55   33 ****** 4 ** 1400000000 *1****1*** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100056 2    58   38 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100057 2    60   41 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100058 2    53   39 ****** 4 ** 1400000000 *******1** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100059 2    61   42 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100060 2    61   41 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100061 2    58   39 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100062 2    63   40 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100063 2    61   42 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100064 2    67   45 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100065 2    55   35 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100066 2    62   43 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100067 2    66   44 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100068 2    71   46 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100069 2    68   45 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100070 2    67   44 ****** 4 ** 1100000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100071 2    71   47 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100072 2    61   42 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100073 2    62   40 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100074 2    58   38 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100075 2    64   44 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100076 2    58   38 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100077 2    65   42 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100078 2    50   32 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100079 2    56   37 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100080 2    54   36 ****** 4 ** 2400000000 ***1****** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100081 2    55   39 ****** 4 ** 2400000000 11******** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100082 2    57   37 ****** 4 ** 1400000000 **1***1*** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100083 2    50   36 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100084 2    53   35 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100085 2    56   37 ****** 4 ** 2400000000 1********* LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100086 2    64   42 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100087 2    53   36 ****** 4 ** 1400000000 *******1** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100088 2    57   37 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100089 2    52   35 ****** 4 ** 1400000000 **11****** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100090 2    56   38 ****** 4 ** 2400000000 *1*1****** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100091 2    53   34 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100092 2    58   39 ****** 5 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100093 2    58   37 ****** 4 ** 2400000000 *1******** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
