 05101994 12    3 0100001 1    98*****    22* 3 ** **00000000 *1******** LC 014716.9 029777.0  39 * 64 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100002 1   108*****    25* 3 ** **00000000 ********** LC 014716.9 029777.0  39 * 78 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100003 1   100*****    19* 1 ** **00000000 *******1** LC 014716.9 029777.0  39 * 62 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100004 1   104*****    23* 2 ** **00000000 ******1*** LC 014716.9 029777.0  39 * 85 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100005 1    99*****    24* 3 ** **00000000 ********** LC 014716.9 029777.0  39 * 68 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100006 1    90*****    17* 1 ** **00000000 ********** LC 014716.9 029777.0  39 * 66 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100007 1    91*****    22* 3 ** **00000000 ********** LC 014716.9 029777.0  39 * 82 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100008 1    90*****    17* 1 ** **00000000 ********** LC 014716.9 029777.0  39 * 60 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100009 1    94*****    17* 1 ** **00000000 ********** LC 014716.9 029777.0  39 * 59 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100010 1    87*****    15* 2 ** **00000000 ********** LC 014716.9 029777.0  39 * 74 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100011 1   101*****    25* 2 ** **00000000 ********** LC 014716.9 029777.0  39 * 70 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100012 1   107*****    25* 2 ** **00000000 ******11** LC 014716.9 029777.0  39 * 80 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100013 1    67*****    14* 5 ** **00000000 ********** LC 014716.9 029777.0  39 * 52 ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100014 2    62   40 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100015 2    67   45 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100016 2    59   38 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100017 2    57   40 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100018 2    64   45 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100019 2    67   47 ****** 4 ** *000000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100020 2    68   49 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100021 2    60   40 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100022 2    58   39 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100023 2    62   42 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100024 2    61   39 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100025 2    59   38 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100026 2    54   39 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100027 2    57   38 ****** 4 ** 1400000000 ******1*** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100028 2    62   40 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100029 2    69   45 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100030 2    55   37 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100031 2    62   40 ****** 4 ** 1400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
 05101994 12    3 0100032 2    67   44 ****** 4 ** 2400000000 ********** LC 014716.9 029777.0  39 **** ****       S. ALBERT/C. ALBERT   ***** *                
