 08081994 12    3 0110001 1    61*****    13* 5 ** **00000000 *1**1***** LC 014886.0 029610.1  47 * 61 ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110175 2    57   40 ****** 3 ** 2400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110176 2    55   36 ****** 3 ** 2400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110177 2    53   34 ****** 3 ** 2400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110178 2    60   40 ****** 3 ** 2400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110179 2    47   32 ****** 3 ** 2400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110180 2    47   32 ****** 3 ** 1400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110181 2    50   34 ****** 3 ** 2400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110182 2    52   33 ****** 3 ** 2400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110183 2    47   32 ****** 3 ** 2400000000 *******1** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110184 2    42   28 ****** 3 ** 2400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110185 2    49   31 ****** 3 ** 2400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110186 2    48   31 ****** 3 ** 2400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110187 2    47   31 ****** 3 ** 1400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110188 2    47   30 ****** 3 ** 2400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110189 2    47   31 ****** 3 ** 1400000000 ******1*** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110190 2    48   33 ****** 3 ** 2400000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110191 2    46***** ****** 1  3 **00000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110192 2    16***** ****** 1  1 **00000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110193 2    17***** ****** 1  1 **00000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110194 2    24***** ****** 1  1 **00000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110195 2    22***** ****** 1  1 **00000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110196 2    14***** ****** 1  1 **00000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110197 2    17***** ****** 1  1 **00000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110198 2    21***** ****** 1  1 **00000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110199 2    24***** ****** 1  1 **00000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
 08081994 12    3 0110200 2    19***** ****** 1  1 **00000000 ********** LC 014886.0 029610.1  47 **** ****       C. ALBERT/A. HEBERT   ***** *                
