 09081994 12    3 0120001 2    19***** ****** 1 ** **00000000 ********** LC 014885.7 030020.8  44 **** ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120002 2    17***** ****** 1 ** **00000000 ********** LC 014885.7 030020.8  44 **** ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120003 2    19***** ****** 1 ** **00000000 ********** LC 014885.7 030020.8  44 **** ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120004 2    22***** ****** 1 ** **00000000 ********** LC 014885.7 030020.8  44 **** ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120005 2    19***** ****** 1 ** **00000000 ********** LC 014885.7 030020.8  44 **** ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120006 2    66   45 ****** 4 ** 2400000000 ********** LC 014885.7 030020.8  44 **** ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120007 2    71   48 ****** 4 ** 2400000000 ********** LC 014885.7 030020.8  44 **** ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120008 2    68   47 ****** 4 ** 1400000000 ********** LC 014885.7 030020.8  44 **** ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120009 2    66   44 ****** 4 ** 2400000000 ********** LC 014885.7 030020.8  44 **** ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120010 1   116*****    28* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 83 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120011 1   119*****    30* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 93 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120012 1   102*****    30* 3 ** **00000000 ***1****** LC 014885.7 030020.8  44 * 88 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120013 1   109*****    28* 1 ** **00000000 ********** LC 014885.7 030020.8  44 * 55 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120014 1   100*****    24* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 82 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120015 1    99*****    23* 1 ** **00000000 ********** LC 014885.7 030020.8  44 * 55 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120016 1   111*****    27* 1 ** **00000000 ********** LC 014885.7 030020.8  44 * 58 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120017 1   100*****    23* 1 ** **00000000 ****1***** LC 014885.7 030020.8  44 * 52 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120018 1   106*****    27* 3 ** **00000000 *1******** LC 014885.7 030020.8  44 * 90 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120019 1   100*****    18* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 60 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120020 1    98*****    19* 1 ** **00000000 ********** LC 014885.7 030020.8  44 * 58 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120021 1    96*****    23* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 75 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120022 1   101*****    24* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 80 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120023 1   112*****    29* 4 ** **00000000 ****1***** LC 014885.7 030020.8  44 * 82 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120024 1   104*****    20* 1 ** **00000000 ********** LC 014885.7 030020.8  44 * 67 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120025 1   119*****    29* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 90 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120026 1   107*****    27* 1 ** **00000000 ********** LC 014885.7 030020.8  44 * 56 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120027 1   119*****    30* 1 ** **00000000 *******1** LC 014885.7 030020.8  44 * 45 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120028 1    97*****    24* 1 ** **00000000 *****1**** LC 014885.7 030020.8  44 * 60 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120029 1    93*****    20* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 75 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120030 1   122*****    32* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 80 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120031 1   102*****    25* 1 ** **00000000 ********** LC 014885.7 030020.8  44 * 60 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120032 1    98*****    24* 1 ** **00000000 ********** LC 014885.7 030020.8  44 * 50 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120033 1   110*****    26* 1 ** **00000000 **1******* LC 014885.7 030020.8  44 * 61 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120034 1   103*****    26* 3 ** **00000000 *********1 LC 014885.7 030020.8  44 * 82 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120035 1    19***** ****** 1 ** **00000000 ********** LC 014885.7 030020.8  44 **** ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120036 1   116*****    30* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 70 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120037 1   105*****    18* 1 ** **00000000 ********** LC 014885.7 030020.8  44 * 67 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120038 1    92*****    17* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 68 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120039 1   105*****    20* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 90 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120040 1    99*****    19* 1 ** **00000000 ********1* LC 014885.7 030020.8  44 * 67 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120041 1   107*****    25* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 86 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120042 1    97*****    17* 2 ** **00000000 ********** LC 014885.7 030020.8  44 * 69 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120043 1    98*****    24* 1 ** **00000000 ********** LC 014885.7 030020.8  44 * 62 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120044 1    90*****    23* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 82 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120045 1    87*****    20* 3 ** **00000000 ******1**1 LC 014885.7 030020.8  44 * 77 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120046 1    95*****    17* 1 ** **00000000 ********** LC 014885.7 030020.8  44 * 67 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120047 1    97*****    23* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 87 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120048 1   111*****    28* 3 ** **00000000 ********** LC 014885.7 030020.8  44 * 87 ****       C. ALBERT/A. HEBERT   ***** *                
 09081994 12    3 0120049 1   100*****    28* 1 ** **00000000 ********** LC 014885.7 030020.8  44 * 53 ****       C. ALBERT/A. HEBERT   ***** *                
