 21071994 12    3 0040001 1   117*****    30* 3 ** **00000000 ********1* LC 014854.1 030130.8  46 * 75 ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040027 2    64   45 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040028 2    69   48 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040029 2    64   45 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040030 2    67   47 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040031 2    59   42 ****** 4 ** 1400000000 *1******** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040032 2    73   51 ****** 4 ** 1400000000 ********11 LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040033 2    69   50 ****** 4 ** 1400000000 *********1 LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040034 2    63   46 ****** 4 ** 1400000000 ******1*** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040035 2    66   46 ****** 4 ** 1400000000 *********1 LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040036 2    67   44 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040037 2    77   55 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040038 2    79   54 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040039 2    72   47 ****** 4 ** 1400000000 ****1***** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040040 2    60   42 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040041 2    65   45 ****** 4 ** 2400000000 ********11 LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040042 2    60   42 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040043 2    68   48 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040044 2    54   39 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040045 2    75   55 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040046 2    61   42 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040047 2    63   45 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040048 2    61   44 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040049 2    63   43 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040050 2    69   46 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040051 2    68   45 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040052 2    55   38 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040053 2    66   44 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040054 2    72   49 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040055 2    75   53 ****** 4 ** 1400000000 ******1*** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040056 2    64   43 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040057 2    69   49 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040058 2    69   48 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040059 2    63   42 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040060 2    63   44 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040061 2    68   47 ****** 4 ** 2400000000 ********1* LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040062 2    65   46 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040063 2    67   46 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040064 2    69   47 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040065 2    68   45 ****** 4 ** 1400000000 ****1***** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040066 2    67   47 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040067 2    72   50 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040068 2    67   45 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040069 2    64   42 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040070 2    67   46 ****** 4 ** 1400000000 **1******* LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040071 2    65   47 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040072 2    66   46 ****** 4 ** 2400000000 *******1** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040073 2    65   46 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040074 2    63   43 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040075 2    63   44 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040076 2    60   41 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040077 2    77   53 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040078 2    64   43 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040079 2    62   44 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040080 2    67   47 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040081 2    78   55 ****** 4 ** 1400000000 ********1* LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040082 2    70   47 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040083 2    71   50 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040084 2    65   44 ****** 4 ** 1400000000 ****1***** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040085 2    62   43 ****** 4 ** 2400000000 ********1* LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040086 2    73   52 ****** 4 ** 1400000000 *1******** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040087 2    71   50 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040088 2    59   42 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040089 2    59   42 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040090 2    67   50 ****** 4 ** 1400000000 *****1***1 LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040091 2    62   42 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040092 2    69   48 ****** 4 ** 1400000000 1********1 LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040093 2    64   43 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040094 2    76   53 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040095 2    58   43 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040096 2    78   54 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040097 2    64   42 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040098 2    67   46 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040099 2    60   41 ****** 4 ** 1400000000 *******1** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040100 2    78   54 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040101 2    62   43 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040102 2    63   46 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040103 2    67   47 ****** 4 ** 1400000000 1**1****** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040104 2    65   44 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040105 2    71   50 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040106 2    60   43 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040107 2    67   45 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040108 2    71   51 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040109 2    63   45 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040110 2    69   46 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040111 2    57   43 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040112 2    66   45 ****** 4 ** 2400000000 ***1****** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040113 2    69   47 ****** 4 ** 2400000000 ********1* LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040114 2    61   44 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040115 2    57   39 ****** 4 ** 2400000000 *******1** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040116 2    68   46 ****** 4 ** 1400000000 *********1 LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040117 2    74   48 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040118 2    66   46 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040119 2    70   50 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040120 2    73   49 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040121 2    63   44 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040122 2    65   46 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040123 2    68   46 ****** 4 ** 1400000000 ****1***** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040124 2    66   44 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040125 2    66   45 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040126 2    67   48 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040127 2    62   41 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040128 2    63   44 ****** 4 ** 1400000000 ********1* LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040129 2    63   46 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040130 2    62   45 ****** 4 ** 1400000000 *********1 LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040131 2    67   45 ****** 4 ** 2400000000 ******1*** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040132 2    72   51 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040133 2    67   47 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040134 2    72   47 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040135 2    77   51 ****** 4 ** 1400000000 *********1 LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040136 2    60   40 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040137 2    64   44 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040138 2    66   44 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040139 2    62   44 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040140 2    62   43 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040141 2    69   50 ****** 4 ** 1400000000 ******1**1 LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040142 2    60   41 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040143 2    64   42 ****** 4 ** 1400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040144 2    67   45 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040145 2    58   40 ****** 4 ** 2400000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
 21071994 12    3 0040146 2*********** ****** 4 ** **00000000 ********** LC 014854.1 030130.8  46 **** ****       C. ALBERT/A. HEBERT   ***** *                
