 17071994 12    3 0100001 1   108*****    24* 4 ** **00000000 ********** LC 014588.8 029455.1  36 * 75 ****       C. ALBERT/A. HEBERT   ***** *                
 17071994 12    3 0100002 2    76   50 ****** 4 ** 2400000000 *********1 LC 014588.8 029455.1  36 **** ****       C. ALBERT/A. HEBERT   ***** *                
 17071994 12    3 0100003 2    65   44 ****** 4 ** 2400000000 ********** LC 014588.8 029455.1  36 **** ****       C. ALBERT/A. HEBERT   ***** *                
 17071994 12    3 0100004 2    63   41 ****** 4 ** 1400000000 ********** LC 014588.8 029455.1  36 **** ****       C. ALBERT/A. HEBERT   ***** *                
 17071994 12    3 0100005 2    72   50 ****** 4 ** 1400000000 *******1** LC 014588.8 029455.1  36 **** ****       C. ALBERT/A. HEBERT   ***** *                
 17071994 12    3 0100006 2    68   48 ****** 4 ** 1400000000 ********** LC 014588.8 029455.1  36 **** ****       C. ALBERT/A. HEBERT   ***** *                
 17071994 12    3 0100007 2    64   46 ****** 4 ** 2400000000 ********** LC 014588.8 029455.1  36 **** ****       C. ALBERT/A. HEBERT   ***** *                
 17071994 12    3 0100008 2    64   44 ****** 4 ** 2400000000 ***1****** LC 014588.8 029455.1  36 **** ****       C. ALBERT/A. HEBERT   ***** *                
 17071994 12    3 0100009 2    69   48 ****** 4 ** 2400000000 ********** LC 014588.8 029455.1  36 **** ****       C. ALBERT/A. HEBERT   ***** *                
 17071994 12    3 0100010 2    64   42 ****** 4 ** 1400000000 ***1****** LC 014588.8 029455.1  36 **** ****       C. ALBERT/A. HEBERT   ***** *                
 17071994 12    3 0100011 2    64   43 ****** 4 ** 2400000000 ********** LC 014588.8 029455.1  36 **** ****       C. ALBERT/A. HEBERT   ***** *                
 17071994 12    3 0100012 2    58   40 ****** 4 ** 1400000000 ********** LC 014588.8 029455.1  36 **** ****       C. ALBERT/A. HEBERT   ***** *                
 17071994 12    3 0100013 2    60   40 ****** 4 ** 1400000000 ********** LC 014588.8 029455.1  36 **** ****       C. ALBERT/A. HEBERT   ***** *                
 17071994 12    3 0100014 2    47   23 ****** 1  1 **00000000 ********** LC 014588.8 029455.1  36 **** ****       C. ALBERT/A. HEBERT   ***** *                
