 23081994 19    3 0050001 1    97*****    23* 5 ** **00000000 *1**1**111 LC 014505.3 029167.1  38 * 60 ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050015 2    69   48 ****** 4 ** 1400000000 ***1**11** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050016 2    63   42 ****** 4 ** 1400000000 ***1**1*** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050017 2    62   40 ****** 4 ** 1400000000 ****1*1*** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050018 2    69   48 ****** 4 ** 4400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050019 2    66   47 ****** 4 ** 4400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050020 2    70   47 ****** 4 ** 1100000000 ******1*** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050021 2    62   42 ****** 4 ** 1400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050022 2    61   42 ****** 4 ** 2400000000 *1**1**11* LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050023 2    64   44 ****** 4 ** 1400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050024 2    63   38 ****** 4 ** 1400000000 *****1**** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050025 2    65   43 ****** 4 ** 2400000000 ****1***** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050026 2    65   45 ****** 4 ** 1400000000 ***11***** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050027 2    60   41 ****** 4 ** 2400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050028 2    74   48 ****** 4 ** 1400000000 *111****** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050029 2    69   45 ****** 4 ** 1400000000 ****1***** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050030 2    77   52 ****** 4 ** 1400000000 ***1*****1 LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050031 2    60   42 ****** 4 ** 1400000000 *******1** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050032 2    69   48 ****** 4 ** 1400000000 *******1** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050033 2    72   50 ****** 4 ** 2400000000 *****11*** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050034 2    67   46 ****** 4 ** 2400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050035 2    57   39 ****** 4 ** 2400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050036 2    65   46 ****** 4 ** 1400000000 **1***1*** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050037 2    62   43 ****** 4 ** 1400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050038 2    72   47 ****** 4 ** 1400000000 ***1****1* LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050039 2    58   40 ****** 4 ** 1400000000 ********11 LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050040 2    64   42 ****** 4 ** 1400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050041 2    59   41 ****** 4 ** 2400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050042 2    63   42 ****** 4 ** 1400000000 *****1*1** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050043 2    67   48 ****** 4 ** 1400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050044 2    67   42 ****** 4 ** 1400000000 ********11 LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050045 2    67   43 ****** 4 ** 1400000000 **1*11**** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050046 2    57   36 ****** 4 ** 1400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050047 2    73   48 ****** 4 ** 1400000000 ******1*** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050048 2    57   38 ****** 4 ** 2400000000 *******1** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050049 2    67   46 ****** 4 ** 2400000000 *1******** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050050 2    74   52 ****** 4 ** 2400000000 1********* LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050051 2    66   42 ****** 4 ** 1100000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050052 2    67   46 ****** 4 ** 2400000000 *********1 LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050053 2    64   41 ****** 4 ** 1400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050054 2    58   42 ****** 4 ** 1400000000 **1111111* LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050055 2    65   45 ****** 4 ** 1200000000 *1*1****** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050056 2    70   49 ****** 4 ** 1200000000 ******1*** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050057 2    60   41 ****** 4 ** 1400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050058 2    67   45 ****** 4 ** 1400000000 ******11*1 LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050059 2    55   36 ****** 4 ** 1400000000 ***11***11 LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050060 2    66   41 ****** 4 ** 1400000000 11*1**111* LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050061 2    63   43 ****** 4 ** 1400000000 *1******** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050062 2    67   46 ****** 4 ** 1400000000 ***1****** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050063 2    70   47 ****** 4 ** 1400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050064 2    73   48 ****** 4 ** 1400000000 **1*****1* LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050065 2    72   49 ****** 4 ** 1400000000 1*****1**1 LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050066 2    62   42 ****** 4 ** 2400000000 ******1*** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050067 2    56   38 ****** 4 ** 2400000000 **2*1***11 LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050068 2    64   43 ****** 4 ** 2400000000 *1*******1 LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050069 2    67   45 ****** 4 ** 2400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050070 2    56   39 ****** 4 ** 1400000000 ***11***** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050071 2    63   42 ****** 4 ** 1400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050072 2    58   38 ****** 4 ** 1400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050073 2    62   41 ****** 5 ** 4400000000 *********1 LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050074 2    63   45 ****** 4 ** 1400000000 *****1**** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050075 2    70   49 ****** 4 ** 1400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050076 2    74   49 ****** 4 ** 2400000000 ******11** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050077 2    65   43 ****** 4 ** 1100000000 1***1***** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050078 2    65   43 ****** 4 ** 2400000000 *1**1***** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050079 2    68   49 ****** 4 ** 1400000000 **1******* LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050080 2    67   47 ****** 4 ** 2400000000 ***1111*** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050081 2    60   40 ****** 4 ** 1400000000 *********1 LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050082 2    73   48 ****** 4 ** 1400000000 *****11*** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050083 2    58   42 ****** 4 ** 2400000000 *1******** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050084 2    71   49 ****** 4 ** 2400000000 *1***1***1 LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050085 2    64   42 ****** 4 ** 1400000000 ********** LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
 23081994 19    3 0050086 2    63   43 ****** 4 ** 2400000000 **1******* LC 014505.3 029167.1  38 **** ****       C. ALBERT/A. HEBERT   ***** *                
