 06092006 12    3 0090001 1103.47***** 25.94* 3 ** **00000000 ****111*** LL 04831401 06306822 117 * 80 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090002 1103.47***** 28.67* 3 ** **00000000 ********** LL 04831401 06306822 117 * 86 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090003 1106.53***** 26.40* 3 ** **00000000 *******1** LL 04831401 06306822 117 * 91 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090004 1105.43***** 27.11* 5 ** **00000000 **1******* LL 04831401 06306822 117 * 76 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090005 1114.28***** 26.88* 3 ** **00000000 **1******* LL 04831401 06306822 117 * 82 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090006 1121.99***** 30.06* 2 ** **00000000 ***11*11*1 LL 04831401 06306822 117 * 75 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090007 1 78.15***** 16.59* 2 ** **00000000 ********** LL 04831401 06306822 117 * 73 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090008 1 95.57***** 21.53* 3 ** **00000000 ********** LL 04831401 06306822 117 * 72 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090009 1 82.77***** 17.42* 3 ** **00000000 11******** LL 04831401 06306822 117 * 62 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090010 1 69.16***** 13.81* 3 ** **00000000 *********1 LL 04831401 06306822 117 * 69 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090011 1 74.25***** 15.76* 3M** **00000000 ********** LL 04831401 06306822 117 * 62 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090012 1 73.70***** 15.65* 1 ** **00000000 ********** LL 04831401 06306822 117 * 63 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090013 1 66.49***** 10.61* 1 ** **00000000 ********** LL 04831401 06306822 117 * 65 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090014 1 68.81***** 12.28* 1 ** **00000000 ********** LL 04831401 06306822 117 * 65 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090015 1 45.29*****  6.19* 1 ** **00000000 ********** LL 04831401 06306822 117 **** ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090016 1 60.68*****  8.52* 1 ** **00000000 *1*****1** LL 04831401 06306822 117 * 48 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090017 1 60.68*****  8.81* 1 ** **00000000 ********** LL 04831401 06306822 117 * 64 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090018 1 60.47*****  9.02* 1 ** **00000000 ********** LL 04831401 06306822 117 * 46 ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090019 1 56.17*****  7.75* 1 ** **00000000 ********** LL 04831401 06306822 117 **** ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090020 1 49.36*****  7.07* 1 ** **00000000 ********** LL 04831401 06306822 117 **** ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090021 1 46.65*****  6.52* 1 ** **00000000 ********** LL 04831401 06306822 117 **** ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090022 1 57.90*****  9.03* 1 ** **00000000 ********** LL 04831401 06306822 117 **** ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090023 1 56.47*****  8.49* 1 ** **00000000 ********** LL 04831401 06306822 117 **** ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090024 1 45.11*****  6.78* 1 ** **00000000 ********** LL 04831401 06306822 117 **** ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090025 1 45.75*****  6.61* 1 ** **00000000 ********** LL 04831401 06306822 117 **** ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090026 1 47.63*****  7.02* 1 ** **00000000 ********** LL 04831401 06306822 117 **** ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090027 1 46.36*****  6.75* 1 ** **00000000 ********** LL 04831401 06306822 117 **** ****       J.CHIASSON & S.ALBERT ***** *                
 06092006 12    3 0090028 1 43.96*****  6.49* 1 ** **00000000 ********** LL 04831401 06306822 117 **** ****       J.CHIASSON & S.ALBERT ***** *                
