 29082006 12    3 0100001 1 99.27***** 22.93* 3M** **00000000 ********** LL 04812903 06353389  47 * 83 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100002 1 90.99***** 17.46* 4 ** **00000000 *111**1*** LL 04812903 06353389  47 * 69 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100003 1 74.12***** 15.93* 4 ** **00000000 *1***21*** LL 04812903 06353389  47 * 73 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100004 1 86.23***** 16.49* 1 ** **00000000 ********** LL 04812903 06353389  47 * 53 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100005 1 97.38***** 18.96* 3M** **00000000 *1******** LL 04812903 06353389  47 * 62 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100006 1 79.79***** 18.85* 1 ** **00000000 ****1****1 LL 04812903 06353389  47 * 65 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100007 1 96.43***** 22.52* 3M** **00000000 *****21*** LL 04812903 06353389  47 * 63 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100008 1 68.07***** 14.63* 4 ** **00000000 *2******** LL 04812903 06353389  47 * 69 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100009 1103.29***** 24.80* 2 ** **00000000 ********** LL 04812903 06353389  47 * 80 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100010 1 80.65***** 17.92* 1 ** **00000000 ******1*** LL 04812903 06353389  47 * 58 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100011 1 72.12***** 15.24* 1 ** **00000000 *1******** LL 04812903 06353389  47 * 70 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100012 1 84.50***** 15.86* 3M** **00000000 ********** LL 04812903 06353389  47 * 61 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100013 1 97.65***** 18.27* 1 ** **00000000 ********** LL 04812903 06353389  47 * 55 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100014 1 66.20***** 11.47* 1 ** **00000000 ********** LL 04812903 06353389  47 * 42 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100015 1 73.50***** 12.57* 1 ** **00000000 ********** LL 04812903 06353389  47 * 50 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100016 1 57.43*****  9.48* 1 ** **00000000 ********** LL 04812903 06353389  47 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100017 1 74.81***** 16.11* 3M** **00000000 ********** LL 04812903 06353389  47 * 71 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100018 1 75.43***** 17.31* 3M** **00000000 ********** LL 04812903 06353389  47 * 62 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100019 1 78.60***** 13.99* 1 ** **00000000 ********** LL 04812903 06353389  47 * 60 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100020 1 70.62***** 11.81* 1 ** **00000000 ********** LL 04812903 06353389  47 * 65 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100021 1 65.52***** 11.82* 1 ** **00000000 ********** LL 04812903 06353389  47 * 58 ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100022 1 50.95*****  7.59* 1 ** **00000000 ********** LL 04812903 06353389  47 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100023 1 49.27*****  7.26* 1 ** **00000000 ********** LL 04812903 06353389  47 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100024 1 45.49*****  6.85* 1 ** **00000000 ********** LL 04812903 06353389  47 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100025 1 48.36*****  7.39* 1 ** **00000000 ********** LL 04812903 06353389  47 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100026 1 43.08*****  6.38* 1 ** **00000000 ********** LL 04812903 06353389  47 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100027 1 36.72*****  5.61* 1 ** **00000000 ********** LL 04812903 06353389  47 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100028 1 38.20*****  5.76* 1 ** **00000000 ********** LL 04812903 06353389  47 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100029 1 37.24*****  5.28* 1 ** **00000000 ********** LL 04812903 06353389  47 **** ****       J.CHIASSON/S.ALBERT   ***** *                
 29082006 12    3 0100030 1 38.43*****  5.51* 1 ** **00000000 ********** LL 04812903 06353389  47 **** ****       J.CHIASSON/S.ALBERT   ***** *                
