 08092006 12    3 0060001 1 90.08***** 16.57* 1 ** **00000000 *2******** LL 04752420 06316207  45 * 53 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060002 1 91.48***** 16.83* 1 ** **00000000 *1**1***** LL 04752420 06316207  45 * 48 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060003 1110.70***** 29.07* 2 ** **00000000 ********** LL 04752420 06316207  45 * 78 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060004 1114.44***** 29.66* 2 ** **00000000 *1******** LL 04752420 06316207  45 * 76 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060005 1 98.76***** 17.80* 3 ** **00000000 ********** LL 04752420 06316207  45 * 80 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060006 1 76.34***** 13.76* 1 ** **00000000 ********** LL 04752420 06316207  45 * 59 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060007 1 85.80***** 20.32* 4 ** **00000000 ********** LL 04752420 06316207  45 * 78 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060008 1 96.48***** 24.29* 2 ** **00000000 ****1****1 LL 04752420 06316207  45 * 69 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060009 1 96.13***** 18.19* 3 ** **00000000 ********** LL 04752420 06316207  45 * 51 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060010 1100.72***** 19.91* 1 ** **00000000 *********1 LL 04752420 06316207  45 * 43 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060011 1111.28***** 27.49* 2 ** **00000000 ********** LL 04752420 06316207  45 * 83 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060012 1117.63***** 31.28* 2 ** **00000000 ****1**1** LL 04752420 06316207  45 * 73 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060013 1 94.90***** 17.84* 3 ** **00000000 ********** LL 04752420 06316207  45 * 48 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060014 1118.74***** 32.91* 2 ** **00000000 ********** LL 04752420 06316207  45 * 91 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060015 1 84.63***** 15.22* 1 ** **00000000 ********** LL 04752420 06316207  45 * 58 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060016 1 76.66***** 13.45* 1 ** **00000000 ********1* LL 04752420 06316207  45 * 65 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060017 1 93.19***** 18.63* 3 ** **00000000 ********** LL 04752420 06316207  45 * 65 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060018 1103.19***** 26.28* 2 ** **00000000 ********** LL 04752420 06316207  45 * 86 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060019 1107.94***** 26.26* 3 ** **00000000 *11***11** LL 04752420 06316207  45 * 57 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060020 1120.11***** 30.29* 2 ** **00000000 *1******** LL 04752420 06316207  45 * 76 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060021 1 99.33***** 18.04* 1 ** **00000000 ********** LL 04752420 06316207  45 * 55 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060022 1 74.98***** 13.02* 1 ** **00000000 ********** LL 04752420 06316207  45 * 62 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060023 1121.95***** 32.68* 2 ** **00000000 **1******* LL 04752420 06316207  45 * 74 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060024 1116.29***** 33.31* 2 ** **00000000 *1*1****** LL 04752420 06316207  45 * 80 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060025 1 88.44***** 16.12* 1 ** **00000000 ********** LL 04752420 06316207  45 * 53 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060026 1113.63***** 30.89* 2 ** **00000000 ********1* LL 04752420 06316207  45 * 84 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060027 1 87.04***** 16.74* 2 ** **00000000 ********** LL 04752420 06316207  45 * 71 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060028 1 90.83***** 22.14* 3M** **00000000 ***11****1 LL 04752420 06316207  45 * 54 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060029 1 85.11***** 15.48* 3 ** **00000000 ********** LL 04752420 06316207  45 * 51 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060030 1 92.73***** 17.59* 3 ** **00000000 ********** LL 04752420 06316207  45 * 53 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060031 1 83.36***** 15.95* 1 ** **00000000 **1******* LL 04752420 06316207  45 * 42 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060032 1 83.59***** 14.21* 3 ** **00000000 *****1**** LL 04752420 06316207  45 * 53 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060033 1 87.13***** 15.70* 1 ** **00000000 ********** LL 04752420 06316207  45 * 56 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060034 1 92.19***** 16.92* 3M** **00000000 ********** LL 04752420 06316207  45 * 56 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060035 1 71.53***** 14.86* 1 ** **00000000 ********** LL 04752420 06316207  45 * 61 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060036 1 67.08***** 10.35* 1 ** **00000000 ********** LL 04752420 06316207  45 * 60 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060037 1 71.71***** 15.70* 5 ** **00000000 *1******** LL 04752420 06316207  45 * 48 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060038 1 65.42***** 11.31* 1 ** **00000000 ********** LL 04752420 06316207  45 * 58 ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060039 1 56.65*****  8.91* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060040 1 53.78*****  8.87* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060041 1 59.99*****  9.00* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060042 1 43.56*****  6.56* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060043 1 48.58*****  7.55* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060044 1 52.93*****  7.87* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060045 1 47.76*****  7.45* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060046 1 43.46*****  6.19* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060047 1 51.14*****  7.92* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060048 1 46.80*****  7.13* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060049 1 48.99*****  7.67* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060050 1 42.32*****  6.41* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060051 1 29.23*****  3.99* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060052 1 35.37*****  5.10* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060053 1 39.39*****  5.45* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060054 1 34.96*****  5.05* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060055 1 42.92*****  6.21* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060056 1 26.56*****  3.19* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060057 1 19.45*****  2.75* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060058 1 18.94*****  2.60* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060059 1 14.20*****  2.02* 1 ** **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060060 2 50.1625.53 ****** 1  3 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060061 2 49.4724.24 ****** 1  3 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060062 2 53.7026.88 ****** 1  3 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060063 2 45.4323.20 ****** 1  3 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060064 2 44.8622.07 ****** 1  3 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060065 2 46.5424.39 ****** 1  3 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060066 2 49.7925.50 ****** 1  3 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060067 2 38.4818.26 ****** 1  1 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060068 2 33.9014.19 ****** 1  1 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060069 2 34.5215.74 ****** 1  1 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060070 2 27.9511.08 ****** 1  1 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060071 2 25.59 9.97 ****** 1  1 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060072 2 24.72 9.05 ****** 1  1 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060073 2 26.5210.09 ****** 1  1 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060074 2 19.86 7.36 ****** 1  1 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060075 2 24.39 8.37 ****** 1  1 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
 08092006 12    3 0060076 2 24.25 8.39 ****** 1  1 **00000000 ********** LL 04752420 06316207  45 **** ****       J. CHIASSON/S. ALBERT ***** *                
