 29082010 12    3 0060001 1 82.04***** 19.94* 5 ** **00000000 ******1*** LL 04734702 06350314  36 * 46 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060002 1 68.04***** 11.42* 1 ** **00000000 ********** LL 04734702 06350314  36 * 48 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060003 1 68.12***** 11.48* 1 ** **00000000 ********** LL 04734702 06350314  36 * 44 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060004 1 66.24***** 11.29* 1 ** **00000000 ********** LL 04734702 06350314  36 * 54 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060005 1 84.55***** 15.38* 1 ** **00000000 ********** LL 04734702 06350314  36 * 42 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060006 1 70.32***** 11.77* 1 ** **00000000 ********** LL 04734702 06350314  36 * 43 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060007 1 77.97***** 13.19* 1 ** **00000000 1********* LL 04734702 06350314  36 * 42 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060008 1 65.61***** 10.85* 1 ** **00000000 ********** LL 04734702 06350314  36 * 48 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060009 1 63.39***** 10.60* 1 ** **00000000 ********** LL 04734702 06350314  36 * 52 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060010 1 67.81***** 11.35* 1 ** **00000000 ********1* LL 04734702 06350314  36 * 47 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060011 1 64.07***** 10.48* 1 ** **00000000 ********** LL 04734702 06350314  36 * 48 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060012 1 65.54***** 11.26* 1 ** **00000000 ********** LL 04734702 06350314  36 * 53 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060013 1 60.16***** ****** 1 ** **00000000 2****1*1*1 LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060014 1 68.23***** 11.52* 1 ** **00000000 ********** LL 04734702 06350314  36 * 51 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060015 1 63.60***** 10.57* 1 ** **00000000 ********** LL 04734702 06350314  36 * 43 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060016 1 64.23***** 10.53* 1 ** **00000000 ********** LL 04734702 06350314  36 * 56 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060017 1 78.06***** 13.03* 1 ** **00000000 ********** LL 04734702 06350314  36 * 54 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060018 1 73.89***** 12.61* 1 ** **00000000 ********** LL 04734702 06350314  36 * 53 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060019 1 86.40***** 15.24* 1 ** **00000000 ********** LL 04734702 06350314  36 * 55 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060020 1 78.81***** 16.91* 1 ** **00000000 ********** LL 04734702 06350314  36 * 58 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060021 1 66.60***** 10.99* 1 ** **00000000 ********** LL 04734702 06350314  36 * 50 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060022 1 59.09***** 11.60* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060023 1 67.93***** 11.47* 1 ** **00000000 ********** LL 04734702 06350314  36 * 51 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060024 1 62.79***** 10.23* 1 ** **00000000 ********** LL 04734702 06350314  36 * 51 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060025 1 61.81*****  9.85* 1 ** **00000000 ********** LL 04734702 06350314  36 * 54 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060026 1 48.44*****  7.80* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060027 1 38.54*****  5.69* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060028 1 58.12*****  9.77* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060029 1 54.78*****  8.50* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060030 1 40.09*****  6.11* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060031 1 72.96***** 15.76* 1 ** **00000000 ********** LL 04734702 06350314  36 * 58 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060032 1 66.71***** 11.19* 1 ** **00000000 ********** LL 04734702 06350314  36 * 50 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060033 1 57.90*****  8.70* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060034 1 48.16*****  7.53* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060035 1 52.71*****  8.22* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060036 1 48.70*****  7.72* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060037 1 45.23*****  7.16* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060038 1 49.78*****  7.85* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060039 1 38.27*****  5.66* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060040 1 40.97*****  5.57* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060041 1 59.36*****  9.57* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060042 1 66.74***** 11.27* 1 ** **00000000 ********** LL 04734702 06350314  36 * 51 ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060043 1 55.70*****  8.08* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060044 1 50.61*****  8.23* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060045 1 44.24*****  6.77* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060046 1 50.45*****  7.49* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060047 1 48.43*****  7.81* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
 29082010 12    3 0060048 1 36.91*****  5.65* 1 ** **00000000 ********** LL 04734702 06350314  36 **** ****       M. OUELLET/S. ALBERT  ***** *                
