"depth.m.","date","temperature"
50,2022-05-23,-0.78
51,2022-05-23,-0.87
52,2022-05-23,-0.95
53,2022-05-23,-0.98
54,2022-05-23,-0.97
55,2022-05-23,-1
56,2022-05-23,-1
57,2022-05-23,-1.1
58,2022-05-23,-1.12
59,2022-05-23,-1.12
60,2022-05-23,-1.13
61,2022-05-23,-1.14
62,2022-05-23,-1.13
63,2022-05-23,-1.09
64,2022-05-23,-0.73
65,2022-05-23,-0.36
66,2022-05-23,-0.19
67,2022-05-23,-0.12
68,2022-05-23,-0.05
69,2022-05-23,0.08
70,2022-05-23,0.27
71,2022-05-23,0.36
72,2022-05-23,0.55
73,2022-05-23,0.59
74,2022-05-23,0.61
75,2022-05-23,0.63
76,2022-05-23,0.64
2,2022-05-24,6.93
3,2022-05-24,6.91
4,2022-05-24,6.9
5,2022-05-24,6.87
6,2022-05-24,6.83
7,2022-05-24,6.78
8,2022-05-24,6.26
9,2022-05-24,5.28
10,2022-05-24,4.99
11,2022-05-24,4.52
12,2022-05-24,3.85
13,2022-05-24,3.33
14,2022-05-24,3.01
15,2022-05-24,2.86
16,2022-05-24,2.38
17,2022-05-24,2.01
18,2022-05-24,1.9
19,2022-05-24,1.84
20,2022-05-24,1.86
21,2022-05-24,1.71
22,2022-05-24,1.66
23,2022-05-24,1.62
24,2022-05-24,1.49
25,2022-05-24,1.34
26,2022-05-24,1.28
27,2022-05-24,1.15
28,2022-05-24,1.06
29,2022-05-24,1.02
30,2022-05-24,0.97
31,2022-05-24,0.92
32,2022-05-24,0.88
33,2022-05-24,0.83
34,2022-05-24,0.81
35,2022-05-24,0.78
36,2022-05-24,0.79
37,2022-05-24,0.74
38,2022-05-24,0.67
39,2022-05-24,0.63
40,2022-05-24,0.51
41,2022-05-24,0.25
42,2022-05-24,0.32
43,2022-05-24,0.3
44,2022-05-24,0.16
45,2022-05-24,0.05
46,2022-05-24,0
47,2022-05-24,-0.18
48,2022-05-24,-0.22
49,2022-05-24,-0.44
50,2022-05-24,-0.56
51,2022-05-24,-0.63
52,2022-05-24,-0.65
53,2022-05-24,-0.56
54,2022-05-24,-0.71
55,2022-05-24,-0.76
56,2022-05-24,-0.77
57,2022-05-24,-0.82
58,2022-05-24,-0.87
59,2022-05-24,-0.97
60,2022-05-24,-1.04
61,2022-05-24,-1.07
62,2022-05-24,-1.07
63,2022-05-24,-1.03
64,2022-05-24,-0.93
65,2022-05-24,-0.85
66,2022-05-24,-0.57
67,2022-05-24,-0.36
68,2022-05-24,-0.19
69,2022-05-24,0.19
70,2022-05-24,0.33
71,2022-05-24,0.47
72,2022-05-24,0.57
73,2022-05-24,0.6
74,2022-05-24,0.6
75,2022-05-24,0.62
76,2022-05-24,0.7
2,2022-05-25,7.99
3,2022-05-25,7.94
4,2022-05-25,7.74
5,2022-05-25,7.04
6,2022-05-25,6.18
7,2022-05-25,5.32
8,2022-05-25,4.7
9,2022-05-25,3.9
10,2022-05-25,3.52
11,2022-05-25,3.05
12,2022-05-25,2.68
13,2022-05-25,2.61
14,2022-05-25,2.54
15,2022-05-25,2.35
16,2022-05-25,2.15
17,2022-05-25,2
18,2022-05-25,1.87
19,2022-05-25,1.78
20,2022-05-25,1.7
21,2022-05-25,1.49
22,2022-05-25,1.39
23,2022-05-25,1.27
24,2022-05-25,1.15
25,2022-05-25,1.09
26,2022-05-25,1.06
27,2022-05-25,1.03
28,2022-05-25,0.95
29,2022-05-25,0.93
30,2022-05-25,0.89
31,2022-05-25,0.8
32,2022-05-25,0.75
33,2022-05-25,0.69
34,2022-05-25,0.68
35,2022-05-25,0.65
36,2022-05-25,0.63
37,2022-05-25,0.6
38,2022-05-25,0.56
39,2022-05-25,0.54
40,2022-05-25,0.53
41,2022-05-25,0.5
42,2022-05-25,0.32
43,2022-05-25,0.24
44,2022-05-25,0.12
45,2022-05-25,-0.02
46,2022-05-25,-0.12
47,2022-05-25,-0.16
48,2022-05-25,-0.18
49,2022-05-25,-0.12
50,2022-05-25,-0.32
51,2022-05-25,-0.39
52,2022-05-25,-0.43
53,2022-05-25,-0.56
54,2022-05-25,-0.68
55,2022-05-25,-0.79
56,2022-05-25,-0.84
57,2022-05-25,-0.92
58,2022-05-25,-1
59,2022-05-25,-1
60,2022-05-25,-0.94
61,2022-05-25,-0.85
62,2022-05-25,-0.74
63,2022-05-25,-0.57
64,2022-05-25,-0.39
65,2022-05-25,-0.24
66,2022-05-25,-0.12
67,2022-05-25,0.06
68,2022-05-25,0.19
69,2022-05-25,0.37
70,2022-05-25,0.48
71,2022-05-25,0.57
72,2022-05-25,0.64
73,2022-05-25,0.69
74,2022-05-25,0.7
75,2022-05-25,0.71
76,2022-05-25,0.73
2,2022-05-26,8.32
3,2022-05-26,7.98
4,2022-05-26,7.64
5,2022-05-26,7.25
6,2022-05-26,6.12
7,2022-05-26,4.96
8,2022-05-26,3.93
9,2022-05-26,3.23
10,2022-05-26,2.83
11,2022-05-26,2.66
12,2022-05-26,2.62
13,2022-05-26,2.57
14,2022-05-26,2.47
15,2022-05-26,2.36
16,2022-05-26,2.12
17,2022-05-26,1.84
18,2022-05-26,1.57
19,2022-05-26,1.51
20,2022-05-26,1.42
21,2022-05-26,1.28
22,2022-05-26,1.22
23,2022-05-26,1.17
24,2022-05-26,1.12
25,2022-05-26,1.07
26,2022-05-26,1.01
27,2022-05-26,0.99
28,2022-05-26,0.96
29,2022-05-26,0.93
30,2022-05-26,0.88
31,2022-05-26,0.85
32,2022-05-26,0.84
33,2022-05-26,0.81
34,2022-05-26,0.74
35,2022-05-26,0.67
36,2022-05-26,0.59
37,2022-05-26,0.56
38,2022-05-26,0.47
39,2022-05-26,0.41
40,2022-05-26,0.36
41,2022-05-26,0.27
42,2022-05-26,0.18
43,2022-05-26,0.13
44,2022-05-26,0.06
45,2022-05-26,0.01
46,2022-05-26,-0.05
47,2022-05-26,-0.08
48,2022-05-26,0.05
49,2022-05-26,0.27
50,2022-05-26,0.37
51,2022-05-26,0.25
52,2022-05-26,0.07
53,2022-05-26,-0.05
54,2022-05-26,-0.19
55,2022-05-26,-0.33
56,2022-05-26,-0.51
57,2022-05-26,-0.68
58,2022-05-26,-0.81
59,2022-05-26,-0.89
60,2022-05-26,-0.94
61,2022-05-26,-0.89
62,2022-05-26,-0.78
63,2022-05-26,-0.67
64,2022-05-26,-0.54
65,2022-05-26,-0.43
66,2022-05-26,-0.31
67,2022-05-26,-0.17
68,2022-05-26,0.11
69,2022-05-26,0.26
70,2022-05-26,0.35
71,2022-05-26,0.43
72,2022-05-26,0.51
73,2022-05-26,0.63
74,2022-05-26,0.72
75,2022-05-26,0.76
76,2022-05-26,0.79
3,2022-05-27,8.58
4,2022-05-27,8.58
5,2022-05-27,8.57
6,2022-05-27,8.48
7,2022-05-27,7.94
8,2022-05-27,7.13
9,2022-05-27,6.32
10,2022-05-27,5.55
11,2022-05-27,4.15
12,2022-05-27,3.08
13,2022-05-27,2.78
14,2022-05-27,2.66
15,2022-05-27,2.52
16,2022-05-27,2.24
17,2022-05-27,1.97
18,2022-05-27,1.71
19,2022-05-27,1.65
20,2022-05-27,1.45
21,2022-05-27,1.42
22,2022-05-27,1.24
23,2022-05-27,1.14
24,2022-05-27,1.08
25,2022-05-27,1.02
26,2022-05-27,1.03
27,2022-05-27,0.97
28,2022-05-27,0.9
29,2022-05-27,0.89
30,2022-05-27,0.88
31,2022-05-27,0.86
32,2022-05-27,0.85
33,2022-05-27,0.79
34,2022-05-27,0.72
35,2022-05-27,0.7
36,2022-05-27,0.66
37,2022-05-27,0.68
38,2022-05-27,0.56
39,2022-05-27,0.45
40,2022-05-27,0.36
41,2022-05-27,0.2
42,2022-05-27,0.05
43,2022-05-27,0
44,2022-05-27,-0.06
45,2022-05-27,-0.13
46,2022-05-27,-0.16
47,2022-05-27,-0.25
48,2022-05-27,0.06
49,2022-05-27,0.35
50,2022-05-27,0.52
51,2022-05-27,0.37
52,2022-05-27,0.5
53,2022-05-27,0.47
54,2022-05-27,0.35
55,2022-05-27,0.25
56,2022-05-27,-0.07
57,2022-05-27,-0.32
58,2022-05-27,-0.51
59,2022-05-27,-0.65
60,2022-05-27,-0.71
61,2022-05-27,-0.82
62,2022-05-27,-0.89
63,2022-05-27,-0.9
64,2022-05-27,-0.84
65,2022-05-27,-0.79
66,2022-05-27,-0.68
67,2022-05-27,-0.52
68,2022-05-27,-0.1
69,2022-05-27,0.37
70,2022-05-27,0.45
71,2022-05-27,0.48
72,2022-05-27,0.53
73,2022-05-27,0.61
74,2022-05-27,0.65
75,2022-05-27,0.7
76,2022-05-27,0.79
2,2022-05-30,9.58
3,2022-05-30,9.31
4,2022-05-30,9.16
5,2022-05-30,8.75
6,2022-05-30,8.22
7,2022-05-30,7.74
8,2022-05-30,6.9
9,2022-05-30,6.04
10,2022-05-30,5
11,2022-05-30,4.2
12,2022-05-30,3.12
13,2022-05-30,2.61
14,2022-05-30,2.28
15,2022-05-30,1.96
16,2022-05-30,1.75
17,2022-05-30,1.54
18,2022-05-30,1.43
19,2022-05-30,1.36
20,2022-05-30,1.3
21,2022-05-30,1.27
22,2022-05-30,1.19
23,2022-05-30,1.11
24,2022-05-30,1.09
25,2022-05-30,1.07
26,2022-05-30,1.03
27,2022-05-30,0.95
28,2022-05-30,0.89
29,2022-05-30,0.86
30,2022-05-30,0.77
31,2022-05-30,0.76
32,2022-05-30,0.77
33,2022-05-30,0.71
34,2022-05-30,0.63
35,2022-05-30,0.61
36,2022-05-30,0.6
37,2022-05-30,0.55
38,2022-05-30,0.43
39,2022-05-30,0.34
40,2022-05-30,0.3
41,2022-05-30,0.38
42,2022-05-30,0.48
43,2022-05-30,0.58
44,2022-05-30,0.53
45,2022-05-30,0.41
46,2022-05-30,0.31
47,2022-05-30,0.24
48,2022-05-30,0.19
49,2022-05-30,0.11
50,2022-05-30,0.06
51,2022-05-30,-0.01
52,2022-05-30,-0.25
53,2022-05-30,-0.33
54,2022-05-30,-0.39
55,2022-05-30,-0.45
56,2022-05-30,-0.52
57,2022-05-30,-0.63
58,2022-05-30,-0.69
59,2022-05-30,-0.72
60,2022-05-30,-0.73
61,2022-05-30,-0.76
62,2022-05-30,-0.77
63,2022-05-30,-0.73
64,2022-05-30,-0.71
65,2022-05-30,-0.62
66,2022-05-30,-0.49
67,2022-05-30,-0.42
68,2022-05-30,-0.34
69,2022-05-30,-0.21
70,2022-05-30,-0.07
71,2022-05-30,0.05
72,2022-05-30,0.2
73,2022-05-30,0.3
74,2022-05-30,0.36
75,2022-05-30,0.44
76,2022-05-30,0.5
77,2022-05-30,0.5
2,2022-06-03,8.14
3,2022-06-03,7.88
4,2022-06-03,7.7
5,2022-06-03,7.63
6,2022-06-03,7.6
7,2022-06-03,7.6
8,2022-06-03,7.51
9,2022-06-03,7.51
10,2022-06-03,7.56
11,2022-06-03,7.56
12,2022-06-03,7.58
13,2022-06-03,7.47
14,2022-06-03,7.46
15,2022-06-03,7.45
16,2022-06-03,7.45
17,2022-06-03,7.44
18,2022-06-03,7.43
19,2022-06-03,7.4
20,2022-06-03,7.37
21,2022-06-03,7.27
22,2022-06-03,6.86
23,2022-06-03,5.86
24,2022-06-03,5.32
25,2022-06-03,4.44
26,2022-06-03,3.67
27,2022-06-03,3.17
28,2022-06-03,2.8
29,2022-06-03,2.22
30,2022-06-03,1.85
31,2022-06-03,1.73
32,2022-06-03,1.69
33,2022-06-03,1.63
34,2022-06-03,1.51
35,2022-06-03,1.37
36,2022-06-03,1.3
37,2022-06-03,1.07
38,2022-06-03,0.93
39,2022-06-03,0.84
40,2022-06-03,0.81
41,2022-06-03,0.74
42,2022-06-03,0.68
43,2022-06-03,0.62
44,2022-06-03,0.58
45,2022-06-03,0.54
46,2022-06-03,0.45
47,2022-06-03,0.34
48,2022-06-03,0.32
49,2022-06-03,0.21
50,2022-06-03,0.14
51,2022-06-03,-0.01
52,2022-06-03,-0.13
53,2022-06-03,0
54,2022-06-03,-0.13
55,2022-06-03,-0.3
56,2022-06-03,-0.39
57,2022-06-03,-0.38
58,2022-06-03,-0.46
59,2022-06-03,-0.57
60,2022-06-03,-0.64
61,2022-06-03,-0.68
62,2022-06-03,-0.68
63,2022-06-03,-0.66
64,2022-06-03,-0.67
65,2022-06-03,-0.7
66,2022-06-03,-0.7
67,2022-06-03,-0.69
68,2022-06-03,-0.59
69,2022-06-03,-0.38
70,2022-06-03,-0.3
71,2022-06-03,-0.19
72,2022-06-03,-0.07
73,2022-06-03,0.15
74,2022-06-03,0.22
75,2022-06-03,0.24
76,2022-06-03,0.26
77,2022-06-03,0.27
2,2022-06-04,8.11
3,2022-06-04,8.01
4,2022-06-04,7.95
5,2022-06-04,7.93
6,2022-06-04,7.95
7,2022-06-04,7.85
8,2022-06-04,7.62
9,2022-06-04,7.34
10,2022-06-04,7.17
11,2022-06-04,7.13
12,2022-06-04,7.06
13,2022-06-04,7.07
14,2022-06-04,7.03
15,2022-06-04,6.98
16,2022-06-04,6.94
17,2022-06-04,6.95
18,2022-06-04,6.95
19,2022-06-04,6.91
20,2022-06-04,6.86
21,2022-06-04,6.82
22,2022-06-04,6.64
23,2022-06-04,6.31
24,2022-06-04,6.19
25,2022-06-04,5.6
26,2022-06-04,4.86
27,2022-06-04,4.3
28,2022-06-04,3.76
29,2022-06-04,3.16
30,2022-06-04,2.64
31,2022-06-04,1.99
32,2022-06-04,1.76
33,2022-06-04,1.5
34,2022-06-04,1.32
35,2022-06-04,1.23
36,2022-06-04,1.08
37,2022-06-04,0.86
38,2022-06-04,0.79
39,2022-06-04,0.76
40,2022-06-04,0.73
41,2022-06-04,0.63
42,2022-06-04,0.6
43,2022-06-04,0.52
44,2022-06-04,0.47
45,2022-06-04,0.43
46,2022-06-04,0.34
47,2022-06-04,0.29
48,2022-06-04,0.23
49,2022-06-04,0.11
50,2022-06-04,0.09
51,2022-06-04,0.1
52,2022-06-04,0.03
53,2022-06-04,0
54,2022-06-04,-0.14
55,2022-06-04,-0.21
56,2022-06-04,-0.25
57,2022-06-04,-0.34
58,2022-06-04,-0.39
59,2022-06-04,-0.55
60,2022-06-04,-0.64
61,2022-06-04,-0.67
62,2022-06-04,-0.66
63,2022-06-04,-0.68
64,2022-06-04,-0.72
65,2022-06-04,-0.73
66,2022-06-04,-0.75
67,2022-06-04,-0.76
68,2022-06-04,-0.74
69,2022-06-04,-0.7
70,2022-06-04,-0.52
71,2022-06-04,-0.4
72,2022-06-04,-0.32
73,2022-06-04,-0.09
74,2022-06-04,0.02
75,2022-06-04,0.15
76,2022-06-04,0.21
77,2022-06-04,0.25
2,2022-06-05,8.71
3,2022-06-05,8.34
4,2022-06-05,8.02
5,2022-06-05,7.82
6,2022-06-05,7.76
7,2022-06-05,7.68
8,2022-06-05,7.61
9,2022-06-05,7.57
10,2022-06-05,7.51
11,2022-06-05,7.41
12,2022-06-05,7.3
13,2022-06-05,7.21
14,2022-06-05,7.12
15,2022-06-05,7.05
16,2022-06-05,6.99
17,2022-06-05,6.91
18,2022-06-05,6.86
19,2022-06-05,6.8
20,2022-06-05,6.75
21,2022-06-05,6.74
22,2022-06-05,6.75
23,2022-06-05,6.67
24,2022-06-05,6.23
25,2022-06-05,5.64
26,2022-06-05,5.03
27,2022-06-05,4.06
28,2022-06-05,3.46
29,2022-06-05,2.78
30,2022-06-05,2.03
31,2022-06-05,1.79
32,2022-06-05,1.51
33,2022-06-05,1.37
34,2022-06-05,1.26
35,2022-06-05,1.19
36,2022-06-05,1.01
37,2022-06-05,0.88
38,2022-06-05,0.78
39,2022-06-05,0.73
40,2022-06-05,0.68
41,2022-06-05,0.62
42,2022-06-05,0.59
43,2022-06-05,0.56
44,2022-06-05,0.46
45,2022-06-05,0.34
46,2022-06-05,0.23
47,2022-06-05,0.15
48,2022-06-05,0.15
49,2022-06-05,0.1
50,2022-06-05,0.06
51,2022-06-05,0.01
52,2022-06-05,0.03
53,2022-06-05,-0.02
54,2022-06-05,-0.13
55,2022-06-05,-0.15
56,2022-06-05,-0.28
57,2022-06-05,-0.47
58,2022-06-05,-0.49
59,2022-06-05,-0.54
60,2022-06-05,-0.6
61,2022-06-05,-0.66
62,2022-06-05,-0.73
63,2022-06-05,-0.75
64,2022-06-05,-0.78
65,2022-06-05,-0.77
66,2022-06-05,-0.77
67,2022-06-05,-0.76
68,2022-06-05,-0.71
69,2022-06-05,-0.66
70,2022-06-05,-0.56
71,2022-06-05,-0.42
72,2022-06-05,-0.22
73,2022-06-05,-0.04
74,2022-06-05,0.09
75,2022-06-05,0.17
76,2022-06-05,0.2
77,2022-06-05,0.21
2,2022-06-06,8.58
3,2022-06-06,8.45
4,2022-06-06,8.41
5,2022-06-06,8.39
6,2022-06-06,8.35
7,2022-06-06,8.23
8,2022-06-06,8.09
9,2022-06-06,8.02
10,2022-06-06,7.93
11,2022-06-06,7.84
12,2022-06-06,7.73
13,2022-06-06,7.51
14,2022-06-06,7.29
15,2022-06-06,7.2
16,2022-06-06,7.18
17,2022-06-06,7.13
18,2022-06-06,7.07
19,2022-06-06,7.01
20,2022-06-06,6.94
21,2022-06-06,6.89
22,2022-06-06,6.64
23,2022-06-06,5.69
24,2022-06-06,4.99
25,2022-06-06,4.72
26,2022-06-06,4.62
27,2022-06-06,4.42
28,2022-06-06,3.92
29,2022-06-06,3.21
30,2022-06-06,2.83
31,2022-06-06,2.37
32,2022-06-06,2.09
33,2022-06-06,1.86
34,2022-06-06,1.59
35,2022-06-06,1.39
36,2022-06-06,1.28
37,2022-06-06,1.14
38,2022-06-06,0.98
39,2022-06-06,0.86
40,2022-06-06,0.75
41,2022-06-06,0.66
42,2022-06-06,0.68
43,2022-06-06,0.72
44,2022-06-06,0.62
45,2022-06-06,0.5
46,2022-06-06,0.43
47,2022-06-06,0.4
48,2022-06-06,0.34
49,2022-06-06,0.33
50,2022-06-06,0.44
51,2022-06-06,0.39
52,2022-06-06,0.22
53,2022-06-06,0.17
54,2022-06-06,-0.14
55,2022-06-06,-0.46
56,2022-06-06,-0.54
57,2022-06-06,-0.57
58,2022-06-06,-0.59
59,2022-06-06,-0.62
60,2022-06-06,-0.65
61,2022-06-06,-0.66
62,2022-06-06,-0.69
63,2022-06-06,-0.64
64,2022-06-06,-0.65
65,2022-06-06,-0.71
66,2022-06-06,-0.74
67,2022-06-06,-0.79
68,2022-06-06,-0.8
69,2022-06-06,-0.88
70,2022-06-06,-0.92
71,2022-06-06,-0.78
72,2022-06-06,-0.72
73,2022-06-06,-0.53
74,2022-06-06,-0.34
75,2022-06-06,-0.1
76,2022-06-06,0.08
77,2022-06-06,0.15
78,2022-06-06,0.18
2,2022-06-07,8.86
3,2022-06-07,8.92
4,2022-06-07,8.81
5,2022-06-07,8.65
6,2022-06-07,8.56
7,2022-06-07,8.47
8,2022-06-07,8.25
9,2022-06-07,8.11
10,2022-06-07,8.01
11,2022-06-07,7.9
12,2022-06-07,7.8
13,2022-06-07,7.68
14,2022-06-07,7.56
15,2022-06-07,7.47
16,2022-06-07,7.39
17,2022-06-07,7.24
18,2022-06-07,7.13
19,2022-06-07,7.07
20,2022-06-07,7.09
21,2022-06-07,7.11
22,2022-06-07,7.07
23,2022-06-07,6.87
24,2022-06-07,6.26
25,2022-06-07,5.41
26,2022-06-07,4.83
27,2022-06-07,4.53
28,2022-06-07,3.85
29,2022-06-07,3.26
30,2022-06-07,2.73
31,2022-06-07,2.25
32,2022-06-07,1.99
33,2022-06-07,1.81
34,2022-06-07,1.63
35,2022-06-07,1.45
36,2022-06-07,1.34
37,2022-06-07,1.21
38,2022-06-07,1.02
39,2022-06-07,0.9
40,2022-06-07,0.86
41,2022-06-07,0.83
42,2022-06-07,0.74
43,2022-06-07,0.62
44,2022-06-07,0.55
45,2022-06-07,0.61
46,2022-06-07,0.65
47,2022-06-07,0.59
48,2022-06-07,0.56
49,2022-06-07,0.5
50,2022-06-07,0.23
51,2022-06-07,0.16
52,2022-06-07,0.08
53,2022-06-07,0.03
54,2022-06-07,-0.08
55,2022-06-07,-0.18
56,2022-06-07,-0.31
57,2022-06-07,-0.42
58,2022-06-07,-0.5
59,2022-06-07,-0.47
60,2022-06-07,-0.55
61,2022-06-07,-0.61
62,2022-06-07,-0.67
63,2022-06-07,-0.73
64,2022-06-07,-0.77
65,2022-06-07,-0.83
66,2022-06-07,-0.86
67,2022-06-07,-0.91
68,2022-06-07,-0.93
69,2022-06-07,-0.96
70,2022-06-07,-0.93
71,2022-06-07,-0.78
72,2022-06-07,-0.66
73,2022-06-07,-0.56
74,2022-06-07,-0.42
75,2022-06-07,-0.24
76,2022-06-07,-0.08
77,2022-06-07,0.1
78,2022-06-07,0.15
3,2022-06-08,9.03
4,2022-06-08,9.02
5,2022-06-08,9.02
6,2022-06-08,9.03
7,2022-06-08,9.04
8,2022-06-08,9.04
9,2022-06-08,9.05
10,2022-06-08,9.04
11,2022-06-08,9.01
12,2022-06-08,8.75
13,2022-06-08,8.36
14,2022-06-08,7.89
15,2022-06-08,7.41
16,2022-06-08,7.12
17,2022-06-08,6.89
18,2022-06-08,6.84
19,2022-06-08,6.78
20,2022-06-08,6.75
21,2022-06-08,6.72
22,2022-06-08,6.75
23,2022-06-08,6.8
24,2022-06-08,6.75
25,2022-06-08,6.62
26,2022-06-08,6.15
27,2022-06-08,5.45
28,2022-06-08,4.89
29,2022-06-08,4.57
30,2022-06-08,4.13
31,2022-06-08,3.22
32,2022-06-08,2.86
33,2022-06-08,2.39
34,2022-06-08,1.74
35,2022-06-08,1.34
36,2022-06-08,1.22
37,2022-06-08,1.02
38,2022-06-08,0.77
39,2022-06-08,0.79
40,2022-06-08,0.78
41,2022-06-08,0.77
42,2022-06-08,0.65
43,2022-06-08,0.28
44,2022-06-08,0.16
45,2022-06-08,0.17
46,2022-06-08,0.29
47,2022-06-08,0.34
48,2022-06-08,0.23
49,2022-06-08,0.27
50,2022-06-08,-0.01
51,2022-06-08,0.17
52,2022-06-08,0.25
53,2022-06-08,0.19
54,2022-06-08,0.09
55,2022-06-08,-0.03
56,2022-06-08,-0.13
57,2022-06-08,-0.2
58,2022-06-08,-0.22
59,2022-06-08,-0.28
60,2022-06-08,-0.36
61,2022-06-08,-0.4
62,2022-06-08,-0.5
63,2022-06-08,-0.72
64,2022-06-08,-0.75
65,2022-06-08,-0.73
66,2022-06-08,-0.66
67,2022-06-08,-0.63
68,2022-06-08,-0.58
69,2022-06-08,-0.54
70,2022-06-08,-0.5
71,2022-06-08,-0.36
72,2022-06-08,-0.2
73,2022-06-08,0.01
