"depth.m.","date","temperature"
77,2021-05-23,1.11
78,2021-05-23,1.11
79,2021-05-23,1.11
80,2021-05-23,1.11
3,2021-05-26,6.29
4,2021-05-26,6.25
5,2021-05-26,6.28
6,2021-05-26,6.25
7,2021-05-26,6.27
8,2021-05-26,6.39
9,2021-05-26,6.42
10,2021-05-26,6.42
11,2021-05-26,6.45
12,2021-05-26,6.46
13,2021-05-26,6.46
14,2021-05-26,6.46
15,2021-05-26,6.38
16,2021-05-26,6.29
17,2021-05-26,6.21
18,2021-05-26,6.1
19,2021-05-26,5.93
20,2021-05-26,5.77
21,2021-05-26,5.72
22,2021-05-26,5.72
23,2021-05-26,5.56
24,2021-05-26,5.2
25,2021-05-26,4.76
26,2021-05-26,4.44
27,2021-05-26,4.03
28,2021-05-26,3.79
29,2021-05-26,3.33
30,2021-05-26,3.3
31,2021-05-26,3.93
32,2021-05-26,4.13
33,2021-05-26,3.99
34,2021-05-26,3.81
35,2021-05-26,3.6
36,2021-05-26,3.31
37,2021-05-26,2.92
38,2021-05-26,2.46
39,2021-05-26,2.42
40,2021-05-26,2.09
41,2021-05-26,1.51
42,2021-05-26,1.41
43,2021-05-26,1.39
44,2021-05-26,1.28
45,2021-05-26,1.19
46,2021-05-26,1.19
47,2021-05-26,1.16
48,2021-05-26,1.13
49,2021-05-26,1.09
50,2021-05-26,1.05
51,2021-05-26,0.98
52,2021-05-26,0.92
53,2021-05-26,0.86
54,2021-05-26,0.84
55,2021-05-26,0.79
56,2021-05-26,0.78
57,2021-05-26,0.77
58,2021-05-26,0.6
59,2021-05-26,0.57
60,2021-05-26,0.59
61,2021-05-26,0.63
62,2021-05-26,0.64
63,2021-05-26,0.64
64,2021-05-26,0.71
65,2021-05-26,0.73
66,2021-05-26,0.73
67,2021-05-26,0.75
68,2021-05-26,0.86
69,2021-05-26,0.9
70,2021-05-26,0.92
71,2021-05-26,0.95
72,2021-05-26,0.98
73,2021-05-26,0.98
74,2021-05-26,0.99
75,2021-05-26,0.99
76,2021-05-26,0.99
77,2021-05-26,1
78,2021-05-26,1
79,2021-05-26,1
80,2021-05-26,1.01
3,2021-05-27,6.84
4,2021-05-27,6.8
5,2021-05-27,6.77
6,2021-05-27,6.73
7,2021-05-27,6.74
8,2021-05-27,6.7
9,2021-05-27,6.67
10,2021-05-27,6.57
11,2021-05-27,6.41
12,2021-05-27,6.18
13,2021-05-27,5.79
14,2021-05-27,5.63
15,2021-05-27,5.53
16,2021-05-27,5.39
17,2021-05-27,5.27
18,2021-05-27,5.35
19,2021-05-27,5.31
20,2021-05-27,5.28
21,2021-05-27,5.23
22,2021-05-27,5.05
23,2021-05-27,4.75
24,2021-05-27,4.11
25,2021-05-27,3.66
26,2021-05-27,3.58
27,2021-05-27,3.31
28,2021-05-27,3.13
29,2021-05-27,3.11
30,2021-05-27,3.04
31,2021-05-27,2.77
32,2021-05-27,2.56
33,2021-05-27,2.5
34,2021-05-27,2.37
35,2021-05-27,2.22
36,2021-05-27,2.01
37,2021-05-27,1.68
38,2021-05-27,1.52
39,2021-05-27,1.44
40,2021-05-27,1.39
41,2021-05-27,1.35
42,2021-05-27,1.26
43,2021-05-27,1.23
44,2021-05-27,1.22
45,2021-05-27,1.24
46,2021-05-27,1.33
47,2021-05-27,1.33
48,2021-05-27,1.26
49,2021-05-27,1.21
50,2021-05-27,1.14
51,2021-05-27,1.01
52,2021-05-27,0.85
53,2021-05-27,0.77
54,2021-05-27,0.71
55,2021-05-27,0.68
56,2021-05-27,0.67
57,2021-05-27,0.67
58,2021-05-27,0.68
59,2021-05-27,0.69
60,2021-05-27,0.71
61,2021-05-27,0.73
62,2021-05-27,0.74
63,2021-05-27,0.78
64,2021-05-27,0.82
65,2021-05-27,0.83
66,2021-05-27,0.85
67,2021-05-27,0.86
68,2021-05-27,0.91
69,2021-05-27,0.95
70,2021-05-27,0.98
71,2021-05-27,1.03
72,2021-05-27,1.05
73,2021-05-27,1.05
74,2021-05-27,1.06
75,2021-05-27,1.06
76,2021-05-27,1.06
77,2021-05-27,1.06
78,2021-05-27,1.06
79,2021-05-27,1.06
80,2021-05-27,1.06
2,2021-05-29,5.88
3,2021-05-29,5.94
4,2021-05-29,5.89
5,2021-05-29,5.83
6,2021-05-29,5.77
7,2021-05-29,5.67
8,2021-05-29,5.57
9,2021-05-29,5.44
10,2021-05-29,5.26
11,2021-05-29,5.01
12,2021-05-29,4.77
13,2021-05-29,4.53
14,2021-05-29,4.3
15,2021-05-29,4.06
16,2021-05-29,3.93
17,2021-05-29,3.83
18,2021-05-29,3.7
19,2021-05-29,3.21
20,2021-05-29,2.68
21,2021-05-29,2.6
22,2021-05-29,2.54
23,2021-05-29,2.44
24,2021-05-29,2.36
25,2021-05-29,2.29
26,2021-05-29,2.29
27,2021-05-29,2.31
28,2021-05-29,2.38
29,2021-05-29,2.38
30,2021-05-29,2.27
31,2021-05-29,2.21
32,2021-05-29,2.2
33,2021-05-29,2.19
34,2021-05-29,2.19
35,2021-05-29,2.16
36,2021-05-29,2.09
37,2021-05-29,2.07
38,2021-05-29,2.07
39,2021-05-29,2.02
40,2021-05-29,1.97
41,2021-05-29,1.86
42,2021-05-29,1.69
43,2021-05-29,1.57
44,2021-05-29,1.45
45,2021-05-29,1.31
46,2021-05-29,1.2
47,2021-05-29,1.09
48,2021-05-29,0.96
49,2021-05-29,0.81
50,2021-05-29,0.64
51,2021-05-29,0.48
52,2021-05-29,0.55
53,2021-05-29,0.71
54,2021-05-29,0.78
55,2021-05-29,0.8
56,2021-05-29,0.8
57,2021-05-29,0.8
58,2021-05-29,0.79
59,2021-05-29,0.73
60,2021-05-29,0.72
61,2021-05-29,0.73
62,2021-05-29,0.71
63,2021-05-29,0.72
64,2021-05-29,0.77
65,2021-05-29,0.8
66,2021-05-29,0.82
67,2021-05-29,0.86
68,2021-05-29,0.9
69,2021-05-29,0.91
70,2021-05-29,0.92
71,2021-05-29,0.93
72,2021-05-29,0.95
73,2021-05-29,0.96
74,2021-05-29,0.96
75,2021-05-29,0.97
76,2021-05-29,0.97
77,2021-05-29,0.97
78,2021-05-29,0.97
79,2021-05-29,0.98
80,2021-05-29,0.97
2,2021-05-30,7.89
3,2021-05-30,7.78
4,2021-05-30,7.74
5,2021-05-30,7.72
6,2021-05-30,7.71
7,2021-05-30,7.67
8,2021-05-30,7.64
9,2021-05-30,7.61
10,2021-05-30,7.38
11,2021-05-30,7.12
12,2021-05-30,7
13,2021-05-30,6.86
14,2021-05-30,6.56
15,2021-05-30,6.27
16,2021-05-30,5.11
17,2021-05-30,4.38
18,2021-05-30,3.95
19,2021-05-30,3.59
20,2021-05-30,3.28
21,2021-05-30,2.74
22,2021-05-30,2.76
23,2021-05-30,2.75
24,2021-05-30,2.73
25,2021-05-30,2.66
26,2021-05-30,2.51
27,2021-05-30,2.4
28,2021-05-30,2.32
29,2021-05-30,2.19
30,2021-05-30,2.04
31,2021-05-30,1.92
32,2021-05-30,1.86
33,2021-05-30,1.83
34,2021-05-30,1.79
35,2021-05-30,1.74
36,2021-05-30,1.7
37,2021-05-30,1.65
38,2021-05-30,1.54
39,2021-05-30,1.48
40,2021-05-30,1.4
41,2021-05-30,1.27
42,2021-05-30,1.25
43,2021-05-30,1.25
44,2021-05-30,1.31
45,2021-05-30,1.33
46,2021-05-30,1.32
47,2021-05-30,1.16
48,2021-05-30,0.93
49,2021-05-30,0.34
50,2021-05-30,0.48
51,2021-05-30,0.65
52,2021-05-30,0.67
53,2021-05-30,0.64
54,2021-05-30,0.63
55,2021-05-30,0.61
56,2021-05-30,0.61
57,2021-05-30,0.58
58,2021-05-30,0.49
59,2021-05-30,0.46
60,2021-05-30,0.59
61,2021-05-30,0.71
62,2021-05-30,0.72
63,2021-05-30,0.72
64,2021-05-30,0.75
65,2021-05-30,0.82
66,2021-05-30,0.84
67,2021-05-30,0.86
68,2021-05-30,0.89
69,2021-05-30,0.91
70,2021-05-30,0.94
71,2021-05-30,0.95
72,2021-05-30,0.96
73,2021-05-30,0.97
74,2021-05-30,0.98
75,2021-05-30,0.98
76,2021-05-30,0.98
77,2021-05-30,0.98
78,2021-05-30,0.98
79,2021-05-30,0.98
80,2021-05-30,0.98
81,2021-05-30,0.98
2,2021-05-31,8.44
3,2021-05-31,8.1
4,2021-05-31,8.03
5,2021-05-31,7.92
6,2021-05-31,7.65
7,2021-05-31,7.41
8,2021-05-31,7.34
9,2021-05-31,7.31
10,2021-05-31,7.27
11,2021-05-31,7.22
12,2021-05-31,7.12
13,2021-05-31,6.78
14,2021-05-31,6.54
15,2021-05-31,6.4
16,2021-05-31,6.21
17,2021-05-31,5.98
18,2021-05-31,5.32
19,2021-05-31,4.93
20,2021-05-31,4.61
21,2021-05-31,4.16
22,2021-05-31,3.82
23,2021-05-31,3.41
24,2021-05-31,3.26
25,2021-05-31,3.09
26,2021-05-31,2.87
27,2021-05-31,2.79
28,2021-05-31,2.69
29,2021-05-31,2.52
30,2021-05-31,2.43
31,2021-05-31,2.3
32,2021-05-31,2.07
33,2021-05-31,1.93
34,2021-05-31,1.84
35,2021-05-31,1.79
36,2021-05-31,1.79
37,2021-05-31,1.79
38,2021-05-31,1.8
39,2021-05-31,1.81
40,2021-05-31,1.71
41,2021-05-31,1.62
42,2021-05-31,1.52
43,2021-05-31,1.5
44,2021-05-31,1.46
45,2021-05-31,1.41
46,2021-05-31,1.37
47,2021-05-31,1.31
48,2021-05-31,1.27
49,2021-05-31,1.22
50,2021-05-31,1.16
51,2021-05-31,1.09
52,2021-05-31,1.03
53,2021-05-31,0.99
54,2021-05-31,0.99
55,2021-05-31,1
56,2021-05-31,0.99
57,2021-05-31,0.98
58,2021-05-31,0.97
59,2021-05-31,0.96
60,2021-05-31,0.97
61,2021-05-31,0.97
62,2021-05-31,0.89
63,2021-05-31,0.8
64,2021-05-31,0.71
65,2021-05-31,0.61
66,2021-05-31,0.59
67,2021-05-31,0.6
68,2021-05-31,0.66
69,2021-05-31,0.67
70,2021-05-31,0.72
71,2021-05-31,0.75
72,2021-05-31,0.75
73,2021-05-31,0.77
74,2021-05-31,0.78
75,2021-05-31,0.79
76,2021-05-31,0.81
77,2021-05-31,0.87
78,2021-05-31,0.89
79,2021-05-31,0.9
80,2021-05-31,0.9
3,2021-06-01,7.62
4,2021-06-01,7.49
5,2021-06-01,7.42
6,2021-06-01,7.4
7,2021-06-01,7.33
8,2021-06-01,7.19
9,2021-06-01,7.1
10,2021-06-01,7.04
11,2021-06-01,6.97
12,2021-06-01,6.8
13,2021-06-01,6.49
14,2021-06-01,6.36
15,2021-06-01,6.22
16,2021-06-01,6.12
17,2021-06-01,5.98
18,2021-06-01,5.62
19,2021-06-01,4.96
20,2021-06-01,4.52
21,2021-06-01,4.23
22,2021-06-01,3.95
23,2021-06-01,3.73
24,2021-06-01,3.54
25,2021-06-01,3.32
26,2021-06-01,3.13
27,2021-06-01,2.96
28,2021-06-01,2.88
29,2021-06-01,2.79
30,2021-06-01,2.65
31,2021-06-01,2.54
32,2021-06-01,2.35
33,2021-06-01,2.25
34,2021-06-01,2.21
35,2021-06-01,2.16
36,2021-06-01,2.03
37,2021-06-01,1.94
38,2021-06-01,1.86
39,2021-06-01,1.77
40,2021-06-01,1.64
41,2021-06-01,1.5
42,2021-06-01,1.44
43,2021-06-01,1.39
44,2021-06-01,1.36
45,2021-06-01,1.35
46,2021-06-01,1.32
47,2021-06-01,1.31
48,2021-06-01,1.29
49,2021-06-01,1.26
50,2021-06-01,1.21
51,2021-06-01,1.17
52,2021-06-01,1.1
53,2021-06-01,1.08
54,2021-06-01,1.01
55,2021-06-01,0.99
56,2021-06-01,0.97
57,2021-06-01,0.95
58,2021-06-01,0.92
59,2021-06-01,0.88
60,2021-06-01,0.86
61,2021-06-01,0.78
62,2021-06-01,0.74
63,2021-06-01,0.7
64,2021-06-01,0.7
65,2021-06-01,0.7
66,2021-06-01,0.71
67,2021-06-01,0.71
68,2021-06-01,0.69
69,2021-06-01,0.69
70,2021-06-01,0.67
71,2021-06-01,0.62
72,2021-06-01,0.58
73,2021-06-01,0.6
74,2021-06-01,0.66
75,2021-06-01,0.72
76,2021-06-01,0.8
77,2021-06-01,0.83
78,2021-06-01,0.84
79,2021-06-01,0.85
80,2021-06-01,0.84
2,2021-06-02,7.39
3,2021-06-02,7.17
4,2021-06-02,6.8
5,2021-06-02,6.71
6,2021-06-02,6.65
7,2021-06-02,6.55
8,2021-06-02,6.5
9,2021-06-02,6.41
10,2021-06-02,6.26
11,2021-06-02,6.03
12,2021-06-02,5.58
13,2021-06-02,5.33
14,2021-06-02,5.28
15,2021-06-02,5.24
16,2021-06-02,5.18
17,2021-06-02,5.1
18,2021-06-02,5.04
19,2021-06-02,4.99
20,2021-06-02,4.92
21,2021-06-02,4.87
22,2021-06-02,4.77
23,2021-06-02,4.75
24,2021-06-02,4.63
25,2021-06-02,4.49
26,2021-06-02,4.12
27,2021-06-02,3.86
28,2021-06-02,3.75
29,2021-06-02,3.43
30,2021-06-02,3.07
31,2021-06-02,2.85
32,2021-06-02,2.71
33,2021-06-02,2.56
34,2021-06-02,2.4
35,2021-06-02,2.27
36,2021-06-02,2.14
37,2021-06-02,2.03
38,2021-06-02,1.96
39,2021-06-02,1.89
40,2021-06-02,1.86
41,2021-06-02,1.89
42,2021-06-02,1.82
43,2021-06-02,1.78
44,2021-06-02,1.67
45,2021-06-02,1.53
46,2021-06-02,1.42
47,2021-06-02,1.39
48,2021-06-02,1.36
49,2021-06-02,1.31
50,2021-06-02,1.29
51,2021-06-02,1.22
52,2021-06-02,1.14
53,2021-06-02,1.05
54,2021-06-02,0.97
55,2021-06-02,0.89
56,2021-06-02,0.83
57,2021-06-02,0.81
58,2021-06-02,0.86
59,2021-06-02,0.87
60,2021-06-02,0.84
61,2021-06-02,0.8
62,2021-06-02,0.77
63,2021-06-02,0.75
64,2021-06-02,0.69
65,2021-06-02,0.67
66,2021-06-02,0.64
67,2021-06-02,0.62
68,2021-06-02,0.62
69,2021-06-02,0.62
70,2021-06-02,0.66
71,2021-06-02,0.65
72,2021-06-02,0.68
73,2021-06-02,0.71
74,2021-06-02,0.78
75,2021-06-02,0.86
76,2021-06-02,0.87
77,2021-06-02,0.87
78,2021-06-02,0.87
79,2021-06-02,0.87
80,2021-06-02,0.87
81,2021-06-02,0.88
2,2021-06-03,7.57
3,2021-06-03,7.17
4,2021-06-03,6.97
5,2021-06-03,6.78
6,2021-06-03,6.65
7,2021-06-03,6.6
8,2021-06-03,6.56
9,2021-06-03,6.44
10,2021-06-03,6.2
11,2021-06-03,5.96
12,2021-06-03,5.66
13,2021-06-03,5.42
14,2021-06-03,5.28
15,2021-06-03,5.22
16,2021-06-03,5.15
17,2021-06-03,5.07
18,2021-06-03,5.03
19,2021-06-03,5.01
20,2021-06-03,4.72
21,2021-06-03,4.41
22,2021-06-03,4.16
23,2021-06-03,3.98
24,2021-06-03,3.72
25,2021-06-03,3.5
26,2021-06-03,3.47
27,2021-06-03,3.46
28,2021-06-03,3.41
29,2021-06-03,3.26
30,2021-06-03,3.12
31,2021-06-03,2.97
32,2021-06-03,2.67
33,2021-06-03,2.39
34,2021-06-03,2.14
35,2021-06-03,2.13
36,2021-06-03,2.13
37,2021-06-03,2
38,2021-06-03,1.79
39,2021-06-03,1.69
40,2021-06-03,1.72
41,2021-06-03,1.68
42,2021-06-03,1.64
43,2021-06-03,1.44
44,2021-06-03,1.4
45,2021-06-03,1.31
46,2021-06-03,1.26
47,2021-06-03,1.16
48,2021-06-03,1.18
49,2021-06-03,1.22
50,2021-06-03,1.29
51,2021-06-03,1.18
52,2021-06-03,1.1
53,2021-06-03,1.09
54,2021-06-03,1.11
55,2021-06-03,1.11
56,2021-06-03,1.2
57,2021-06-03,1.17
58,2021-06-03,1.1
59,2021-06-03,1.03
60,2021-06-03,1.01
61,2021-06-03,0.92
62,2021-06-03,0.86
63,2021-06-03,0.89
64,2021-06-03,0.84
65,2021-06-03,0.78
66,2021-06-03,0.76
67,2021-06-03,0.76
68,2021-06-03,0.71
69,2021-06-03,0.61
70,2021-06-03,0.58
71,2021-06-03,0.63
72,2021-06-03,0.67
73,2021-06-03,0.74
74,2021-06-03,0.79
75,2021-06-03,0.85
76,2021-06-03,0.87
77,2021-06-03,0.88
78,2021-06-03,0.88
79,2021-06-03,0.89
80,2021-06-03,0.88
81,2021-06-03,0.85
2,2021-06-04,8.34
3,2021-06-04,8.26
4,2021-06-04,8.21
5,2021-06-04,8.14
6,2021-06-04,8.1
7,2021-06-04,8.05
8,2021-06-04,7.87
9,2021-06-04,7.7
10,2021-06-04,7.65
11,2021-06-04,6.67
12,2021-06-04,5.76
13,2021-06-04,5.37
14,2021-06-04,5.32
15,2021-06-04,5.3
16,2021-06-04,5.25
17,2021-06-04,5.19
18,2021-06-04,5.28
19,2021-06-04,5.33
20,2021-06-04,5.34
21,2021-06-04,5.35
22,2021-06-04,5.37
23,2021-06-04,5.48
24,2021-06-04,5.6
25,2021-06-04,5.41
26,2021-06-04,5.36
27,2021-06-04,5.34
28,2021-06-04,4.9
29,2021-06-04,4.3
30,2021-06-04,4.2
31,2021-06-04,4.04
32,2021-06-04,3.85
33,2021-06-04,3.5
34,2021-06-04,3.15
35,2021-06-04,2.81
36,2021-06-04,2.53
37,2021-06-04,1.97
38,2021-06-04,1.73
39,2021-06-04,1.77
40,2021-06-04,2.07
41,2021-06-04,2.27
42,2021-06-04,1.62
43,2021-06-04,1.48
44,2021-06-04,2.3
45,2021-06-04,2.65
46,2021-06-04,2.74
47,2021-06-04,2.83
48,2021-06-04,2.85
49,2021-06-04,2.72
50,2021-06-04,2.65
51,2021-06-04,2.61
52,2021-06-04,2.43
53,2021-06-04,2.04
54,2021-06-04,2.04
55,2021-06-04,2.07
56,2021-06-04,1.87
57,2021-06-04,1.55
58,2021-06-04,0.83
59,2021-06-04,0.31
60,2021-06-04,0.35
61,2021-06-04,0.37
62,2021-06-04,0.37
63,2021-06-04,0.31
64,2021-06-04,0.32
65,2021-06-04,0.36
66,2021-06-04,0.62
67,2021-06-04,0.75
68,2021-06-04,0.71
69,2021-06-04,0.68
70,2021-06-04,0.81
71,2021-06-04,0.83
72,2021-06-04,0.83
73,2021-06-04,0.83
74,2021-06-04,0.82
75,2021-06-04,0.82
76,2021-06-04,0.83
77,2021-06-04,0.84
78,2021-06-04,0.83
79,2021-06-04,0.83
80,2021-06-04,0.83
3,2021-06-05,8.89
4,2021-06-05,8.78
5,2021-06-05,8.57
6,2021-06-05,8.24
7,2021-06-05,7.8
8,2021-06-05,7.61
9,2021-06-05,7.51
10,2021-06-05,7.41
11,2021-06-05,7.27
12,2021-06-05,7.03
13,2021-06-05,6.83
14,2021-06-05,6.69
15,2021-06-05,6.47
16,2021-06-05,6.03
17,2021-06-05,5.67
18,2021-06-05,5.45
19,2021-06-05,5.36
20,2021-06-05,5.38
21,2021-06-05,5.5
22,2021-06-05,5.59
23,2021-06-05,5.61
24,2021-06-05,5.4
25,2021-06-05,5.37
26,2021-06-05,5.36
27,2021-06-05,4.91
28,2021-06-05,4.42
29,2021-06-05,4.54
30,2021-06-05,4.44
31,2021-06-05,4.33
32,2021-06-05,4.21
33,2021-06-05,4.16
34,2021-06-05,4.2
35,2021-06-05,4.02
36,2021-06-05,3.87
37,2021-06-05,3.37
38,2021-06-05,3.02
39,2021-06-05,2.71
40,2021-06-05,2.55
41,2021-06-05,2.42
42,2021-06-05,2.06
43,2021-06-05,1.92
44,2021-06-05,2.04
45,2021-06-05,2.21
46,2021-06-05,2.37
47,2021-06-05,2.2
48,2021-06-05,2.18
49,2021-06-05,2.22
50,2021-06-05,2.34
51,2021-06-05,2.36
52,2021-06-05,2.29
53,2021-06-05,2.18
54,2021-06-05,1.85
55,2021-06-05,1.6
56,2021-06-05,1.54
57,2021-06-05,1.67
58,2021-06-05,1.65
59,2021-06-05,1.54
60,2021-06-05,1.2
61,2021-06-05,1.18
62,2021-06-05,1.18
63,2021-06-05,1.03
64,2021-06-05,0.85
65,2021-06-05,0.69
66,2021-06-05,0.71
67,2021-06-05,0.8
68,2021-06-05,0.75
69,2021-06-05,0.76
70,2021-06-05,0.78
71,2021-06-05,0.82
72,2021-06-05,0.82
73,2021-06-05,0.82
74,2021-06-05,0.82
75,2021-06-05,0.83
76,2021-06-05,0.83
77,2021-06-05,0.83
78,2021-06-05,0.83
79,2021-06-05,0.82
2,2021-06-06,8.86
3,2021-06-06,8.99
4,2021-06-06,8.83
5,2021-06-06,8.65
6,2021-06-06,8.4
7,2021-06-06,7.7
8,2021-06-06,7.14
9,2021-06-06,6.53
10,2021-06-06,6.22
11,2021-06-06,6.1
12,2021-06-06,6
13,2021-06-06,5.9
14,2021-06-06,5.78
15,2021-06-06,5.74
16,2021-06-06,5.7
17,2021-06-06,5.69
18,2021-06-06,5.67
19,2021-06-06,5.62
20,2021-06-06,5.56
21,2021-06-06,5.52
22,2021-06-06,5.43
23,2021-06-06,5.34
24,2021-06-06,5.3
25,2021-06-06,5.28
26,2021-06-06,5.26
27,2021-06-06,5.24
28,2021-06-06,5.19
29,2021-06-06,4.82
30,2021-06-06,4.75
31,2021-06-06,4.72
32,2021-06-06,4.32
33,2021-06-06,4.44
34,2021-06-06,4.41
35,2021-06-06,4.52
36,2021-06-06,4.48
37,2021-06-06,3.97
38,2021-06-06,3.57
39,2021-06-06,3.35
40,2021-06-06,3.34
41,2021-06-06,3.29
42,2021-06-06,3.45
43,2021-06-06,3.59
44,2021-06-06,3.6
45,2021-06-06,3.29
46,2021-06-06,2.86
47,2021-06-06,2.43
48,2021-06-06,2.24
49,2021-06-06,2.18
50,2021-06-06,2.07
51,2021-06-06,2.03
52,2021-06-06,2.05
53,2021-06-06,2.03
54,2021-06-06,2.02
