 12062005 19    3 0030001 1112.65***** 27.12* 3M** **00000000 ********** LL 00465701 00605300  75 * 93 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030002 1111.64***** 29.92* 3 ** **00000000 *****1**1* LL 00465701 00605300  75 * 92 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030003 1132.93***** 35.91* 3 ** **00000000 ********** LL 00465701 00605300  75 * 92 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030004 1122.51***** 32.98* 1 ** **00000000 ********** LL 00465701 00605300  75 * 51 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030005 1122.07***** 31.24* 1 ** **00000000 ********** LL 00465701 00605300  75 * 55 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030006 1125.92***** 31.68* 3 ** **00000000 ********** LL 00465701 00605300  75 * 90 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030007 1119.03***** 30.54* 1 ** **00000000 ********** LL 00465701 00605300  75 * 67 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030008 1116.15***** 28.41* 1 ** **00000000 ******1*** LL 00465701 00605300  75 * 52 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030009 1111.29***** 29.65* 3 ** **00000000 ********** LL 00465701 00605300  75 * 87 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030010 1115.45***** 28.59* 3M** **00000000 ********** LL 00465701 00605300  75 * 90 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030011 1 90.57***** 16.41* 2 ** **00000000 ********** LL 00465701 00605300  75 * 58 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030012 1114.97***** 29.74* 1 ** **00000000 ********** LL 00465701 00605300  75 * 59 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030013 1 98.10***** 22.46* 4 ** **00000000 1**1****** LL 00465701 00605300  75 * 82 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030014 1118.46***** 28.84* 1 ** **00000000 ********** LL 00465701 00605300  75 * 62 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030015 1 84.93***** 15.54* 2 ** **00000000 ********** LL 00465701 00605300  75 * 68 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030016 1118.49***** 29.12* 4 ** **00000000 **1******* LL 00465701 00605300  75 * 84 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030017 1 90.55***** 17.22* 3 ** **00000000 ********** LL 00465701 00605300  75 * 62 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030018 1102.94***** 21.37* 3 ** **00000000 ********** LL 00465701 00605300  75 * 82 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030019 1 97.93***** 18.42* 3 ** **00000000 ********** LL 00465701 00605300  75 * 67 ****       C.ALBERT/M.HEBERT     ***** *                
 12062005 19    3 0030020 1111.87***** 29.15* 1 ** **00000000 ********** LL 00465701 00605300  75 * 49 ****       C.ALBERT/M.HEBERT     ***** *                
