C2100,C2550,C2800,C2938,C2980,C2990,C4000,C4200,C4220,C4304,C4320,C4321,C4322,C4330,C4331,C4348,C4400,C4521,C4700,C6000,C6500,C6600,C6713,class_data,DATE,GPnum,GPnum_wt_year,Location,P2100,P2550,P2800,P2938,P2980,P2990,P4000,P4200,P4220,P4304,P4320,P4321,P4322,P4330,P4331,P4348,P4400,P4521,P4700,P6000,P6500,P6600,P6713,TCclam,TCcrab,TCsea urchins,TCsquid,TCstarfish,TCunknowninvert,TCwelk,timestamp,TPclam,TPcrab,TPsea urchins,TPsquid,TPstarfish,TPunknowninvert,TPwelk,TRAWLNUM,TWclam,TWcrab,TWsea urchins,TWsquid,TWstarfish,TWunknownivert,TWwelk,W2100,W2550,W2800,W2938,W2980,W2990,W4000,W4200,W4220,W4304,W4320,W4321,W4322,W4330,W4331,W4348,W4400,W4521,W4700,W6000,W6500,W6600,W6713
,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24,GP146A1,G21_GP146A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24 09:26:25,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.94,,,,2021-08-24,GP146A2,G21_GP146A2,,,,,,,,,,,,,,,,,,,,,,1,,,,5,11,,9,,9,2021-08-24 10:15:52,,1,1,,1,,1,5,,0.18,0.78,,1.65,,0.37,,,,,,,,,,,,,,,,,,,,,5.76,,
58,,,,,,,,,,,,,1,,,,,,,248,,,,2021-08-24,GP160F,G21_GP160F,,1,,,,,,,,,,,,,1,,,,,,,1,,,,2,102,,6,,8,2021-08-24 11:29:34,,1,1,,1,,1,6,,0.06,4.36,,1.15,,0.25,0.2,,,,,,,,,,,,,0.07,,,,,,,5.53,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24,GP161F,G21_GP161F,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,2021-08-24 12:18:57,,1,,,,,,7,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24,GP151F,G21_GP151F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24 13:30:52,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24,GP151A1,G21_GP151A1,,,,,,,,,,,,,,,,,,,,,,,,,,38,102,,36,,5,2021-08-24 16:19:52,,1,1,,1,,1,9,,2.02,6.84,,4.04,,0.09,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24,GP164F,G21_GP164F,,,,,,,,,,,,,,,,,,,,,,,,,,11,109,,20,,3,2021-08-24 18:06:01,,1,1,,1,,1,10,,0.44,5.82,,2.34,,0.12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,,,2021-08-24,GP163F,G21_GP163F,,,,,,,,,,,,,,,,,,,,,,1,1,,,33,188,,18,,4,2021-08-24 19:14:07,,1,1,,1,,1,11,,1.28,9.46,,3.04,,0.11,,,,,,,,,,,,,,,,,,,,,0.06,0.26,
,,,,,,,,,,,,,,,,,,,,,,,,2021-08-25,GP212A1,G21_GP212A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-25 06:17:26,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-08-25,GP212A2,G21_GP212A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-25 06:34:33,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,90,,,2021-08-25,GP232F,G21_GP232F,,,,,,,,,,,,,,,,,,,,,,,1,,,1,12,,6,,,2021-08-25 07:24:21,,1,1,,1,,,3,,0.27,0.5,,1.81,,,,,,,,,,,,,,,,,,,,,,,,67.65,
,,,,,,,,,,,2,,,,,,,,,,41,,,2021-08-31,GP255F,G21_GP255F,,,,,,,,,,,,,1,,,,,,,,,,1,,,14,23,,14,,,2021-08-31 07:17:59,,1,1,,1,,,1,,1.69,0.96,,2.05,,,,,,,,,,,,,,0.19,,,,,,,,,,17.93,
,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,GP246F,G21_GP246F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31 08:30:54,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,39,,,2021-08-31,GP246A1,G21_GP246A1,,,,,,,,,,,,,,,,,,,,,,,1,,,30,129,,17,,2,2021-08-31 09:53:36,,1,1,,1,,1,3,,5.16,5.06,,3.23,,0.06,,,,,,,,,,,,,,,,,,,,,,13.91,
,,,,,,,,,,,,,1,,,,,,,,129,,,2021-08-31,GP244F,G21_GP244F,,,,,,,,,,,,,,,1,,,,,,,,1,,,69,111,,22,,,2021-08-31 10:55:29,,1,1,,1,,,4,,12.37,4.78,,5.63,,,,,,,,,,,,,,,,0.05,,,,,,,,47.5,
,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,GP229F,G21_GP229F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31 11:51:01,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,GP229A1,G21_GP229A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31 13:14:07,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,GP229A2,G21_GP229A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31 13:47:40,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,GP229A3,G21_GP229A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31 15:43:56,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,GP215F,G21_GP215F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31 16:48:26,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1,,,,,,,,,,,,2021-08-31,GP215A1,G21_GP215A1,,,,,,,,,,,,,,1,,,,,,,,,,,,9,39,,24,,,2021-08-31 18:14:08,,1,1,,1,,,10,,1.25,1.5,,5.29,,,,,,,,,,,,,,,0.06,,,,,,,,,,
,,,,,,,,,,,,1,,,,,,,,,7,,,2021-08-31,GP210F,G21_GP210F,,,,,,,,,,,,,,1,,,,,,,,,1,,,16,410,,25,,,2021-08-31 19:36:50,,1,1,,1,,,11,,0.81,20.88,,3.42,,,,,,,,,,,,,,,0.02,,,,,,,,,3.2,
,,,,,,,,,,,,,,,,,,,,,3,,,2021-09-01,GP221F,G21_GP221F,,,,,,,,,,,,,,,,,,,,,,,1,,,10,41,,18,,,2021-09-01 05:29:10,,1,1,,1,,,1,,1.36,1.4,,2.77,,,,,,,,,,,,,,,,,,,,,,,,0.93,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-01,GP177F,G21_GP177F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2021-09-01 07:10:18,,,,,,,1,2,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,112,,,,2021-09-01,GP190F,G21_GP190F,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,2021-09-01 08:51:06,,,,,1,,1,3,,,,,0.12,,0.03,,,,,,,,,,,,,,,,,,,,,2.46,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-01,GP188F,G21_GP188F,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,2,,2,2021-09-01 09:58:22,,1,1,,1,,1,4,,0.2,0.1,,0.41,,0.05,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-01,GP196F,G21_GP196F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-01 10:56:32,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,1,,,2021-09-01,GP196A1,G21_GP196A1,,,,,,,,,,,1,,,,,,,,,,,,1,,,10,171,,11,,,2021-09-01 11:30:45,,1,1,,1,,,6,,0.51,7.53,,2.18,,,,,,,,,,,,0.02,,,,,,,,,,,,0.33,
,,,,,,,,,,,,,1,,,,,,,85,,,,2021-09-01,GP182F,G21_GP182F,,,,,,,,,,,,,,,1,,,,,,,1,,,,2,68,,6,,2,2021-09-01 12:45:24,,1,1,,1,,1,7,,0.19,2.95,,1.2,,0.07,,,,,,,,,,,,,,0.01,,,,,,,2.22,,
,,,,,,,,,,,,1,,,,,,,,27,,,,2021-09-01,GP194F,G21_GP194F,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,62,,23,,1,2021-09-01 14:51:44,,1,1,,1,,1,8,,0.02,3.51,,4.74,,0.06,,,,,,,,,,,,,0.04,,,,,,,,0.5,,
1,,,,,,,,,,,,,,,,,,,,37,,,,2021-09-01,GP186F,G21_GP186F,,1,,,,,,,,,,,,,,,,,,,,1,,,,7,26,,6,,1,2021-09-01 15:57:50,,1,1,,1,,1,9,,0.46,1.15,,0.78,,0.04,0.03,,,,,,,,,,,,,,,,,,,,0.91,,
,,,,,,,,,,,,,,,,,,,,,2,,,2021-09-01,GP167F,G21_GP167F,,,,,,,,,,,,,,,,,,,,,,,1,,,14,372,,234,,3,2021-09-01 17:13:03,,1,1,,1,,1,10,,1.04,15.79,,31.88,,0.08,,,,,,,,,,,,,,,,,,,,,,0.49,
11,,,,,,,,,,,,,,,,,,,,41,,,,2021-09-01,GP173F,G21_GP173F,,1,,,,,,,,,,,,,,,,,,,,1,,,,6,247,,13,,2,2021-09-01 18:26:06,,1,1,,1,,1,11,,0.13,9.13,,1.98,,0.05,0.06,,,,,,,,,,,,,,,,,,,,0.63,,
,,,,,,,,,,,,,,,,,,,,,35,,,2021-09-02,GP225F,G21_GP225F,,,,,,,,,,,,,,,,,,,,,,,1,,,92,235,,22,,4,2021-09-02 06:02:01,,1,1,,1,,1,1,,8.41,12.63,,4.53,,0.14,,,,,,,,,,,,,,,,,,,,,,21.99,
,,,,,,,,,,,,,,,,,,,,3,,,,2021-09-04,GP222F,G21_GP222F,,,,,,,,,,,,,,,,,,,,,,1,,,,2,162,,2,,,2021-09-04 14:02:19,,1,1,,1,,,1,,0.24,9.09,,0.48,,,,,,,,,,,,,,,,,,,,,,,0.07,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-04,GP205F,G21_GP205F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-04 14:43:14,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,280,,,,2021-09-04,GP213F,G21_GP213F,,,,,,,,,,,,,,,,,,,,,,1,,,,1,295,3,2,,9,2021-09-04 15:58:15,,1,1,1,1,,1,3,,0.14,10.77,0.59,0.29,,0.17,,,,,,,,,,,,,,,,,,,,,5.1,,
,,,,,,,,,,,,,,,,,,,,128,,,,2021-09-04,GP224F,G21_GP224F,,,,,,,,,,,,,,,,,,,,,,1,,,,,154,,3,,7,2021-09-04 16:58:32,,,1,,1,,1,4,,,8.52,,0.45,,0.12,,,,,,,,,,,,,,,,,,,,,2.04,,
2,,,,,,,,,,,,,,,,,,,,13,15,,,2021-09-05,GP239F,G21_GP239F,,1,,,,,,,,,,,,,,,,,,,,1,1,,,7,49,,3,,12,2021-09-05 11:04:15,,1,1,,1,,1,1,,1.45,2.37,,0.32,,0.64,0.02,,,,,,,,,,,,,,,,,,,,0.27,6.51,
13,,,,,,,,,1,,,4,,,,,,,,,1,,,2021-09-05,GP253F,G21_GP253F,,1,,,,,,,,,1,,,1,,,,,,,,,1,,,23,115,,7,,,2021-09-05 11:29:14,,1,1,,1,,,2,,3.8,7.87,,1.52,,,0.19,,,,,,,,,0.05,,,0.54,,,,,,,,,0.39,
3,,,,,,,,,,,,3,1,,,,,,,,,,,2021-09-05,GP242F,G21_GP242F,,1,,,,,,,,,,,,1,1,,,,,,,,,,,19,37,,12,,,2021-09-05 12:15:36,,1,1,,1,,,3,,3.41,1.91,,3.04,,,0.05,,,,,,,,,,,,0.41,0.06,,,,,,,,,
,,,,,,,,,,,,,1,,,,,,,3,,,,2021-09-05,GP228F,G21_GP228F,,,,,,,,,,,,,,,1,,,,,,,1,,,,2,126,,8,,2,2021-09-05 13:03:41,,1,1,,1,,1,4,,0.4,5.64,,1.38,,0.06,,,,,,,,,,,,,,0.02,,,,,,,0.06,,
13,,,,,,,,,,,,,,,,,,,,41,,,,2021-09-05,GP216F,G21_GP216F,,1,,,,,,,,,,,,,,,,,,,,1,,,,,114,,20,,1,2021-09-05 14:45:20,,,1,,1,,1,5,,,3.96,,2.58,,0.03,0.07,,,,,,,,,,,,,,,,,,,,0.89,,
,,,,,,,,,,,,,,,,,,,,3,,,,2021-09-05,GP195F,G21_GP195F,,,,,,,,,,,,,,,,,,,,,,1,,,,1,185,,5,,4,2021-09-05 16:09:25,,1,1,,1,,1,6,,0.02,3.71,,0.43,,0.05,,,,,,,,,,,,,,,,,,,,,0.06,,
8,,,,,,,,,,,,1,,,,,,,,,,,,2021-09-05,GP171F,G21_GP171F,,1,,,,,,,,,,,,1,,,,,,,,,,,,7,100,,4,,,2021-09-05 17:21:19,,1,1,,1,,,7,,0.39,1.95,,0.5,,,0.08,,,,,,,,,,,,0.03,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-05,GP155F,G21_GP155F,,,,,,,,,,,,,,,,,,,,,,,,,,12,221,,9,,1,2021-09-05 18:48:51,,1,1,,1,,1,8,,1.1,3.79,,1.69,,0.04,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,2021-09-06,GP118F,G21_GP118F,,1,,,,,,,,,,,,,,,,,,,,,,,,3,71,,4,,,2021-09-06 06:20:51,,1,1,,1,,,1,,0.17,2.29,,0.52,,,0.05,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-06,GP143F,G21_GP143F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-06 07:21:41,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-06,GP143A1,G21_GP143A1,,,,,,,,,,,,,,,,,,,,,,,,,,3,93,,2,,1,2021-09-06 08:09:48,,1,1,,1,,1,3,,0.25,1.81,,0.62,,0.03,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-06,GP157F,G21_GP157F,,,,,,,,,,,,,,,,,,,,,,,,,,6,231,,14,,2,2021-09-06 09:46:24,,1,1,,1,,1,4,,0.5,7.38,,2.3,,0.03,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-06,GP172F,G21_GP172F,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,4,2021-09-06 10:49:18,,1,1,,,,1,5,,0.04,0.26,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-06,GP183F,G21_GP183F,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,1,,2,2021-09-06 11:53:58,1,1,,,1,,1,6,0.13,0.14,,,0.03,,0.05,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5,,,,,,,,7,,,,2021-09-06,GP200F,G21_GP200F,,,,,,,,,,,,,,1,,,,,,,,1,,,,5,754,,7,,2,2021-09-06 13:06:53,,1,1,,1,,1,7,,0.52,36.82,,0.88,,0.09,,,,,,,,,,,,,0.24,,,,,,,,0.16,,
,,,,,,,,,2,,,,1,,,,,,,37,,,,2021-09-08,GP291F,G21_GP291F,,,,,,,,,,,1,,,,1,,,,,,,1,,,1,9,5,1,11,,1,2021-09-08 06:33:28,1,1,1,1,1,,1,1,0.24,1.42,0.2,0.2,2.23,,0.05,,,,,,,,,,0.17,,,,0.09,,,,,,,0.82,,
,,,,,,,,,,,,2,,,,,,,,,1,,,2021-09-08,GP275F,G21_GP275F,,,,,,,,,,,,,,1,,,,,,,,,1,,,14,112,,28,,1,2021-09-08 07:21:26,,1,1,,1,,1,2,,2.05,5.78,,4.41,,0.04,,,,,,,,,,,,,0.18,,,,,,,,,0.16,
,,,,,,,,,2,,,1,,,,,,,,,3,,,2021-09-08,GP252F,G21_GP252F,,,,,,,,,,,1,,,1,,,,,,,,,1,,,35,115,,18,,,2021-09-08 08:50:55,,1,1,,1,,,3,,6.26,4.54,,3.16,,,,,,,,,,,,0.22,,,0.09,,,,,,,,,0.9,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-08,GP279F,G21_GP279F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-08 10:02:23,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1,,,,,,,,,23,,,2021-09-08,GP279A1,G21_GP279A1,,,,,,,,,,,,,,1,,,,,,,,,1,,,11,7,,12,,,2021-09-08 11:31:16,,1,1,,1,,,5,,1.2,0.4,,1.85,,,,,,,,,,,,,,,0.05,,,,,,,,,8.18,
,,,,,,,,,,,,,4,,,,,,,4,1,,,2021-09-08,GP285F,G21_GP285F,,,,,,,,,,,,,,,1,,,,,,,1,1,,2,57,6,,2,,10,2021-09-08 11:54:13,1,1,1,,1,,1,6,0.22,5.59,0.4,,0.46,,0.66,,,,,,,,,,,,,,0.34,,,,,,,0.04,0.34,
,,,,,,,,,1,,,,1,,,,,,,30,11,,,2021-09-13,GP297F,G21_GP297F,,,,,,,,,,,1,,,,1,,,,,,,1,1,,,20,53,,18,,1,2021-09-13 08:50:59,,1,1,,1,,1,1,,3.81,3.31,,3.82,,0.03,,,,,,,,,,0.07,,,,0.05,,,,,,,0.45,3.29,
,,,,,,,,,,,,,,,,,,,,7,1,,,2021-09-13,GP296F,G21_GP296F,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,8,,31,,,2021-09-13 10:16:37,,1,1,,1,,,2,,0.03,0.32,,11.21,,,,,,,,,,,,,,,,,,,,,,,0.12,0.24,
,,,,,,,,,3,,,,,,,,,,,8,,,,2021-09-13,GP288F,G21_GP288F,,,,,,,,,,,1,,,,,,,,,,,1,,,,2,46,1,8,,2,2021-09-13 11:22:16,,1,1,1,1,,1,3,,0.06,2.43,0.3,1.93,,0.05,,,,,,,,,,0.24,,,,,,,,,,,0.19,,
,,,,,,,,,1,,,,,,,,,,,74,,,,2021-09-13,GP283F,G21_GP283F,,,,,,,,,,,1,,,,,,,,,,,1,,,,,2,,6,,,2021-09-13 13:04:24,,,1,,1,,,4,,,0.15,,0.7,,,,,,,,,,,,0.09,,,,,,,,,,,2.01,,
19,,,,,,,,,,,,,,,,,,,,,3,,,2021-09-13,GP274F,G21_GP274F,,1,,,,,,,,,,,,,,,,,,,,,1,,,15,51,1,13,,,2021-09-13 15:45:28,,1,1,1,1,,,5,,1.61,2.5,0.24,2.57,,,0.11,,,,,,,,,,,,,,,,,,,,,0.6,
,,,,,,,,,,,,,3,,,,,,,1179,,,,2021-09-13,GP272F,G21_GP272F,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,44,,9,,9,2021-09-13 16:14:54,,1,1,,1,,1,6,,0.07,2.31,,2.25,,0.52,,,,,,,,,,,,,,0.27,,,,,,,26.06,,
,,,,,,,,,2,,1,,,,,,,,,1.15,,,,2021-09-13,GP267F,G21_GP267F,,,,,,,,,,,1,,1,,,,,,,,,1,,,,2,33,,22,,6,2021-09-13 17:45:52,,1,1,,1,,1,7,,0.09,2.84,,5.43,,0.29,,,,,,,,,,0.34,,0.29,,,,,,,,,17.93,,
1,,,,,,,,,1,,,,,,,,,,,1,1,,,2021-09-13,GP256F,G21_GP256F,,1,,,,,,,,,1,,,,,,,,,,,1,1,,2,,,,,,12,2021-09-13 18:50:01,1,,,,1,,1,8,0.05,,,,85.94,,0.44,0.01,,,,,,,,,0.01,,,,,,,,,,,0.02,0.07,
,,,,,,,,,7,,,,24,,,,,,,,,,,2021-09-14,GP254F,G21_GP254F,,,,,,,,,,,1,,,,1,,,,,,,,,,2,,,,48,,,2021-09-14 06:36:03,1,,,,1,,,1,0.21,,,,19.23,,,,,,,,,,,,1.92,,,,0.13,,,,,,,,,
64,,,,,,,,,1,,,,,,,,,,,,,,,2021-09-14,GP241F,G21_GP241F,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,13,2021-09-14 07:54:01,,,,,1,,1,2,,,,,2.2,,0.57,0.4,,,,,,,,,0.16,,,,,,,,,,,,,
,236,,,,,,,,,,7,,,,,,,,,,1,,,2021-09-14,GP231F,G21_GP231F,,,1,,,,,,,,,,1,,,,,,,,,,1,,,2,,,,,,2021-09-14 10:39:28,,1,,,,,,3,,0.28,,,,,,,40.44,,,,,,,,,,1.62,,,,,,,,,,0.12,
23,183,,,,,,,,,,,,,,,,,,,,,,,2021-09-14,GP238F,G21_GP238F,,1,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,2021-09-14 12:05:29,,1,,,1,,,4,,0.67,,,7.9,,,0.08,52.93,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-14,GP262F,G21_GP262F,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,308,,,2021-09-14 13:14:01,,,,,1,,,5,,,,,5.52,,,0.02,,,,,,,,,,,,,0.02,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14,GP264F,G21_GP264F,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,524,,,2021-09-14 14:44:55,,,,1,1,,,6,,,,0.08,28.12,,,0.04,,,,,,,,,,,,,,,,,,,,,,
11,34,,,,,,,,,,,,,,,,,,,,,,,2021-09-14,GP271F,G21_GP271F,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,2021-09-14 15:46:36,,,,,1,,,7,,,,,0.22,,,0.03,13.18,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-14,GP270F,G21_GP270F,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,481,,,2021-09-14 17:39:32,1,,,,1,,,8,0.1,,,,9.67,,,0.36,,,,,,,,,,,,,0.01,,,,,,,,,
8,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-14,GP266F,G21_GP266F,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,481,,,2021-09-14 18:52:31,,,,,1,,,9,,,,,13.74,,,0.04,,,,,,,,,,,,,0.04,,,,,,,,,
2,326,,,,,,,,,,32,,,,,,,,,,,,,2021-09-15,GP294F,G21_GP294F,,1,1,,,,,,,,,,1,,,,,,,,,,,,,8,,,,,,2021-09-15 06:38:37,,1,,,,,,1,,1.27,,,,,,0.04,87.88,,,,,,,,,,5.94,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-15,GP277F,G21_GP277F,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,502,,,2021-09-15 07:18:38,1,,,,1,,,2,0.24,,,,10.42,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,2021-09-15,GP284F,G21_GP284F,,1,,,,,,,,,,,,,,,,,,,,,,,13,,,1,634,,,2021-09-15 08:40:05,1,,,1,1,,,3,1,,,0.21,13.69,,,0.13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-15,GP276F,G21_GP276F,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,1108,,,2021-09-15 09:28:28,1,,,,1,,,4,0.6,,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9,,,,,,,,,,,,,,,2021-09-15,GP280F,G21_GP280F,,,,,,,,,,,1,,,,,,,,,,,,,,40,,,,57,,,2021-09-15 10:44:19,1,,,,1,,,5,3.22,,,,1.86,,,,,,,,,,,,1.43,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16,GP175F,G21_GP175F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16 08:17:09,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,35,,,,2021-09-16,GP175A1,G21_GP175A1,,,,,,,,,,,,,,,,,,,,,,1,,,,,51,,3,,1,2021-09-16 12:14:56,,,1,,1,,1,2,,,2.39,,0.23,,0.02,,,,,,,,,,,,,,,,,,,,,0.93,,
14,,,,,,,,,,,,,,,,,,,,1,,,,2021-09-16,GP168F,G21_GP168F,,1,,,,,,,,,,,,,,,,,,,,1,,,,3,1,,6,,6,2021-09-16 13:28:05,,1,1,,1,,1,3,,0.05,0.09,,0.81,,0.27,0.08,,,,,,,,,,,,,,,,,,,,0.03,,
12,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-16,GP178F,G21_GP178F,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,464,,5,,1,2021-09-16 15:00:52,,1,1,,1,,1,4,,0.03,11.98,,1.03,,0.02,0.09,,,,,,,,,,,,,0.03,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16,GP193F,G21_GP193F,,1,,,,,,,,,,,,,,,,,,,,,,,,1,243,,7,,1,2021-09-16 16:08:13,,1,1,,1,,1,5,,0.2,4.98,,1.59,,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16,GP209F,G21_GP209F,,1,,,,,,,,,,,,,,,,,,,,,,,,2,134,,11,,1,2021-09-16 17:05:42,,1,1,,1,,1,6,,0.06,4.95,,2.24,,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16,GP204F,G21_GP204F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16 17:58:17,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16,GP204A1,G21_GP204A1,,1,,,,,,,,,,,,,,,,,,,,,,,,5,138,,1,,,2021-09-16 19:27:49,,1,1,,1,,,8,,0.23,3.64,,0.23,,,0.32,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17,GP217F,G21_GP217F,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,,93,,,2021-09-17 06:02:11,,1,1,,1,,,1,,0.04,1.39,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1,1,,,,,,,,,,,2021-09-17,GP218F,G21_GP218F,,,,,,,,,,,,,,1,1,,,,,,,,,,,2,71,,26,,2,2021-09-17 07:14:18,,1,1,,1,,1,2,,0.05,4.73,,3.16,,0.08,,,,,,,,,,,,,0.04,0.02,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17,GP236F,G21_GP236F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17 08:04:30,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
