 14071993 12    3 0010001 1    77*****    17* 4 ** **00000000 ****1***** LC 015054.7 030417.2  41 * 45 ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010022 1    32*****     5* 1 ** **00000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010023 1    34*****     5* 1 ** **00000000 *********1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010024 1    30*****   4.5* 1 ** **00000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010025 2    54   36 ****** 4 ** 1400000000 ****1****1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010026 2    56   37 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010027 2    60   41 ****** 4 ** 1400000000 *1******** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010028 2    70   50 ****** 4 ** 1200000000 **1**1**** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010029 2    68   48 ****** 4 ** 1400000000 ******1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010030 2    61   42 ****** 3 ** 2400000000 **1**11*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010031 2    53   35 ****** 3 ** 1400000000 ******1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010032 2    68   46 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010033 2    60   39 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010034 2******   35 ****** 3 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** ECRASE           
 14071993 12    3 0010035 2******   36 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** ECRASE           
 14071993 12    3 0010036 2******   33 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** ECRASE           
 14071993 12    3 0010037 2    53   36 ****** 4 ** 2400000000 *********1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010038 2    66   46 ****** 3 ** 1400000000 ***1***1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010039 2    57   37 ****** 4 ** 1400000000 ******1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010040 2    55   37 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010041 2    68   45 ****** 3 ** 1400000000 *****11*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010042 2    62   42 ****** 4 ** 1400000000 *********1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010043 2    50   34 ****** 4 ** 1400000000 *1**1***** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010044 2    52   36 ****** 4 ** 1400000000 1***1***** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010045 2    65   42 ****** 4 ** 1400000000 ********1* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010046 2    51   33 ****** 4 ** 1400000000 ****1***** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010047 2    51   34 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010048 2    54   37 ****** 3 ** 1400000000 ****2***1* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010049 2    64   45 ****** 4 ** 1400000000 *11****1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010050 2    53   35 ****** 4 ** 2400000000 ******1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010051 2    52   35 ****** 3 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010052 2    50   32 ****** 3 ** 1400000000 *1*******1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010053 2    49   32 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010054 2    54   35 ****** 3 ** 1400000000 *******1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010055 2    62   44 ****** 3 ** 1400000000 *11******* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010056 2    63   42 ****** 3 ** 1400000000 *****1**** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010057 2    64   45 ****** 3 ** 1400000000 *1******1* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010058 2    57   39 ****** 4 ** 1400000000 ****11**** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010059 2    53   35 ****** 3 ** 1400000000 *1*****1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010060 2    53   36 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010061 2    57   40 ****** 4 ** 1400000000 *********1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010062 2    50   33 ****** 4 ** 1400000000 **1******1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010063 2    51   36 ****** 4 ** 1400000000 1********* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010064 2    63   41 ****** 4 ** 1400000000 1********* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010065 2    51   34 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010066 2    56   39 ****** 4 ** 1400000000 ***1****** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010067 2    47   31 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010068 2    57   37 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010069 2    61   40 ****** 4 ** 1400000000 *1*1***1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010070 2    64   43 ****** 3 ** 1400000000 ****1**1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010071 2    53   35 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010072 2    49   34 ****** 4 ** 1400000000 *******1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010073 2    57   39 ****** 3 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010074 2    51   35 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010075 2    62   42 ****** 3 ** 1400000000 ****1*1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010076 2    54   36 ****** 4 ** 1400000000 *1****1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010077 2    61   42 ****** 4 ** 1400000000 ****1*1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010078 2    57   38 ****** 4 ** 1400000000 *1******** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010079 2    51   34 ****** 4 ** 1400000000 *********1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010080 2    56   39 ****** 4 ** 1400000000 **1*****1* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010081 2    46   32 ****** 4 ** 1400000000 ******1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010082 2    49   32 ****** 4 ** 1400000000 *1******** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010083 2    43   28 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010084 2    54   37 ****** 4 ** 1400000000 ******1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010085 2    58   40 ****** 4 ** 1400000000 ***1**11** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010086 2    64   44 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010087 2    62   42 ****** 4 ** 1400000000 ****1*1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010088 2    56   37 ****** 4 ** 1400000000 *******1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010089 2    63   42 ****** 4 ** 1400000000 ***11***** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010090 2    56   39 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010091 2    61   44 ****** 4 ** 1400000000 *********1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010092 2    59   40 ****** 4 ** 2400000000 *********1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010093 2    50   33 ****** 4 ** 2400000000 ******1**1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010094 2    49   32 ****** 4 ** 1400000000 *1**1**1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010095 2    52   35 ****** 4 ** 1400000000 ***11***** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010096 2    61   44 ****** 4 ** 2400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010097 2    46   30 ****** 4 ** 1400000000 **1*1**1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010098 2    49   33 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010099 2    52   35 ****** 4 ** 1400000000 ***11*11** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010100 2    44   29 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010101 2    48   33 ****** 4 ** 1400000000 *1****1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010102 2    46   30 ****** 4 ** 1400000000 *******11* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010103 2    55   37 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010104 2    57   39 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010105 2    50   33 ****** 4 ** 1400000000 ***1***1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010106 2    59   40 ****** 4 ** 1400000000 ***1***1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010107 2    60   39 ****** 4 ** 1400000000 ******11** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010108 2    49   33 ****** 4 ** 1400000000 **1******* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010109 2    50   33 ****** 4 ** 1400000000 *1**1***** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010110 2    53   34 ****** 4 ** 1400000000 ********11 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010111 2    35   15 ****** 1  1 **00000000 ****1****1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010112 2    47   31 ****** 4 ** 1400000000 ********2* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010113 2    51   34 ****** 4 ** 1400000000 *1**1*1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010114 2    62   42 ****** 4 ** 1400000000 ***1***1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010115 2    52   35 ****** 4 ** 1400000000 *****66*6* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010116 2    59   39 ****** 4 ** 1400000000 ****1***** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010117 2    61   40 ****** 4 ** 1400000000 ***11***** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010118 2    59   42 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010119 2    51   36 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010120 2    48   31 ****** 4 ** 1400000000 ****1***** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010121 2    57   36 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010122 2    64   40 ****** 4 ** 1400000000 ******1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010123 2    62   43 ****** 3 ** 1400000000 1********* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010124 2    68   46 ****** 4 ** 1400000000 *1******** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010125 2    63   41 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010126 2    67   45 ****** 4 ** 2400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010127 2    68   46 ****** 4 ** 1400000000 ******1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010128 2    55   36 ****** 4 ** 1400000000 ****1*1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010129 2    53   35 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010130 2    55   37 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010131 2    57   39 ****** 4 ** 2400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010132 2    63   42 ****** 4 ** 2400000000 ********1* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010133 2    48   33 ****** 4 ** 1400000000 ***1****** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010134 2    56   39 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010135 2    51   35 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010136 2    53   37 ****** 3 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010137 2    52   34 ****** 4 ** 1400000000 *******1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010138 2    51   34 ****** 4 ** 1400000000 *1**1**1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010139 2    52   36 ****** 4 ** 1400000000 ********1* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010140 2    56   38 ****** 4 ** 1400000000 ******1**1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010141 2    68   44 ****** 3 ** 1400000000 *1******** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010142 2    58   40 ****** 4 ** 1400000000 ******1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010143 2    53   36 ****** 4 ** 1400000000 *1******** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010144 2    51   35 ****** 4 ** 2400000000 *****1***1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010145 2    47   31 ****** 4 ** 1400000000 ****1****1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010146 2    47   32 ****** 4 ** 1400000000 ***1****** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010147 2    55   37 ****** 4 ** 1400000000 *1******11 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010148 2    58   39 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010149 2    60   40 ****** 4 ** 1400000000 1********* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010150 2    55   37 ****** 4 ** 1400000000 ********11 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010151 2    58   39 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010152 2    50   33 ****** 4 ** 1400000000 11*******1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010153 2    62   43 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010154 2    55   35 ****** 4 ** 2400000000 *1******** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010155 2    56   36 ****** 4 ** 1400000000 1********* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010156 2    50   34 ****** 4 ** 2400000000 *1******** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010157 2    54   36 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010158 2    46   31 ****** 4 ** 1400000000 ******1**1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010159 2    49   32 ****** 4 ** 1400000000 ******1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010160 2    52   35 ****** 4 ** 1400000000 1********1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010161 2    55   37 ****** 4 ** 1400000000 *******1** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010162 2    49   33 ****** 4 ** 1400000000 **1******* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010163 2    53   36 ****** 4 ** 1400000000 *1******** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010164 2    56   37 ****** 3 ** 1400000000 **1***1*** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010165 2    52   34 ****** 4 ** 1400000000 **11*****1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010166 2    52   35 ****** 4 ** 1400000000 **1**1**** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010167 2    48   31 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010168 2    58   39 ****** 4 ** 2400000000 *******11* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010169 2    53   37 ****** 4 ** 1400000000 ******1*1* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010170 2    48   33 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010171 2    58   38 ****** 4 ** 1400000000 11******** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010172 2    51   34 ****** 4 ** 1400000000 ***1****1* LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010173 2    50   35 ****** 4 ** 1400000000 *1******** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010174 2    53   35 ****** 4 ** 1400000000 ********** LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
 14071993 12    3 0010175 2    56   33 ****** 4 ** 1400000000 ****1*1**1 LC 015054.7 030417.2  41 **** ****       C.ALBERT/A.HEBERT     ***** *                
