 15071993 12    3 0010001 1   100*****    25* 4 ** **00000000 ********1* LC 015059.6 030138.0  89 * 60 ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010025 2    56   38 ****** 3 ** 1400000000 ***1****** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010026 2    60   40 ****** 3M** 1200000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010027 2    58   39 ****** 3 ** 4400000000 *1****1*1* LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010028 2    59   39 ****** 3M** 1400000000 *1******** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010029 2    65   40 ****** 3M** 1200000000 ******1*1* LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010030 2    63   43 ****** 3 ** 1400000000 ***1*****1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010031 2    61   42 ****** 3 ** 1400000000 ****1*1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010032 2    61   43 ****** 3 ** 1400000000 *1******1* LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010033 2    61   41 ****** 3M** 1200000000 *********1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010034 2    57   40 ****** 3 ** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010035 2    58   37 ****** 3M** 1400000000 *******1** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010036 2    57   37 ****** 3 ** 1400000000 **111***** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010037 2    58   39 ****** 3 ** 1400000000 1******111 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010038 2    51   33 ****** 3M** 1400000000 ****1***** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010039 2    60   39 ****** 3M** 1200000000 *1****1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010040 2    55   37 ****** 3 ** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010041 2    65   44 ****** 3M** 1400000000 *********1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010042 2    63   45 ****** 3M** 2400000000 ****1*1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010043 2    52   36 ****** 3M** 1200000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010044 2    60   39 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010045 2    57   37 ****** 3M** 1200000000 ***1***1** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010046 2    58   41 ****** 3M** 1400000000 ****1***** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010047 2    66   45 ****** 3 ** 1400000000 *********1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010048 2    65   43 ****** 3M** 1400000000 **1******* LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010049 2    61   40 ****** 3M** 1100000000 ***1****11 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010050 2    62   40 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010051 2    65   42 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010052 2    65   45 ****** 3 ** 2400000000 *****11*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010053 2    59   37 ****** 3M** 1400000000 ******1**1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010054 2    57   37 ****** 3M** 1400000000 ********1* LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010055 2    57   38 ****** 4 ** *000000000 ********1* LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010056 2    59   38 ****** 3M** 1400000000 **1***1**1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010057 2    59   41 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010058 2    57   38 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010059 2    55   35 ****** 3M** 2400000000 *******1** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010060 2    57   37 ****** 3M** 1400000000 ***1**1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010061 2    64   41 ****** 3M** 1400000000 *********1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010062 2    60   41 ****** 3M** 1200000000 ******1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010063 2    52   33 ****** 3M** *000000000 ****1****1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010064 2    63   42 ****** 3 ** 1400000000 ******1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010065 2    61   42 ****** 3M** 1400000000 *********1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010066 2    53   37 ****** 3M** 2400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010067 2    59   36 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010068 2    59   38 ****** 3M** 1400000000 ****1***** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010069 2    58   40 ****** 4 ** 1400000000 ****1**1** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010070 2    65   42 ****** 3 ** 1400000000 *1******11 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010071 2    54   37 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010072 2    47   30 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010073 2    63   41 ****** 3M** 1400000000 *1******** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010074 2    58   38 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010075 2    54   37 ****** 3M** 1400000000 *1******** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010076 2    62   41 ****** 3M** 1400000000 *1*******1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010077 2    57   37 ****** 3M** *000000000 ******11** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010078 2    62   41 ****** 3M** 2400000000 *1******** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010079 2    65   43 ****** 3 ** 1400000000 *1**1*11*1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010080 2    65   43 ****** 3M** 1400000000 **1******1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010081 2    64   45 ****** 3M** 1400000000 *1**1****1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010082 2    61   41 ****** 3M** 2400000000 ******1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010083 2    59   40 ****** 3 ** 2400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010084 2    59   38 ****** 3M** 2400000000 **1***1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010085 2    57   35 ****** 3 ** 1400000000 **1***1*22 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010086 2    61   40 ****** 3 ** 1400000000 **111***** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010087 2    53   37 ****** 3 ** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010088 2    55   38 ****** 3M** 1400000000 *********1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010089 2    58   38 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010090 2    55   38 ****** 3M** *000000000 ****1***** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010091 2    52   33 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010092 2    56   38 ****** 3M** 2200000000 ********1* LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010093 2    56   37 ****** 3M** 1400000000 ********1* LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010094 2    50   33 ****** 3M** 1400000000 ****1***** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010095 2    63   42 ****** 3 ** 2400000000 *********1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010096 2    58   41 ****** 3M** 1400000000 ******1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010097 2    52   35 ****** 3M** 1400000000 ***1****** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010098 2    63   39 ****** 3M** 1400000000 *******1** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010099 2    60   41 ****** 3M** 1400000000 ****1***** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010100 2    65   44 ****** 3M** 1400000000 *******1*1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010101 2    59   40 ****** 3M** 1400000000 ****1***11 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010102 2    65   45 ****** 3M** 1400000000 ***1*****1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010103 2    52   33 ****** 3M** 1200000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010104 2    63   40 ****** 3M** *000000000 *111111111 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010105 2    62   42 ****** 3M** 1400000000 *********1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010106 2    65   45 ****** 3M** 1400000000 1**11****1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010107 2    56   36 ****** 3 ** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010108 2    66   44 ****** 3M** 1400000000 ******1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010109 2    62   42 ****** 3M** 1400000000 ******1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010110 2    59   40 ****** 3 ** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010111 2    52   35 ****** 3 ** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010112 2    51   33 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010113 2    61   40 ****** 3M** 1400000000 ****1***** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010114 2    61   41 ****** 3 ** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010115 2    58   37 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010116 2    59   39 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010117 2    57   37 ****** 3M** 1400000000 *********1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010118 2    55   37 ****** 3M** 1400000000 *******1** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010119 2    59   38 ****** 3M** 4400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010120 2    56   35 ****** 3M** 1400000000 ******1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010121 2    52   36 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010122 2    52   35 ****** 3M** 1100000000 **1**1**1* LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010123 2    61   40 ****** 3M** 1100000000 1********* LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010124 2    63   42 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010125 2    58   37 ****** 3 ** 2400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010126 2    62   42 ****** 3M** *000000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010127 2    53   35 ****** 3M** 1400000000 *********1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010128 2    55   35 ****** 3 ** 1400000000 *******1** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010129 2    55   35 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010130 2    61   40 ****** 3M** 2400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010131 2    60   40 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010132 2    59   39 ****** 3M** 1400000000 *1**1***** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010133 2    51   32 ****** 3M** 1400000000 *1*****1** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010134 2    53   34 ****** 3M** 2400000000 *1******** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010135 2    50   34 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010136 2    62   38 ****** 3M** 1100000000 ***11****1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010137 2    54   36 ****** 3M** 1400000000 1*****1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010138 2    57   39 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010139 2    53   35 ****** 3M** 1400000000 ******1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010140 2    58   38 ****** 3M** 1400000000 ******1*11 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010141 2    54   36 ****** 3M** 2400000000 *1*1*2***1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010142 2    55   34 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010143 2    58   37 ****** 3M** 1400000000 *1*******1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010144 2    60   40 ****** 3M** 4400000000 *1**11***1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010145 2    58   37 ****** 3M** 1400000000 *******1** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010146 2    60   40 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010147 2    53   34 ****** 3M** 1100000000 ******1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010148 2    61   41 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010149 2    53   36 ****** 3 ** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010150 2    50   34 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010151 2    59   38 ****** 3M** 1400000000 ********11 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010152 2    53   34 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010153 2    57   37 ****** 3M** 2400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010154 2    52   32 ****** 3M** 1100000000 ********11 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010155 2    58   39 ****** 3 ** 1400000000 1*****11*1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010156 2    53   34 ****** 3M** 1400000000 **1*1****1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010157 2    58   37 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010158 2    59   37 ****** 3M** 1400000000 *******1** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010159 2    55   35 ****** 3M** 1400000000 1*1******* LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010160 2    55   36 ****** 3M** 1100000000 ****1***** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010161 2    55   36 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010162 2    57   37 ****** 3M** 1400000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010163 2    57   37 ****** 3M** 1100000000 ******1*** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010164 2    52   33 ****** 3M** 1100000000 1********* LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010165 2    56   38 ****** 3M** 1400000000 *1**1****1 LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010166 2    19    7 ****** 1  1 **00000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010167 2    19    7 ****** 1  1 **00000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010168 2    20    7 ****** 1  1 **00000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010169 2    22  7.5 ****** 1  1 **00000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
 15071993 12    3 0010170 2    15    4 ****** 1  1 **00000000 ********** LC 015059.6 030138.0  89 **** ****       C.ALBERT/A.HEBERT     ***** *                
