 30071993 12    3 0020001 1    62*****    13* 4 ** **00000000 ********** LC 015093.1 030704.0  51 * 54 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020002 1    99*****    25* 4 ** **00000000 ********** LC 015093.1 030704.0  51 * 82 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020003 1   104*****    19* 3M** **00000000 ********** LC 015093.1 030704.0  51 * 58 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020004 1   112*****    31* 3M** **00000000 ********** LC 015093.1 030704.0  51 * 73 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020005 1   125*****    34* 1 ** **00000000 ********** LC 015093.1 030704.0  51 * 58 ****       A.HEBERT/C.ALBERT     ***** VIRUS            
 30071993 12    3 0020006 1    77*****    14* 4 ** **00000000 ***11***** LC 015093.1 030704.0  51 * 63 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020007 1    75*****    17* 4 ** **00000000 *1**1***** LC 015093.1 030704.0  51 * 50 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020008 1    93*****    21* 3M** **00000000 ****1**1** LC 015093.1 030704.0  51 * 82 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020009 1   122*****    30* 3M** **00000000 ********** LC 015093.1 030704.0  51 * 83 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020010 1   105*****    28* 1 ** **00000000 ********** LC 015093.1 030704.0  51 * 63 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020011 1   121*****    29* 1 ** **00000000 ******6*** LC 015093.1 030704.0  51 * 62 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020012 1   125*****    31* 3M** **00000000 ********** LC 015093.1 030704.0  51 * 88 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020013 1   117*****    30* 1 ** **00000000 ********** LC 015093.1 030704.0  51 * 58 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020014 1   104*****    25* 2 ** **00000000 ********** LC 015093.1 030704.0  51 * 69 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020015 1   118*****    32* 3M** **00000000 ******6*** LC 015093.1 030704.0  51 * 84 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020016 1    83*****    20* 4 ** **00000000 ********** LC 015093.1 030704.0  51 * 76 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020017 1    66*****    12* 4 ** **00000000 ********** LC 015093.1 030704.0  51 * 74 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020018 1    93*****    24* 3M** **00000000 ********** LC 015093.1 030704.0  51 * 86 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020019 1    86*****    18* 3M** **00000000 ********** LC 015093.1 030704.0  51 * 80 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020020 1    67*****    13* 4 ** **00000000 ********** LC 015093.1 030704.0  51 * 72 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020021 1    92*****    23* 4 ** **00000000 ********** LC 015093.1 030704.0  51 * 83 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020022 1    85*****    18* 3 ** **00000000 ******11** LC 015093.1 030704.0  51 * 84 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020023 1    94*****    22* 4 ** **00000000 ******11** LC 015093.1 030704.0  51 * 84 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020024 1    68***** ****** 4 ** **00000000 11**11*1** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020025 1    72*****    15* 4 ** **00000000 11******** LC 015093.1 030704.0  51 * 63 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020026 1    68*****    15* 4 ** **00000000 *******1** LC 015093.1 030704.0  51 * 44 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020027 1    85*****    18* 4 ** **00000000 *******1** LC 015093.1 030704.0  51 * 73 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020028 1    67*****    15* 4 ** **00000000 ********** LC 015093.1 030704.0  51 * 60 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020029 1    65*****    14* 4 ** **00000000 ****1***** LC 015093.1 030704.0  51 * 33 ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020030 1    36***** ****** 1 ** **00000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020031 2    64   43 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020032 2    60   42 ****** 4 ** 2400000000 *11*****11 LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020033 2    67   44 ****** 4 ** 2400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020034 2    62   42 ****** 4 ** 2400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020035 2    64   44 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020036 2    67   43 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020037 2    65   44 ****** 4 ** 1400000000 ****1*11** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020038 2    62   42 ****** 4 ** 2400000000 *111****** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020039 2    63   42 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020040 2    61   42 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020041 2    60   40 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020042 2    82   53 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020043 2    62   42 ****** 4 ** 2400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020044 2    70   50 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020045 2    67   47 ****** 4 ** 2400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020046 2    53   38 ****** 4 ** 1400000000 *1**1**1*1 LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020047 2    62   43 ****** 4 ** 2400000000 1********* LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020048 2    55   37 ****** 4 ** 1400000000 *1**1***** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020049 2    55   37 ****** 4 ** 1400000000 ****1***** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020050 2    65   43 ****** 4 ** 2400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020051 2    80   54 ****** 4 ** 2400000000 ****1**1** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020052 2    68   47 ****** 4 ** 2400000000 **1******* LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020053 2    64   45 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020054 2    70   47 ****** 4 ** 2400000000 **1*1***** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020055 2    72   50 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020056 2    63   44 ****** 4 ** 2400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020057 2    72   48 ****** 4 ** 2400000000 ***1****** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020058 2    63   43 ****** 4 ** 2400000000 ***1****** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020059 2    60   40 ****** 4 ** 2400000000 *******1*1 LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020060 2    70   45 ****** 4 ** 1400000000 **1******* LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020061 2    63   43 ****** 4 ** 2400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020062 2    68   48 ****** 4 ** 2400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020063 2    64   45 ****** 4 ** 2400000000 *1*11***** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020064 2    60   40 ****** 4 ** 2400000000 **1*1***** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020065 2    68   43 ****** 4 ** 2400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020066 2    71   51 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020067 2    67   47 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020068 2    55   39 ****** 4 ** 2400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020069 2    53   37 ****** 4 ** 2400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020070 2    48   33 ****** 4 ** 2400000000 *1*11***** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020071 2    55   39 ****** 4 ** 2400000000 **1******* LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020072 2    55   37 ****** 4 ** 2400000000 *1******** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020073 2    62   42 ****** 4 ** 2400000000 ***11***** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020074 2    57   38 ****** 4 ** 2400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020075 2    74   51 ****** 4 ** 1400000000 *1***1**** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020076 2    57   40 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020077 2    62   43 ****** 4 ** 1400000000 *****11*1* LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020078 2    78   52 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020079 2    69   46 ****** 4 ** 1400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020080 2    57   40 ****** 4 ** 1400000000 *1******** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
 30071993 12    3 0020081 2    74   50 ****** 4 ** 2400000000 ********** LC 015093.1 030704.0  51 **** ****       A.HEBERT/C.ALBERT     ***** *                
