 30071993 12    3 0010001 1   111***** ****** 1 ** **00000000 *6******** LC 015092.6 030665.5  53 **** ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010002 1   114*****    30* 3M** **00000000 ********** LC 015092.6 030665.5  53 * 90 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010003 1   122*****    29* 3 ** **00000000 ********** LC 015092.6 030665.5  53 * 95 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010004 1   125*****    33* 1 ** **00000000 *1*1****** LC 015092.6 030665.5  53 * 51 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010005 1   122*****    30* 2 ** **00000000 ******1*** LC 015092.6 030665.5  53 * 80 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010006 1   110*****    27* 1 ** **00000000 *******1** LC 015092.6 030665.5  53 * 60 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010007 1   104*****    26* 1 ** **00000000 ********** LC 015092.6 030665.5  53 * 51 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010008 1   117*****    30* 2 ** **00000000 ********** LC 015092.6 030665.5  53 * 69 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010009 1   113*****    28* 1 ** **00000000 ******6*** LC 015092.6 030665.5  53 * 60 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010010 1   113*****    30* 1 ** **00000000 ********** LC 015092.6 030665.5  53 * 62 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010011 1   120*****    30* 3M** **00000000 ********** LC 015092.6 030665.5  53 * 86 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010012 1   122*****    32* 3M** **00000000 ********** LC 015092.6 030665.5  53 * 85 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010013 1   106*****    27* 1 ** **00000000 ********** LC 015092.6 030665.5  53 * 67 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010014 1   102*****    20* 2 ** **00000000 ********** LC 015092.6 030665.5  53 * 69 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010015 1   111*****    28* 1 ** **00000000 ********** LC 015092.6 030665.5  53 * 63 ****       C.ALBERT/A.HEBERT     ***** *                
 30071993 12    3 0010016 1    78*****    18* 3 ** **00000000 ********** LC 015092.6 030665.5  53 * 80 ****       C.ALBERT/A.HEBERT     ***** *                
