 29071993 12    3 0100001 1   107*****    27* 3 ** **00000000 ********** LC 015103.7 030924.7  45 * 89 ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100025 2    70   48 ****** 4 ** 1400000000 *******1** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100026 2    70   48 ****** 4 ** 1400000000 *1****1*** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100027 2    70   48 ****** 4 ** 1400000000 ******1*1* LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100028 2    25***** ****** 1  1 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100029 2    34***** ****** 1  1 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100030 2    40***** ****** 1  1 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100031 2    71   50 ****** 4 ** 1200000000 ***1**1*11 LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100032 2    70   49 ****** 4 ** 1400000000 ******1*** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100033 2    67   45 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100034 2    66   46 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100035 2    65   46 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100036 2    68   49 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100037 2    69   49 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100038 2    68   50 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100039 2    67   45 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100040 2    66   46 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100041 2    71   49 ****** 4 ** 1400000000 ***1****1* LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100042 2    64   45 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100043 2    72   49 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100044 2    61   46 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100045 2    64   47 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100046 2    76   54 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100047 2    67   47 ****** 4 ** 1400000000 11******** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100048 2    67   47 ****** 4 ** *000000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100049 2    69   46 ****** 4 ** 1200000000 *1**1***11 LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100050 2    67   47 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100051 2    68   47 ****** 4 ** 1400000000 *1****1*** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100052 2    67   47 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100053 2    68   47 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100054 2    63   43 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100055 2    68   47 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100056 2    64   46 ****** 4 ** 1400000000 11******11 LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100057 2    64   43 ****** 4 ** 1200000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100058 2    65   46 ****** 4 ** 1400000000 *********1 LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100059 2    63   42 ****** 4 ** 1400000000 ****1***** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100060 2    65   45 ****** 4 ** 1400000000 *1**1***11 LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100061 2    65   45 ****** 4 ** 2400000000 ***1****** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100062 2    73   53 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100063 2    72   52 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100064 2    57   36 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100065 2    78   52 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100066 2    71   49 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100067 2    65   45 ****** 4 ** 1400000000 ***1*1**** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100068 2    75   43 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100069 2    85   57 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100070 2    70   47 ****** 4 ** 2400000000 *11*****11 LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100071 2    58   33 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100072 2    67   47 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100073 2    70   48 ****** 4 ** 2400000000 *1**1***11 LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100074 2    70   49 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100075 2    64   45 ****** 4 ** 1400000000 *********1 LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100076 2    66   44 ****** 4 ** 1400000000 ******1*** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100077 2    64   44 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100078 2    62   42 ****** 4 ** 1400000000 ****1***** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100079 2    74   50 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100080 2    65   46 ****** 4 ** 1100000000 1*1*1***** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100081 2    65   45 ****** 4 ** 2400000000 ***11***** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100082 2    71   49 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100083 2    73   50 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100084 2    66   47 ****** 4 ** 2400000000 *1****1*** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100085 2    72   46 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100086 2    65   47 ****** 4 ** 2400000000 *1******** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100087 2    70   47 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100088 2    65   41 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100089 2    73   50 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100090 2    65   44 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100091 2    71   49 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100092 2    62   44 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100093 2    66   46 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100094 2    62   43 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100095 2    65   43 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100096 2    61   40 ****** 4 ** 1400000000 ****1***** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100097 2    65   43 ****** 4 ** 2400000000 ****1***** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100098 2    70   48 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100099 2    65   45 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100100 2    62   41 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100101 2    56   40 ****** 4 ** 1400000000 ******1*** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100102 2    68   50 ****** 4 ** 1400000000 **11****** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100103 2    78   55 ****** 4 ** 4400000000 *11******* LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100104 2    69   46 ****** 4 ** 1400000000 *1******** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100105 2    61   44 ****** 4 ** 2400000000 *1******** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100106 2    75   50 ****** 4 ** 2400000000 *1**1**111 LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100107 2    69   46 ****** 4 ** 4400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100108 2    67   47 ****** 4 ** 1400000000 ***11*1**1 LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100109 2    59   41 ****** 3 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100110 2    66   44 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100111 2    78   52 ****** 4 ** 1400000000 *1******** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100112 2    69   47 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100113 2    64   44 ****** 4 ** 1400000000 *1**1***** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100114 2    52   32 ****** 4 ** 2400000000 ****1***** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100115 2    65   44 ****** 4 ** 2400000000 *1******** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100116 2    64   44 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100117 2    63   43 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100118 2    70   48 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100119 2    71   45 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100120 2    65   44 ****** 4 ** 1400000000 **1**11111 LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100121 2    68   49 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100122 2    66   44 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100123 2    67   46 ****** 4 ** 2400000000 *1******** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100124 2    67   46 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100125 2    64   44 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100126 2    70   47 ****** 4 ** 1400000000 ****1***1* LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100127 2    66   43 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100128 2    60   38 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100129 2    66   46 ****** 4 ** 2400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100130 2    61   42 ****** 4 ** 1400000000 ***11**11* LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100131 2    70   48 ****** 4 ** 2400000000 *****11*** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100132 2    67   46 ****** 4 ** 2400000000 *1**11**1* LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100133 2    67   44 ****** 4 ** 1400000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100134 2    27***** ****** 1  1 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100135 2    36***** ****** 1  1 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100136 2    37***** ****** 1  1 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100137 2    58***** ****** 1  3 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100138 2    50***** ****** 1  3 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100139 2    46***** ****** 1  1 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100140 2    41***** ****** 1  1 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100141 2    45***** ****** 1  1 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100142 2    35***** ****** 1  1 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100143 2    30***** ****** 1  1 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
 29071993 12    3 0100144 2    26***** ****** 1  1 **00000000 ********** LC 015103.7 030924.7  45 **** ****       C.ALBERT/A.HEBERT     ***** *                
