 16062009 19    3 0040001 1132.49***** 33.35* 3M** **00000000 ********** LL 04705050 06100832  50 * 92 ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040002 1 88.72***** 22.32* 3M** **00000000 2********* LL 04705050 06100832  50 * 76 ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040003 1122.65***** 31.54* 3M** **00000000 ****1***** LL 04705050 06100832  50 * 82 ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040004 1 91.59***** 21.09* 3M** **00000000 ****1****1 LL 04705050 06100832  50 * 80 ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040005 1 96.01***** 23.08* 3 ** **00000000 ********** LL 04705050 06100832  50 * 80 ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040006 1 68.74***** 12.88* 3M** **00000000 **1******* LL 04705050 06100832  50 * 70 ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040007 1 67.04***** 14.19* 3 ** **00000000 21*****1** LL 04705050 06100832  50 * 62 ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040008 1 19.89*****  2.52* 1 ** **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040009 1 13.88*****  2.17* 1 ** **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040010 2 71.4150.29 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040011 2 72.7542.75 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040012 2 77.7156.79 ****** 4 ** 1400000000 *********1 LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040013 2 71.8150.20 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040014 2 61.7342.97 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040015 2 76.7753.24 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040016 2 75.2150.65 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040017 2 63.4444.46 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040018 2 60.2839.25 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040019 2 55.9736.84 ****** 4 ** 1400000000 ****1***** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040020 2 74.4353.56 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040021 2 66.5249.12 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040022 2 62.6143.32 ****** 4 ** 1400000000 ****1****1 LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040023 2 72.6152.44 ****** 5 ** 2200000000 ******1*** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040024 2 69.1848.59 ****** 5 ** 2400000000 ****1***** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040025 2 60.9644.23 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040026 2 64.7845.05 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040027 2 63.9443.75 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040028 2 65.9449.00 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040029 2 66.3243.26 ****** 4 ** 2400000000 ********1* LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040030 2 67.0945.15 ****** 4 ** 2400000000 *1*11***** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040031 2 60.9044.60 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040032 2 68.2847.62 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040033 2 66.8148.13 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040034 2 65.8247.01 ****** 3 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040035 2 67.2247.57 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040036 2 67.1246.41 ****** 4 ** 2400000000 *1******** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040037 2 65.5344.78 ****** 4 ** 2400000000 **1******* LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040038 2 64.1445.66 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040039 2 64.1344.82 ****** 4 ** 1400000000 ****1*1*** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040040 2 69.7050.57 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040041 2 64.1349.76 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040042 2 57.7339.33 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040043 2 61.2541.30 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040044 2 72.8750.22 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040045 2 63.5946.45 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040046 2 70.8250.97 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040047 2 70.8148.28 ****** 5 ** 1400000000 *1******** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040048 2 67.8846.24 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040049 2 63.9146.69 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040050 2 63.3344.77 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040051 2 70.4549.92 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040052 2 67.8247.01 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040053 2 69.8946.81 ****** 4 ** 2400000000 ******1*** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040054 2 65.6746.14 ****** 4 ** 1400000000 ******1*** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040055 2 66.5245.72 ****** 4 ** 2400000000 *********1 LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040056 2 55.0848.01 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040057 2 62.5944.55 ****** 3 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040058 2 68.1646.66 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040059 2 59.2743.28 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040060 2 67.3148.46 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040061 2 59.7246.18 ****** 4 ** 2400000000 ******1*** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040062 2 67.1347.48 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040063 2 72.3747.07 ****** 5 ** 2400000000 ****1*11** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040064 2 74.9254.64 ****** 5 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040065 2 66.9848.75 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040066 2 61.5543.80 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040067 2 52.3537.17 ****** 3 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040068 2 75.7149.41 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040069 2 62.1142.51 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040070 2 69.6150.35 ****** 5 ** 2400000000 *******1*1 LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040071 2 75.1653.54 ****** 5 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040072 2 63.6145.34 ****** 4 ** *000000000 ***1***1** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040073 2 62.0142.51 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040074 2 65.6847.05 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040075 2 61.5544.05 ****** 4 ** 1400000000 *********1 LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040076 2 63.0845.62 ****** 4 ** 1400000000 ********11 LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040077 2 60.5243.53 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040078 2 67.9446.95 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040079 2 68.4745.77 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040080 2 77.2351.43 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040081 2 66.8045.81 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040082 2 68.5748.20 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040083 2 64.7546.51 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040084 2 70.2648.74 ****** 5 ** 1400000000 ********1* LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040085 2 65.8544.21 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040086 2 65.7546.69 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040087 2 56.6239.62 ****** 3 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040088 2 69.0549.54 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040089 2 65.7847.11 ****** 4 ** 2400000000 ********1* LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040090 2 65.5444.76 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040091 2 66.2544.75 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040092 2 68.6649.53 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040093 2 69.8449.09 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040094 2 62.9844.24 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040095 2 58.4543.01 ****** 5 ** 2400000000 ********11 LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040096 2 70.2247.93 ****** 4 ** 1400000000 *1*******1 LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040097 2 76.7653.20 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040098 2 61.6142.53 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040099 2 70.0748.97 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040100 2 57.5541.32 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040101 2 60.8043.54 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040102 2 77.2951.91 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040103 2 73.1850.46 ****** 4 ** 1100000000 ***111**** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040104 2 66.0548.72 ****** 5 ** 1400000000 *********1 LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040105 2 69.4244.19 ****** 5 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040106 2 66.0145.61 ****** 4 ** 2400000000 *1**1***** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040107 2 56.7038.79 ****** 3 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040108 2 67.8749.25 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040109 2 74.3153.97 ****** 4 ** 2400000000 *1****1*** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040110 2 64.4146.38 ****** 4 ** 2400000000 ****1***** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040111 2 65.5646.87 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040112 2 66.0845.83 ****** 4 ** 2100000000 ***1****** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040113 2 65.7345.52 ****** 4 ** 1400000000 ******1*** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040114 2 63.0544.57 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040115 2 63.0245.50 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040116 2 66.7847.32 ****** 4 ** 2400000000 *1****1*** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040117 2 65.2146.88 ****** 4 ** 1400000000 ****1***** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040118 2 68.9945.86 ****** 4 ** 2400000000 **1******* LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040119 2 64.7544.47 ****** 4 ** 2400000000 *1******1* LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040120 2 60.3440.92 ****** 4 ** 2300000000 1********* LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040121 2 62.6745.43 ****** 4 ** 2400000000 ********1* LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040122 2 71.8549.94 ****** 4 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040123 2 63.6843.73 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040124 2 65.0545.27 ****** 2 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040125 2 68.0550.00 ****** 4 ** 1400000000 *1******** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040126 2 69.9148.18 ****** 5 ** 2200000000 **1*1*11** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040127 2 65.9246.93 ****** 5 ** 2400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040128 2 64.1044.74 ****** 4 ** 1400000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040129 2 60.2641.62 ****** 4 ** 2400000000 *1**1*1*** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040130 2 18.83 2.50 ****** 2  1 **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040131 2 23.92 9.33 ****** 2  1 **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040132 2 20.73 7.07 ****** 2  1 **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040133 2 10.07 6.37 ****** 2  1 **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040134 2 18.95 7.10 ****** 2  1 **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040135 2 14.94 4.99 ****** 2  1 **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040136 2 13.62 4.74 ****** 2  1 **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040137 2 18.67 6.41 ****** 2  1 **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040138 1 18.56*****  2.36* 1 ** **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040139 1 14.39*****  1.83* 1 ** **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040140 1 13.68*****  1.73* 1 ** **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040141 1 14.99*****  1.77* 1 ** **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040142 1 14.33*****  1.94* 1 ** **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040143 1 13.92*****  1.81* 1 ** **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
 16062009 19    3 0040144 1 14.39*****  1.91* 1 ** **00000000 ********** LL 04705050 06100832  50 **** ****       J.F LANDRY/M. HEBERT  ***** *                
