 12091998 19    3 0010001 1 85.85***** 19.861 3 ** **00000000 **1***11** LC 014613.2 028922.6  37 * 80 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010002 1 77.96***** 13.422 1 ** **00000000 ********** LC 014613.2 028922.6  37 * 67 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010003 1 81.34***** 15.442 1 ** **00000000 ********** LC 014613.2 028922.6  37 * 64 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010004 1 73.52***** 13.282 1 ** **00000000 ********** LC 014613.2 028922.6  37 * 62 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010005 1 79.86***** 14.452 3 ** **00000000 ********** LC 014613.2 028922.6  37 * 70 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010006 1 76.79***** 17.521 3 ** **00000000 *****1***1 LC 014613.2 028922.6  37 * 70 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010007 1 69.20***** 16.031 3 ** **00000000 *****1**** LC 014613.2 028922.6  37 * 78 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010008 1 68.39***** 11.512 1 ** **00000000 ********** LC 014613.2 028922.6  37 * 67 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010009 1 58.94***** 11.461 3 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010010 1 74.89***** 13.992 3 ** **00000000 *1****1*** LC 014613.2 028922.6  37 * 68 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010011 1 77.38***** 16.191 3 ** **00000000 ********** LC 014613.2 028922.6  37 * 80 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010012 1 83.19***** 19.081 3 ** **00000000 ********** LC 014613.2 028922.6  37 * 77 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010013 1 79.15***** 14.322 3 ** **00000000 ********** LC 014613.2 028922.6  37 * 63 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010014 1 72.86***** 11.992 2 ** **00000000 ********** LC 014613.2 028922.6  37 * 70 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010015 1116.01***** 28.121 1 ** **00000000 3*1**1**** LC 014613.2 028922.6  37 * 64 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010016 1 98.27***** 24.981 3 ** **00000000 ****1****1 LC 014613.2 028922.6  37 * 89 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010017 1 88.67***** 17.152 3 ** **00000000 ********** LC 014613.2 028922.6  37 * 68 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010018 1 96.52***** 22.741 3 ** **00000000 ********** LC 014613.2 028922.6  37 * 83 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010019 1 88.34***** 20.231 3 ** **00000000 *********1 LC 014613.2 028922.6  37 * 75 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010020 1 74.38***** 15.801 2 ** **00000000 *****1**** LC 014613.2 028922.6  37 * 69 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010021 1 66.02***** 11.102 3 ** **00000000 2********* LC 014613.2 028922.6  37 * 60 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010022 1 72.67***** 12.452 1 ** **00000000 ********** LC 014613.2 028922.6  37 * 64 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010023 1 67.86***** 15.341 3 ** **00000000 ********** LC 014613.2 028922.6  37 * 72 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010024 1 91.49***** 20.271 3 ** **00000000 ********** LC 014613.2 028922.6  37 * 80 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010025 1 69.13***** 14.731 3 ** **00000000 11******** LC 014613.2 028922.6  37 * 72 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010026 1 81.24***** 15.261 2 ** **00000000 ******1*** LC 014613.2 028922.6  37 * 70 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010027 1 86.12***** 15.752 3 ** **00000000 ********** LC 014613.2 028922.6  37 * 64 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010028 1 77.82***** 14.232 2 ** **00000000 ****2****1 LC 014613.2 028922.6  37 * 69 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010029 1 63.85***** 13.221 1 ** **00000000 2********* LC 014613.2 028922.6  37 * 64 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010030 1 76.05***** 17.651 5 ** **00000000 ********** LC 014613.2 028922.6  37 * 67 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010031 1 74.33***** 17.691 2 ** **00000000 ********** LC 014613.2 028922.6  37 * 80 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010032 1 87.00***** 17.142 2 ** **00000000 ********** LC 014613.2 028922.6  37 * 68 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010033 1106.09***** 26.591 3 ** **00000000 *****2**** LC 014613.2 028922.6  37 * 90 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010034 1 85.31***** 20.141 3 ** **00000000 *******1** LC 014613.2 028922.6  37 * 80 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010035 1 91.84***** 22.161 3 ** **00000000 ********** LC 014613.2 028922.6  37 * 89 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010036 1 72.35***** 12.822 3 ** **00000000 *********1 LC 014613.2 028922.6  37 * 67 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010037 1 62.19***** 10.402 1 ** **00000000 ********** LC 014613.2 028922.6  37 * 60 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010038 1 63.09***** 10.382 1 ** **00000000 ********** LC 014613.2 028922.6  37 * 67 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010039 1 63.59***** 10.352 1 ** **00000000 ********** LC 014613.2 028922.6  37 * 55 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010040 1 51.84***** 10.242 1 ** **00000000 ********** LC 014613.2 028922.6  37 * 62 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010041 1 63.11*****  9.732 1 ** **00000000 *11******* LC 014613.2 028922.6  37 * 62 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010042 1 58.36*****  9.822 1 ** **00000000 ***1****** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010043 1 77.04***** 13.762 3 ** **00000000 ********** LC 014613.2 028922.6  37 * 68 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010044 1 72.96***** 12.922 3 ** **00000000 ********** LC 014613.2 028922.6  37 * 68 ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010045 1 54.77*****  8.822 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010046 1 38.21*****  5.802 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010047 1 34.75*****  5.092 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010048 1 33.28*****  4.672 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010049 1 37.44*****  5.702 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010050 1 36.78*****  5.372 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010051 1 31.80*****  4.812 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010052 1 48.78*****  7.672 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010053 1 35.43*****  5.302 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010054 1 38.56*****  5.962 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010055 1 49.46*****  7.982 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010056 1 53.60*****  8.802 1 ** **00000000 *****1**** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010057 1 36.28*****  5.392 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010058 1 36.68*****  5.412 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010059 1 36.02*****  5.422 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010060 1 34.34*****  4.962 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010061 1 33.85*****  5.222 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010062 1 35.57*****  5.352 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010063 1 36.83*****  5.532 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010064 1 25.07*****  3.482 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010065 1 33.13*****  4.782 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010066 1 40.47*****  6.112 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010067 1 36.77*****  5.572 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010068 1 34.57*****  5.472 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010069 1 33.48*****  5.092 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010070 1 38.10*****  5.802 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010071 1 34.45***** *****2 1 ** **00000000 11***2**** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010072 1 43.05*****  6.702 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010073 1 34.71*****  5.382 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010074 1 31.70*****  4.892 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010075 1 31.78*****  4.742 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010076 1 34.96*****  5.232 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010077 1 36.89*****  5.702 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010078 1 33.42*****  4.972 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010079 1 37.22*****  5.882 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010080 1 37.93*****  5.672 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
 12091998 19    3 0010081 1 26.05*****  3.802 1 ** **00000000 ********** LC 014613.2 028922.6  37 **** ****       A. HEBERT/S. ALBERT   ***** *                
