 28071995 PE    3 0090001 2    57   42 ****** 3 ** 1400000000 ********** LC 014720.1 030068.1  33 **** ****       C. ALBERT/S. ALBERT   ***** *                
 28071995 PE    3 0090002 2    60   33 ****** 2  3 **00000000 ********** LC 014720.1 030068.1  33 **** ****       C. ALBERT/S. ALBERT   ***** *                
 28071995 PE    3 0090003 1    61*****    10* 1 ** **00000000 *12******* LC 014720.1 030068.1  33 * 64 ****       C. ALBERT/S. ALBERT   ***** *                
 28071995 PE    3 0090004 1   104*****    18* 1 ** **00000000 ********** LC 014720.1 030068.1  33 * 60 ****       C. ALBERT/S. ALBERT   ***** *                
 28071995 PE    3 0090005 1    74*****    12* 1 ** **00000000 ********** LC 014720.1 030068.1  33 * 60 ****       C. ALBERT/S. ALBERT   ***** *                
 28071995 PE    3 0090006 1    75*****    13* 1 ** **00000000 ********** LC 014720.1 030068.1  33 * 60 ****       C. ALBERT/S. ALBERT   ***** *                
 28071995 PE    3 0090007 1    81*****    13* 1 ** **00000000 ********** LC 014720.1 030068.1  33 * 62 ****       C. ALBERT/S. ALBERT   ***** *                
 28071995 PE    3 0090008 1   108*****    27* 1 ** **00000000 ******1*** LC 014720.1 030068.1  33 * 67 ****       C. ALBERT/S. ALBERT   ***** *                
 28071995 PE    3 0090009 1    66*****    11* 1 ** **00000000 ********** LC 014720.1 030068.1  33 * 65 ****       C. ALBERT/S. ALBERT   ***** *                
 28071995 PE    3 0090010 1    79*****    15* 1 ** **00000000 ********** LC 014720.1 030068.1  33 * 63 ****       C. ALBERT/S. ALBERT   ***** *                
 28071995 PE    3 0090011 1    76*****    14* 1 ** **00000000 ********** LC 014720.1 030068.1  33 * 64 ****       C. ALBERT/S. ALBERT   ***** *                
