 08091995 19    3 0010001 1   104*****    25* 2 ** **00000000 ********** LC 014495.3 029093.5  44 * 77 ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010002 1    72*****    12* 2 ** **00000000 ********** LC 014495.3 029093.5  44 * 72 ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010003 1    72*****    12* 2 ** **00000000 **11****** LC 014495.3 029093.5  44 * 69 ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010004 1    63*****    10* 1 ** **00000000 ********** LC 014495.3 029093.5  44 * 58 ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010005 1    54*****     7* 1 ** **00000000 ********** LC 014495.3 029093.5  44 **** ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010006 1    62*****    12* 2 ** **00000000 ********** LC 014495.3 029093.5  44 * 78 ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010007 1    80*****    13* 2 ** **00000000 ********** LC 014495.3 029093.5  44 * 68 ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010008 1    91*****    19* 5 ** **00000000 ********** LC 014495.3 029093.5  44 * 75 ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010009 1    81*****    17* 3 ** **00000000 ********** LC 014495.3 029093.5  44 * 71 ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010010 1    84*****    18* 4 ** **00000000 **1******* LC 014495.3 029093.5  44 * 91 ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010011 1    67*****    11* 1 ** **00000000 ********** LC 014495.3 029093.5  44 * 64 ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010012 1    61*****     9* 1 ** **00000000 ********** LC 014495.3 029093.5  44 * 55 ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010013 1    51*****     8* 1 ** **00000000 ********** LC 014495.3 029093.5  44 **** ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010014 1    51*****     8* 1 ** **00000000 ********** LC 014495.3 029093.5  44 **** ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010015 1    59*****     9* 1 ** **00000000 ********** LC 014495.3 029093.5  44 **** ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010016 1    55*****    10* 3 ** **00000000 ********** LC 014495.3 029093.5  44 * 64 ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010017 1    59*****    12* 1 ** **00000000 ********** LC 014495.3 029093.5  44 **** ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010018 1    59*****    10* 1 ** **00000000 ********** LC 014495.3 029093.5  44 **** ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010019 1    51*****     8* 1 ** **00000000 ********** LC 014495.3 029093.5  44 **** ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010020 1    50*****     8* 1 ** **00000000 ********** LC 014495.3 029093.5  44 **** ****       S.ALBERT/C.ALBERT     ***** *                
 08091995 19    3 0010021 1    68*****    14* 2 ** **00000000 ********** LC 014495.3 029093.5  44 * 81 ****       S.ALBERT/C.ALBERT     ***** *                
