 05101995 12    3 0100001 1    20***** ****** 1 ** **00000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100002 1    23***** ****** 1 ** **00000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100003 1   115*****    30* 3 ** **00000000 ***1****** LC 014960.1 030327.5  45 * 85 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100004 1   111*****    27* 3 ** **00000000 ********** LC 014960.1 030327.5  45 * 91 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100005 1   106*****    25* 4 ** **00000000 ********** LC 014960.1 030327.5  45 * 80 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100006 1   122*****    31* 4 ** **00000000 ********** LC 014960.1 030327.5  45 * 90 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100007 1   112*****    27* 4 ** **00000000 ********** LC 014960.1 030327.5  45 * 80 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100008 1    77*****    13* 1 ** **00000000 ********** LC 014960.1 030327.5  45 * 60 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100009 1   108*****    27* 5 ** **00000000 **1******* LC 014960.1 030327.5  45 * 75 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100010 1   118*****    32* 2 ** **00000000 ********** LC 014960.1 030327.5  45 * 70 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100011 1   129*****    36* 2 ** **00000000 ********** LC 014960.1 030327.5  45 * 80 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100012 1   116*****    28* 2 ** **00000000 ***1****** LC 014960.1 030327.5  45 * 79 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100013 1   103*****    26* 3 ** **00000000 *1*****1** LC 014960.1 030327.5  45 * 91 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100014 1    89*****    17* 3 ** **00000000 *1*****11* LC 014960.1 030327.5  45 * 90 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100015 1   104*****    27* 5 ** **00000000 *********1 LC 014960.1 030327.5  45 * 70 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100016 1    68*****    12* 1 ** **00000000 ********** LC 014960.1 030327.5  45 * 67 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100017 1    73*****    14* 2 ** **00000000 ********** LC 014960.1 030327.5  45 * 75 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100018 1   107*****    29* 4 ** **00000000 **1*1***** LC 014960.1 030327.5  45 * 83 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100019 1   110*****    30* 4 ** **00000000 ********** LC 014960.1 030327.5  45 * 87 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100020 1    89*****    20* 5 ** **00000000 *1******1* LC 014960.1 030327.5  45 * 80 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100021 1    70*****    12* 1 ** **00000000 ********1* LC 014960.1 030327.5  45 * 67 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100022 1    63*****    13* 5 ** **00000000 ********** LC 014960.1 030327.5  45 * 42 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100023 1   117*****    30* 2 ** **00000000 ********** LC 014960.1 030327.5  45 * 83 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100024 1    55*****     9* 1 ** **00000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100025 1   105*****    27* 5 ** **00000000 *******1** LC 014960.1 030327.5  45 * 79 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100026 1   113*****    30* 3 ** **00000000 ******1*** LC 014960.1 030327.5  45 * 87 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100027 1   122*****    33* 4 ** **00000000 ********** LC 014960.1 030327.5  45 * 91 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100028 1   103*****    25* 2 ** **00000000 ****1***** LC 014960.1 030327.5  45 * 87 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100029 1    85*****    20* 2 ** **00000000 **1**1**** LC 014960.1 030327.5  45 * 80 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100030 1   115*****    28* 2 ** **00000000 ********1* LC 014960.1 030327.5  45 * 81 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100031 1   111*****    28* 3 ** **00000000 *******1** LC 014960.1 030327.5  45 * 80 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100032 1   110*****    26* 3 ** **00000000 ********** LC 014960.1 030327.5  45 * 88 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100033 1   123*****    29* 2 ** **00000000 *11******* LC 014960.1 030327.5  45 * 85 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100034 1    78*****    18* 5 ** **00000000 *1******** LC 014960.1 030327.5  45 * 60 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100035 1   113*****    28* 5 ** **00000000 ********** LC 014960.1 030327.5  45 * 68 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100036 1   131*****    32* 4 ** **00000000 ********** LC 014960.1 030327.5  45 * 90 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100037 1   119*****    30* 2 ** **00000000 *********1 LC 014960.1 030327.5  45 * 70 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100038 1   114*****    31* 4 ** **00000000 ********** LC 014960.1 030327.5  45 * 89 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100039 1    73*****    15* 5 ** **00000000 *****1**** LC 014960.1 030327.5  45 * 64 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100040 1    27***** ****** 1 ** **00000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100041 1    94*****    18* 2 ** **00000000 ****1***** LC 014960.1 030327.5  45 * 70 ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100042 1    25***** ****** 1 ** **00000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100043 2    27***** ****** 1  1 **00000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100044 2    27***** ****** 1  1 **00000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100045 2    63   45 ****** 5 ** 1400000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100046 2    73   47 ****** 5 ** 1400000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100047 2    62   43 ****** 5 ** 1400000000 ***11***** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100048 2    63   44 ****** 5 ** 1400000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100049 2    60   43 ****** 5 ** 1400000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100050 2    60   44 ****** 5 ** 1400000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100051 2    65   45 ****** 5 ** 1400000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100052 2    60   43 ****** 5 ** 1400000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100053 2    64   44 ****** 5 ** 1400000000 **1******* LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100054 2    70   47 ****** 5 ** 1400000000 ********** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
 05101995 12    3 0100055 2    65   44 ****** 5 ** 1400000000 *1******** LC 014960.1 030327.5  45 **** ****       S.ALBERT/A.HEBERT     ***** *                
