 10081995 12    3 0060001 1   109*****    27* 4 ** **00000000 ********** LC 014800.8 029724.8  42 * 70 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060002 1   107*****    26* 1 ** **00000000 ********** LC 014800.8 029724.8  42 * 65 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060003 1   107*****    25* 5 ** **00000000 ********** LC 014800.8 029724.8  42 * 79 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060004 1   108*****    25* 3 ** **00000000 ******1*** LC 014800.8 029724.8  42 * 89 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060005 1   115*****    29* 2 ** **00000000 ********** LC 014800.8 029724.8  42 * 68 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060006 1    97*****    24* 4 ** **00000000 ********1* LC 014800.8 029724.8  42 * 80 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060007 1   121*****    30* 3 ** **00000000 ********** LC 014800.8 029724.8  42 * 92 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060008 1   111*****    27* 3 ** **00000000 ********** LC 014800.8 029724.8  42 * 86 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060009 1    95*****    23* 3 ** **00000000 ********** LC 014800.8 029724.8  42 * 88 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060010 1   113*****    28* 5 ** **00000000 ********** LC 014800.8 029724.8  42 * 60 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060011 1   108*****    25* 3 ** **00000000 ********** LC 014800.8 029724.8  42 * 79 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060012 1   104*****    25* 4 ** **00000000 ********** LC 014800.8 029724.8  42 * 82 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060013 1   103*****    25* 3 ** **00000000 ********** LC 014800.8 029724.8  42 * 99 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060014 1   110*****    25* 3 ** **00000000 ********1* LC 014800.8 029724.8  42 * 87 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060015 1   100*****    24* 4 ** **00000000 ********** LC 014800.8 029724.8  42 * 84 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060016 1   105*****    25* 4 ** **00000000 ********** LC 014800.8 029724.8  42 * 83 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060017 1   102*****    24* 2 ** **00000000 ******1*** LC 014800.8 029724.8  42 * 78 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060018 1   106*****    25* 3 ** **00000000 ******1*** LC 014800.8 029724.8  42 * 91 ****       S.ALBERT/C.ALBERT     ***** *                
 10081995 12    3 0060019 1   115*****    30* 3 ** **00000000 ********** LC 014800.8 029724.8  42 * 91 ****       S.ALBERT/C.ALBERT     ***** *                
