measurements::GPnum,measurements::Species,measurements::Measurement,measurements::Measurementnum,measurements::One hundred flag,measurements::One hundred message,measurements::dataentrybox Measure,measurements::Measurement transformed,measurements::Measurement comment,measurements::Datetime
GP312F,23,245.6mm,5,0,,,245.6,,2022-07-15 07:28:44
GP312F,23,246.7mm,6,0,,,246.7,,2022-07-15 07:28:50
GP312F,23,246.1mm,7,0,,,246.1,,2022-07-15 07:28:56
GP312F,23,233.2mm,8,0,,,233.2,,2022-07-15 07:29:03
GP312F,23,256.9mm,9,0,,,256.9,,2022-07-15 07:29:08
GP312F,23,250.0mm,10,0,,,250.0,,2022-07-15 07:29:13
GP312F,23,231.2mm,11,0,,,231.2,,2022-07-15 07:29:20
GP312F,23,231.3mm,12,0,,,231.3,,2022-07-15 07:29:25
GP312F,23,223.1mm,13,0,,,223.1,,2022-07-15 07:29:38
GP312F,23,249.5mm,14,0,,,249.5,,2022-07-15 07:29:43
GP312F,23,236.4mm,15,0,,,236.4,,2022-07-15 07:29:52
GP312F,23,245.0mm,16,0,,,245.0,,2022-07-15 07:30:00
GP312F,23,229.4mm,17,0,,,229.4,,2022-07-15 07:30:06
GP312F,23,225.0mm,18,0,,,225.0,,2022-07-15 07:30:12
GP312F,23,234.7mm,19,0,,,234.7,,2022-07-15 07:30:23
GP312F,23,245.2mm,20,0,,,245.2,,2022-07-15 07:30:30
GP312F,23,262.8mm,21,0,,,262.8,,2022-07-15 07:30:37
GP312F,23,237.4mm,22,0,,,237.4,,2022-07-15 07:30:44
GP312F,23,256.3mm,23,0,,,256.3,,2022-07-15 07:30:53
GP312F,23,253.8mm,24,0,,,253.8,,2022-07-15 07:30:56
GP312F,23,235.2mm,25,0,,,235.2,,2022-07-15 07:30:59
GP312F,23,248.2mm,26,0,,,248.2,,2022-07-15 07:31:03
GP312F,23,224.0mm,27,0,,,224.0,,2022-07-15 07:31:06
GP312F,23,249.5mm,28,0,,,249.5,,2022-07-15 07:31:10
GP312F,23,246.0mm,29,0,,,246.0,,2022-07-15 07:31:12
GP312F,23,237.1mm,30,0,,,237.1,,2022-07-15 07:31:15
GP312F,23,241.4mm,31,0,,,241.4,,2022-07-15 07:31:19
GP312F,23,229.3mm,32,0,,,229.3,,2022-07-15 07:31:22
GP312F,23,246.2mm,33,0,,,246.2,,2022-07-15 07:31:25
GP312F,23,205.6mm,34,0,,,205.6,,2022-07-15 07:31:28
GP312F,23,207.5mm,35,0,,,207.5,,2022-07-15 07:31:31
GP312F,23,239.9mm,36,0,,,239.9,,2022-07-15 07:31:33
GP312F,23,229.6mm,37,0,,,229.6,,2022-07-15 07:31:36
GP312F,23,237.6mm,38,0,,,237.6,,2022-07-15 07:31:39
GP312F,23,267.3mm,39,0,,,267.3,,2022-07-15 07:31:42
GP312F,23,232.8mm,40,0,,,232.8,,2022-07-15 07:31:44
GP312F,23,250.1mm,41,0,,,250.1,,2022-07-15 07:31:47
GP312F,23,247.9mm,42,0,,,247.9,,2022-07-15 07:31:50
GP312F,23,228.0mm,43,0,,,228.0,,2022-07-15 07:31:53
GP312F,23,215.3mm,44,0,,,215.3,,2022-07-15 07:31:57
GP312F,23,269.8mm,45,0,,,269.8,,2022-07-15 07:32:01
GP312F,23,241.0mm,46,0,,,241.0,,2022-07-15 07:32:04
GP312F,23,237.6mm,47,0,,,237.6,,2022-07-15 07:32:10
GP312F,23,260.7mm,48,0,,,260.7,,2022-07-15 07:32:13
GP312F,23,235.3mm,49,0,,,235.3,,2022-07-15 07:32:16
GP312F,23,241.1mm,50,0,,,241.1,,2022-07-15 07:32:19
GP312F,23,243.2mm,51,0,,,243.2,,2022-07-15 07:32:22
GP312F,23,235.5mm,52,0,,,235.5,,2022-07-15 07:32:25
GP312F,23,235.4mm,53,0,,,235.4,,2022-07-15 07:32:28
GP312F,23,230.6mm,54,0,,,230.6,,2022-07-15 07:32:30
GP312F,23,214.0mm,55,0,,,214.0,,2022-07-15 07:32:33
GP312F,23,232.6mm,56,0,,,232.6,,2022-07-15 07:32:36
GP312F,23,234.2mm,57,0,,,234.2,,2022-07-15 07:32:38
GP312F,23,243.7mm,58,0,,,243.7,,2022-07-15 07:32:41
GP312F,23,255.6mm,59,0,,,255.6,,2022-07-15 07:32:44
GP312F,23,234.8mm,60,0,,,234.8,,2022-07-15 07:32:47
GP312F,23,242.9mm,61,0,,,242.9,,2022-07-15 07:32:50
GP312F,23,223.7mm,62,0,,,223.7,,2022-07-15 07:32:53
GP312F,23,241.9mm,63,0,,,241.9,,2022-07-15 07:32:56
GP312F,23,216.7mm,64,0,,,216.7,,2022-07-15 07:32:58
GP312F,23,226.9mm,65,0,,,226.9,,2022-07-15 07:33:01
GP312F,23,254.4mm,66,0,,,254.4,,2022-07-15 07:33:03
GP312F,23,255.3mm,67,0,,,255.3,,2022-07-15 07:33:07
GP312F,23,243.0mm,68,0,,,243.0,,2022-07-15 07:33:10
GP312F,23,236.8mm,69,0,,,236.8,,2022-07-15 07:33:13
GP312F,23,267.9mm,70,0,,,267.9,,2022-07-15 07:33:16
GP312F,23,220.7mm,71,0,,,220.7,,2022-07-15 07:33:20
GP312F,23,247.1mm,72,0,,,247.1,,2022-07-15 07:33:24
GP312F,23,264.9mm,73,0,,,264.9,,2022-07-15 07:33:26
GP312F,23,261.8mm,74,0,,,261.8,,2022-07-15 07:33:30
GP312F,23,261.5mm,75,0,,,261.5,,2022-07-15 07:33:34
GP312F,23,258.9mm,76,0,,,258.9,,2022-07-15 07:33:39
GP312F,23,226.9mm,77,0,,,226.9,,2022-07-15 07:33:42
GP312F,23,228.7mm,78,0,,,228.7,,2022-07-15 07:33:46
GP312F,23,251.2mm,79,0,,,251.2,,2022-07-15 07:33:49
GP312F,23,253.5mm,80,0,,,253.5,,2022-07-15 07:33:52
GP312F,23,234.5mm,81,0,,,234.5,,2022-07-15 07:33:56
GP312F,23,214.3mm,82,0,,,214.3,,2022-07-15 07:34:01
GP312F,23,234.7mm,83,0,,,234.7,,2022-07-15 07:34:04
GP312F,23,242.0mm,84,0,,,242.0,,2022-07-15 07:34:08
GP312F,23,254.3mm,85,0,,,254.3,,2022-07-15 07:34:11
GP312F,23,232.7mm,86,0,,,232.7,,2022-07-15 07:34:14
GP312F,23,228.0mm,87,0,,,228.0,,2022-07-15 07:34:17
GP312F,23,230.5mm,88,0,,,230.5,,2022-07-15 07:34:19
GP312F,23,285.3mm,89,0,,,285.3,,2022-07-15 07:34:23
GP312F,23,228.7mm,90,0,,,228.7,,2022-07-15 07:34:25
GP312F,23,217.1mm,91,0,,,217.1,,2022-07-15 07:34:29
GP312F,23,246.7mm,92,0,,,246.7,,2022-07-15 07:34:33
GP312F,23,250.1mm,93,0,,,250.1,,2022-07-15 07:34:38
GP312F,23,228.6mm,94,0,,,228.6,,2022-07-15 07:34:41
GP312F,23,256.4mm,95,0,,,256.4,,2022-07-15 07:34:43
GP312F,23,218.4mm,96,0,,,218.4,,2022-07-15 07:34:46
GP312F,23,239.4mm,97,0,,,239.4,,2022-07-15 07:34:49
GP312F,23,247.9mm,98,0,,,247.9,,2022-07-15 07:34:52
GP312F,23,233.2mm,99,0,,,233.2,,2022-07-15 07:34:55
GP312F,23,258.5mm,100,0,,,258.5,,2022-07-15 07:35:00
GP312F,12,379.8mm,1,0,,,379.8,,2022-07-15 07:35:47
GP312F,12,641.4mm,2,0,,,641.4,,2022-07-15 07:35:51
GP312F,12,542.9mm,3,0,,,542.9,,2022-07-15 07:36:03
GP312F,12,412.7mm,4,0,,,412.7,,2022-07-15 07:36:08
GP312F,12,335.7mm,5,0,,,335.7,,2022-07-15 07:36:12
GP312F,12,317.1mm,6,0,,,317.1,,2022-07-15 07:36:16
GP312F,12,636.6mm,7,0,,,636.6,,2022-07-15 07:36:19
GP312F,41,347.5mm,1,0,,,347.5,,2022-07-15 07:36:43
GP312F,40,192.2mm,1,0,,,192.2,,2022-07-15 07:36:54
GP312F,202,438.3mm,1,0,,,438.3,,2022-07-15 07:37:07
GP312F,202,366.7mm,2,0,,,366.7,,2022-07-15 07:37:12
GP312F,201,389.2mm,1,0,,,389.2,,2022-07-15 07:37:27
GP312F,112,230.9mm,1,0,,,230.9,,2022-07-15 07:37:43
GP312F,410,296.7mm,1,0,,,296.7,,2022-07-15 07:38:00
GP312F,410,278.7mm,2,0,,,278.7,,2022-07-15 07:38:03
GP312F,410,197.3mm,3,0,,,197.3,,2022-07-15 07:38:06
GP312F,410,216.7mm,4,0,,,216.7,,2022-07-15 07:38:09
GP312F,410,193.2mm,5,0,,,193.2,,2022-07-15 07:38:12
GP312F,410,265.5mm,6,0,,,265.5,,2022-07-15 07:38:15
GP312F,410,218.0mm,7,0,,,218.0,,2022-07-15 07:38:17
GP312F,410,261.4mm,8,0,,,261.4,,2022-07-15 07:38:20
GP312F,410,254.1mm,9,0,,,254.1,,2022-07-15 07:38:22
GP312F,410,305.0mm,10,0,,,305.0,,2022-07-15 07:38:25
GP312F,410,271.2mm,11,0,,,271.2,,2022-07-15 07:38:27
GP312F,410,262.5mm,12,0,,,262.5,,2022-07-15 07:38:31
GP312F,410,260.9mm,13,0,,,260.9,,2022-07-15 07:38:33
GP312F,410,215.9mm,14,0,,,215.9,,2022-07-15 07:38:36
GP312F,410,223.9mm,15,0,,,223.9,,2022-07-15 07:38:40
GP312F,410,250.5mm,16,0,,,250.5,,2022-07-15 07:38:43
GP312F,410,240.2mm,17,0,,,240.2,,2022-07-15 07:38:45
GP312F,410,229.9mm,18,0,,,229.9,,2022-07-15 07:38:48
GP312F,410,260.4mm,19,0,,,260.4,,2022-07-15 07:38:51
GP312F,410,268.5mm,20,0,,,268.5,,2022-07-15 07:38:55
GP312F,410,297.0mm,21,0,,,297.0,,2022-07-15 07:38:57
GP312F,410,244.3mm,22,0,,,244.3,,2022-07-15 07:38:59
GP312F,410,274.0mm,23,0,,,274.0,,2022-07-15 07:39:02
GP312F,410,250.6mm,24,0,,,250.6,,2022-07-15 07:39:05
GP312F,410,228.5mm,25,0,,,228.5,,2022-07-15 07:39:07
GP312F,410,282.4mm,26,0,,,282.4,,2022-07-15 07:39:10
GP312F,410,215.8mm,27,0,,,215.8,,2022-07-15 07:39:15
GP312F,410,307.4mm,28,0,,,307.4,,2022-07-15 07:39:19
GP312F,410,237.4mm,29,0,,,237.4,,2022-07-15 07:39:22
GP312F,410,244.5mm,30,0,,,244.5,,2022-07-15 07:39:25
GP312F,410,231.3mm,31,0,,,231.3,,2022-07-15 07:39:28
GP312F,410,311.3mm,32,0,,,311.3,,2022-07-15 07:39:31
GP312F,410,281.7mm,33,0,,,281.7,,2022-07-15 07:39:33
GP312F,410,246.4mm,34,0,,,246.4,,2022-07-15 07:39:38
GP312F,410,259.3mm,35,0,,,259.3,,2022-07-15 07:39:41
GP312F,410,317.7mm,36,0,,,317.7,,2022-07-15 07:39:44
GP312F,410,252.9mm,37,0,,,252.9,,2022-07-15 07:39:46
GP312F,410,260.9mm,38,0,,,260.9,,2022-07-15 07:39:49
GP312F,410,222.5mm,39,0,,,222.5,,2022-07-15 07:39:52
GP312F,410,208.3mm,40,0,,,208.3,,2022-07-15 07:39:55
GP312F,410,225.8mm,41,0,,,225.8,,2022-07-15 07:39:57
GP315FR2,10,228.6mm,1,0,,,228.6,,2022-07-15 14:55:25
GP315FR2,10,200.4mm,2,0,,,200.4,,2022-07-15 14:55:42
GP315FR2,10,197.0mm,3,0,,,197.0,,2022-07-15 14:55:46
GP315FR2,880,44.6mm,1,0,,,44.6,,2022-07-15 14:56:01
GP315FR2,40,220.8mm,1,0,,,220.8,,2022-07-15 14:56:36
GP315FR2,302,171.2mm,1,0,,,171.2,,2022-07-15 14:56:54
GP315FR2,302,151.6mm,2,0,,,151.6,,2022-07-15 14:56:58
GP316F,23,245.3mm,1,0,,,245.3,,2022-07-16 08:11:22
GP316F,23,264.5mm,2,0,,,264.5,,2022-07-16 08:11:35
GP316F,23,241.8mm,3,0,,,241.8,,2022-07-16 08:11:43
GP316F,23,233.0mm,4,0,,,233.0,,2022-07-16 08:11:51
GP316F,23,249.4mm,5,0,,,249.4,,2022-07-16 08:11:57
GP316F,23,244.7mm,6,0,,,244.7,,2022-07-16 08:12:02
GP316F,23,265.1mm,7,0,,,265.1,,2022-07-16 08:12:09
GP316F,23,250.9mm,8,0,,,250.9,,2022-07-16 08:12:17
GP316F,23,284.2mm,9,0,,,284.2,,2022-07-16 08:12:22
GP316F,23,256.6mm,10,0,,,256.6,,2022-07-16 08:12:28
GP316F,23,243.8mm,11,0,,,243.8,,2022-07-16 08:12:31
GP316F,23,234.4mm,12,0,,,234.4,,2022-07-16 08:12:33
GP316F,23,243.6mm,13,0,,,243.6,,2022-07-16 08:12:36
GP316F,23,260.3mm,14,0,,,260.3,,2022-07-16 08:12:38
GP316F,23,252.7mm,15,0,,,252.7,,2022-07-16 08:12:42
GP316F,23,256.2mm,16,0,,,256.2,,2022-07-16 08:12:46
GP316F,23,259.4mm,17,0,,,259.4,,2022-07-16 08:12:49
GP316F,23,260.4mm,18,0,,,260.4,,2022-07-16 08:12:52
GP316F,23,245.5mm,19,0,,,245.5,,2022-07-16 08:12:56
GP316F,23,249.7mm,20,0,,,249.7,,2022-07-16 08:12:59
GP316F,23,275.4mm,21,0,,,275.4,,2022-07-16 08:13:03
GP316F,23,241.6mm,22,0,,,241.6,,2022-07-16 08:13:07
GP316F,23,247.2mm,23,0,,,247.2,,2022-07-16 08:13:11
GP316F,23,258.9mm,24,0,,,258.9,,2022-07-16 08:13:14
GP316F,23,257.4mm,25,0,,,257.4,,2022-07-16 08:13:17
GP316F,23,279.0mm,26,0,,,279.0,,2022-07-16 08:13:21
GP316F,23,237.1mm,27,0,,,237.1,,2022-07-16 08:13:25
GP316F,23,242.4mm,28,0,,,242.4,,2022-07-16 08:13:28
GP316F,23,281.2mm,29,0,,,281.2,,2022-07-16 08:13:31
GP316F,23,235.2mm,30,0,,,235.2,,2022-07-16 08:13:34
GP316F,23,270.3mm,31,0,,,270.3,,2022-07-16 08:13:37
GP316F,23,254.3mm,32,0,,,254.3,,2022-07-16 08:13:40
GP316F,23,230.8mm,33,0,,,230.8,,2022-07-16 08:13:43
GP316F,23,233.8mm,34,0,,,233.8,,2022-07-16 08:13:46
GP316F,23,248.7mm,35,0,,,248.7,,2022-07-16 08:13:50
GP316F,23,267.2mm,36,0,,,267.2,,2022-07-16 08:13:53
GP316F,23,280.8mm,37,0,,,280.8,,2022-07-16 08:13:57
GP316F,23,242.0mm,38,0,,,242.0,,2022-07-16 08:14:02
GP316F,23,256.3mm,39,0,,,256.3,,2022-07-16 08:14:05
GP316F,23,255.6mm,40,0,,,255.6,,2022-07-16 08:14:07
GP316F,23,256.5mm,41,0,,,256.5,,2022-07-16 08:14:10
GP316F,23,274.1mm,42,0,,,274.1,,2022-07-16 08:14:14
GP316F,23,251.2mm,43,0,,,251.2,,2022-07-16 08:14:17
GP316F,23,272.4mm,44,0,,,272.4,,2022-07-16 08:14:20
GP316F,23,262.9mm,45,0,,,262.9,,2022-07-16 08:14:23
GP316F,23,218.9mm,46,0,,,218.9,,2022-07-16 08:14:27
GP316F,23,248.6mm,47,0,,,248.6,,2022-07-16 08:14:31
GP316F,23,244.8mm,48,0,,,244.8,,2022-07-16 08:14:34
GP316F,23,237.6mm,49,0,,,237.6,,2022-07-16 08:14:37
GP316F,23,252.5mm,50,0,,,252.5,,2022-07-16 08:14:40
GP316F,23,249.5mm,51,0,,,249.5,,2022-07-16 08:14:47
GP316F,23,231.8mm,52,0,,,231.8,,2022-07-16 08:14:50
GP316F,23,262.5mm,53,0,,,262.5,,2022-07-16 08:14:53
GP316F,23,246.2mm,54,0,,,246.2,,2022-07-16 08:14:56
GP316F,23,248.9mm,55,0,,,248.9,,2022-07-16 08:14:59
GP316F,23,273.3mm,56,0,,,273.3,,2022-07-16 08:15:04
GP316F,23,238.4mm,57,0,,,238.4,,2022-07-16 08:15:07
GP316F,23,264.0mm,58,0,,,264.0,,2022-07-16 08:15:10
GP316F,23,253.7mm,59,0,,,253.7,,2022-07-16 08:15:14
GP316F,23,235.0mm,60,0,,,235.0,,2022-07-16 08:15:17
GP316F,23,269.4mm,61,0,,,269.4,,2022-07-16 08:15:20
GP316F,23,240.0mm,62,0,,,240.0,,2022-07-16 08:15:24
GP316F,23,249.1mm,63,0,,,249.1,,2022-07-16 08:15:27
GP316F,23,242.6mm,64,0,,,242.6,,2022-07-16 08:15:31
GP316F,23,250.7mm,65,0,,,250.7,,2022-07-16 08:15:34
GP316F,23,256.5mm,66,0,,,256.5,,2022-07-16 08:15:37
GP316F,23,248.3mm,67,0,,,248.3,,2022-07-16 08:15:40
GP316F,23,253.3mm,68,0,,,253.3,,2022-07-16 08:15:45
GP316F,23,253.8mm,69,0,,,253.8,,2022-07-16 08:15:48
GP316F,23,275.8mm,70,0,,,275.8,,2022-07-16 08:15:52
GP316F,23,232.6mm,71,0,,,232.6,,2022-07-16 08:15:56
GP316F,23,256.2mm,72,0,,,256.2,,2022-07-16 08:15:59
GP316F,23,263.4mm,73,0,,,263.4,,2022-07-16 08:16:03
GP316F,23,257.1mm,74,0,,,257.1,,2022-07-16 08:16:10
GP316F,23,270.3mm,75,0,,,270.3,,2022-07-16 08:16:13
GP316F,23,233.6mm,76,0,,,233.6,,2022-07-16 08:16:17
GP316F,23,257.6mm,77,0,,,257.6,,2022-07-16 08:16:20
GP316F,23,230.9mm,78,0,,,230.9,,2022-07-16 08:16:23
GP316F,23,239.5mm,79,0,,,239.5,,2022-07-16 08:16:26
GP316F,23,254.0mm,80,0,,,254.0,,2022-07-16 08:16:29
GP316F,23,220.7mm,81,0,,,220.7,,2022-07-16 08:16:32
GP316F,23,253.7mm,82,0,,,253.7,,2022-07-16 08:16:36
GP316F,23,248.4mm,83,0,,,248.4,,2022-07-16 08:16:39
GP316F,23,260.5mm,84,0,,,260.5,,2022-07-16 08:16:43
GP316F,23,252.9mm,85,0,,,252.9,,2022-07-16 08:16:47
GP316F,23,240.5mm,86,0,,,240.5,,2022-07-16 08:16:50
GP316F,23,246.4mm,87,0,,,246.4,,2022-07-16 08:16:54
GP316F,23,244.8mm,88,0,,,244.8,,2022-07-16 08:16:57
GP316F,23,238.2mm,89,0,,,238.2,,2022-07-16 08:17:01
GP316F,23,242.0mm,90,0,,,242.0,,2022-07-16 08:17:04
GP316F,23,232.9mm,91,0,,,232.9,,2022-07-16 08:17:07
GP316F,23,229.9mm,92,0,,,229.9,,2022-07-16 08:17:10
GP316F,23,237.8mm,93,0,,,237.8,,2022-07-16 08:17:13
GP316F,23,234.3mm,94,0,,,234.3,,2022-07-16 08:17:16
GP316F,23,225.4mm,95,0,,,225.4,,2022-07-16 08:17:19
GP316F,23,245.8mm,96,0,,,245.8,,2022-07-16 08:17:23
GP316F,23,231.7mm,97,0,,,231.7,,2022-07-16 08:17:26
GP316F,23,232.4mm,98,0,,,232.4,,2022-07-16 08:17:30
GP316F,23,257.5mm,99,0,,,257.5,,2022-07-16 08:17:33
GP316F,23,268.1mm,100,0,,,268.1,,2022-07-16 08:17:38
GP316F,221,423.3mm,1,0,,,423.3,,2022-07-16 08:18:23
GP316F,221,363.9mm,2,0,,,363.9,,2022-07-16 08:18:31
GP316F,221,406.4mm,3,0,,,406.4,,2022-07-16 08:18:35
GP316F,221,430.3mm,4,0,,,430.3,,2022-07-16 08:18:39
GP316F,221,478.3mm,5,0,,,478.3,,2022-07-16 08:18:42
GP316F,221,336.1mm,6,0,,,336.1,,2022-07-16 08:18:48
GP316F,221,427.1mm,7,0,,,427.1,,2022-07-16 08:18:51
GP316F,221,513.8mm,8,0,,,513.8,,2022-07-16 08:18:57
GP316F,221,457.5mm,9,0,,,457.5,,2022-07-16 08:19:00
GP316F,221,468.1mm,10,0,,,468.1,,2022-07-16 08:19:05
GP316F,410,240.2mm,1,0,,,240.2,,2022-07-16 08:19:23
GP316F,410,223.0mm,2,0,,,223.0,,2022-07-16 08:19:28
GP316F,410,249.9mm,3,0,,,249.9,,2022-07-16 08:19:31
GP316F,410,222.5mm,4,0,,,222.5,,2022-07-16 08:19:33
GP316F,410,275.2mm,5,0,,,275.2,,2022-07-16 08:19:36
GP316F,410,305.6mm,6,0,,,305.6,,2022-07-16 08:19:38
GP316F,410,191.3mm,7,0,,,191.3,,2022-07-16 08:19:40
GP316F,410,219.7mm,8,0,,,219.7,,2022-07-16 08:19:45
GP316F,202,264.9mm,1,0,,,264.9,,2022-07-16 08:20:45
GP316F,201,678.6mm,1,0,,,678.6,,2022-07-16 08:21:07
GP316F,201,366.9mm,2,0,,,366.9,,2022-07-16 08:21:11
GP316F,41,345.7mm,1,0,,,345.7,,2022-07-16 08:21:24
GP316F,41,339.9mm,2,0,,,339.9,,2022-07-16 08:21:27
GP316F,41,231.4mm,3,0,,,231.4,,2022-07-16 08:21:31
GP321F,10,330.6mm,1,0,,,330.6,,2022-09-05 09:26:59
GP321F,10,168.5mm,2,0,,,168.5,,2022-09-05 09:27:04
GP321F,10,173.3mm,3,0,,,173.3,,2022-09-05 09:27:08
GP321F,10,154.0mm,4,0,,,154.0,,2022-09-05 09:27:12
GP321F,10,299.0mm,5,0,,,299.0,,2022-09-05 09:27:15
GP321F,10,169.9mm,6,0,,,169.9,,2022-09-05 09:27:18
GP321F,10,196.4mm,7,0,,,196.4,,2022-09-05 09:27:21
GP321F,10,155.6mm,8,0,,,155.6,,2022-09-05 09:27:24
GP321F,10,160.8mm,9,0,,,160.8,,2022-09-05 09:27:28
GP321F,10,167.2mm,10,0,,,167.2,,2022-09-05 09:27:32
GP321F,10,168.7mm,11,0,,,168.7,,2022-09-05 09:27:36
GP321F,10,160.2mm,12,0,,,160.2,,2022-09-05 09:27:40
GP321F,10,237.3mm,13,0,,,237.3,,2022-09-05 09:27:45
GP321F,10,175.7mm,14,0,,,175.7,,2022-09-05 09:27:49
GP321F,10,157.0mm,15,0,,,157.0,,2022-09-05 09:27:53
GP321F,10,151.7mm,16,0,,,151.7,,2022-09-05 09:27:57
GP321F,10,178.5mm,17,0,,,178.5,,2022-09-05 09:28:01
GP321F,10,161.7mm,18,0,,,161.7,,2022-09-05 09:28:05
GP321F,10,163.4mm,19,0,,,163.4,,2022-09-05 09:28:09
GP321F,10,195.2mm,20,0,,,195.2,,2022-09-05 09:28:14
GP321F,10,154.1mm,21,0,,,154.1,,2022-09-05 09:28:18
GP321F,10,193.5mm,22,0,,,193.5,,2022-09-05 09:28:23
GP321F,40,190.1mm,1,0,,,190.1,,2022-09-05 09:28:57
GP321F,40,204.8mm,2,0,,,204.8,,2022-09-05 09:29:04
GP321F,40,175.6mm,3,0,,,175.6,,2022-09-05 09:29:07
GP321F,40,250.6mm,4,0,,,250.6,,2022-09-05 09:29:10
GP321F,40,119.2mm,5,0,,,119.2,,2022-09-05 09:29:13
GP321F,40,272.2mm,6,0,,,272.2,,2022-09-05 09:29:17
GP321F,40,159.5mm,7,0,,,159.5,,2022-09-05 09:29:19
GP321F,40,250.5mm,8,0,,,250.5,,2022-09-05 09:29:22
GP321F,40,134.0mm,9,0,,,134.0,,2022-09-05 09:29:24
GP321F,40,149.6mm,10,0,,,149.6,,2022-09-05 09:29:27
GP321F,40,165.0mm,11,0,,,165.0,,2022-09-05 09:29:30
GP321F,40,174.2mm,12,0,,,174.2,,2022-09-05 09:29:42
GP321F,40,167.3mm,13,0,,,167.3,,2022-09-05 09:29:44
GP321F,40,176.6mm,14,0,,,176.6,,2022-09-05 09:29:46
GP321F,40,240.0mm,15,0,,,240.0,,2022-09-05 09:29:49
GP321F,40,204.7mm,16,0,,,204.7,,2022-09-05 09:29:51
GP321F,40,164.8mm,17,0,,,164.8,,2022-09-05 09:29:54
GP321F,40,153.7mm,18,0,,,153.7,,2022-09-05 09:29:57
GP321F,40,177.8mm,19,0,,,177.8,,2022-09-05 09:30:01
GP321F,40,155.0mm,20,0,,,155.0,,2022-09-05 09:30:06
GP321F,40,190.2mm,21,0,,,190.2,,2022-09-05 09:30:09
GP321F,40,130.9mm,22,0,,,130.9,,2022-09-05 09:30:15
GP321F,40,159.4mm,23,0,,,159.4,,2022-09-05 09:30:19
GP321F,40,198.5mm,24,0,,,198.5,,2022-09-05 09:30:21
GP321F,40,171.7mm,25,0,,,171.7,,2022-09-05 09:30:24
GP321F,40,175.7mm,26,0,,,175.7,,2022-09-05 09:30:26
GP321F,40,183.5mm,27,0,,,183.5,,2022-09-05 09:30:29
GP321F,40,220.1mm,28,0,,,220.1,,2022-09-05 09:30:32
GP321F,40,148.3mm,29,0,,,148.3,,2022-09-05 09:30:34
GP321F,40,142.2mm,30,0,,,142.2,,2022-09-05 09:30:37
GP321F,40,144.3mm,31,0,,,144.3,,2022-09-05 09:30:40
GP321F,40,114.1mm,32,0,,,114.1,,2022-09-05 09:30:42
GP321F,40,191.8mm,33,0,,,191.8,,2022-09-05 09:30:46
GP321F,40,174.3mm,34,0,,,174.3,,2022-09-05 09:30:48
GP321F,40,162.5mm,35,0,,,162.5,,2022-09-05 09:30:51
GP321F,40,222.2mm,36,0,,,222.2,,2022-09-05 09:30:53
GP321F,40,227.4mm,37,0,,,227.4,,2022-09-05 09:30:56
GP321F,40,158.9mm,38,0,,,158.9,,2022-09-05 09:30:58
GP321F,40,160.5mm,39,0,,,160.5,,2022-09-05 09:31:01
GP321F,40,216.9mm,40,0,,,216.9,,2022-09-05 09:31:03
GP321F,40,128.3mm,41,0,,,128.3,,2022-09-05 09:31:06
GP321F,40,161.5mm,42,0,,,161.5,,2022-09-05 09:31:09
GP321F,40,110.4mm,43,0,,,110.4,,2022-09-05 09:31:12
GP321F,40,164.0mm,44,0,,,164.0,,2022-09-05 09:31:15
GP321F,40,231.2mm,45,0,,,231.2,,2022-09-05 09:31:18
GP321F,40,176.8mm,46,0,,,176.8,,2022-09-05 09:31:21
GP321F,40,218.9mm,47,0,,,218.9,,2022-09-05 09:31:24
GP321F,40,214.4mm,48,0,,,214.4,,2022-09-05 09:31:27
GP321F,40,109.6mm,49,0,,,109.6,,2022-09-05 09:31:29
GP321F,40,228.2mm,50,0,,,228.2,,2022-09-05 09:31:33
GP321F,40,186.4mm,51,0,,,186.4,,2022-09-05 09:31:35
GP321F,40,166.4mm,52,0,,,166.4,,2022-09-05 09:31:38
GP321F,40,221.5mm,53,0,,,221.5,,2022-09-05 09:31:41
GP321F,40,192.8mm,54,0,,,192.8,,2022-09-05 09:31:43
GP321F,40,187.4mm,55,0,,,187.4,,2022-09-05 09:31:46
GP321F,40,137.4mm,56,0,,,137.4,,2022-09-05 09:31:48
GP321F,40,118.9mm,57,0,,,118.9,,2022-09-05 09:31:51
GP321F,40,153.0mm,58,0,,,153.0,,2022-09-05 09:31:55
GP321F,40,147.4mm,59,0,,,147.4,,2022-09-05 09:31:57
GP321F,40,102.3mm,60,0,,,102.3,,2022-09-05 09:32:01
GP321F,40,186.5mm,61,0,,,186.5,,2022-09-05 09:32:04
GP321F,40,208.7mm,62,0,,,208.7,,2022-09-05 09:32:06
GP321F,40,194.4mm,63,0,,,194.4,,2022-09-05 09:32:09
GP321F,40,157.8mm,64,0,,,157.8,,2022-09-05 09:32:11
GP321F,40,187.1mm,65,0,,,187.1,,2022-09-05 09:32:14
GP321F,40,174.5mm,66,0,,,174.5,,2022-09-05 09:32:16
GP321F,40,155.1mm,67,0,,,155.1,,2022-09-05 09:32:20
GP321F,40,200.9mm,68,0,,,200.9,,2022-09-05 09:32:23
GP321F,40,157.8mm,69,0,,,157.8,,2022-09-05 09:32:25
GP321F,40,156.9mm,70,0,,,156.9,,2022-09-05 09:32:28
GP321F,40,150.0mm,71,0,,,150.0,,2022-09-05 09:32:30
GP321F,40,186.3mm,72,0,,,186.3,,2022-09-05 09:32:33
