"date","tow.id","swept.area","swept.area.method"
"2023-07-27","GP133F",2567,"average"
"2023-07-27","GP128F",2567,"average"
"2023-07-28","GP147F",3269,"model"
"2023-07-28","GP159F",2650,"model"
"2023-07-28","GP184F",1791,"model"
"2023-07-28","GP202F",2863,"model"
"2023-07-28","GP206FR1",2560,"model"
"2023-07-28","GP198F",2578,"average"
"2023-07-28","GP179F",2260,"model"
"2023-07-28","GP176F",2765,"average"
"2023-07-28","GP158F",2496,"model"
"2023-07-28","GP149F",2654,"average"
"2023-07-28","GP127F",2716,"model"
"2023-07-28","GP113F",2616,"model"
"2023-07-29","GP123F",2267,"model"
"2023-07-29","GP099F",2317,"model"
"2023-07-29","GP094F",2799,"average"
"2023-07-29","GP077F",2477,"model"
"2023-07-29","GP084FR1",2444,"model"
"2023-07-29","GP088FR2",3776,"model"
"2023-07-29","GP106F",2810,"model"
"2023-07-30","GP125FR1",2768,"model"
"2023-07-30","GP163F",2753,"model"
"2023-07-30","GP164F",2858,"average"
"2023-07-30","GP151F",3596,"model"
"2023-07-30","GP124F",3327,"model"
"2023-07-30","GP105F",3190,"model"
"2023-07-30","GP080F",3034,"average"
"2023-07-30","GP076F",3178,"model"
"2023-07-30","GP068F",3302,"model"
"2023-07-31","GP049FR1",2309,"model"
"2023-07-31","GP061F",2819,"model"
"2023-07-31","GP067F",3638,"model"
"2023-07-31","GP048F",3635,"model"
"2023-07-31","GP066F",2619,"model"
"2023-07-31","GP070F",2635,"model"
"2023-07-31","GP047F",3032,"model"
"2023-07-31","GP050F",2661,"model"
"2023-07-31","GP044FR1",2517,"model"
"2023-07-31","GP046F",2416,"model"
"2023-07-31","GP036F",2069,"model"
"2023-07-31","GP026F",2958,"model"
"2023-08-01","GP024F",2634,"model"
"2023-08-01","GP025F",3034,"model"
"2023-08-01","GP023F",2055,"model"
"2023-08-01","GP016F",2287,"model"
"2023-08-01","GP019F",2370,"average"
"2023-08-01","GP018F",2269,"model"
"2023-08-01","GP028F",1857,"model"
"2023-08-01","GP032F",1819,"model"
"2023-08-01","GP022F",3164,"model"
"2023-08-01","GP030F",2501,"average"
"2023-08-01","GP040F",2351,"model"
"2023-08-01","GP042F",2519,"model"
"2023-08-02","GP052F",2817,"model"
"2023-08-02","GP051F",2706,"average"
"2023-08-02","GP041F",2589,"model"
"2023-08-02","GP031F",2590,"model"
"2023-08-02","GP045F",2702,"average"
"2023-08-02","GP053F",2775,"average"
"2023-08-02","GP062F",2269,"model"
"2023-08-02","GP060F",2355,"model"
"2023-08-02","GP082F",3090,"average"
"2023-08-03","GP055F",3348,"model"
"2023-08-03","GP021F",2424,"model"
"2023-08-03","GP017F",2654,"average"
"2023-08-03","GP015F",1870,"model"
"2023-08-07","GP009F",2332,"average"
"2023-08-07","GP008F",2151,"model"
"2023-08-07","GP006F",3351,"model"
"2023-08-07","GP004F",1648,"model"
"2023-08-07","GP002F",1908,"model"
"2023-08-08","GP001F",2616,"model"
"2023-08-08","GP003F",1876,"model"
"2023-08-08","GP005F",3063,"model"
"2023-08-08","GP007F",2297,"model"
"2023-08-08","GP011F",1870,"model"
"2023-08-08","GP010F",2784,"model"
"2023-08-08","GP012F",2371,"model"
"2023-08-08","GP013F",2706,"model"
"2023-08-08","GP020F",2758,"average"
"2023-08-08","GP014F",2901,"average"
"2023-08-11","GP054F",2669,"model"
"2023-08-11","GP064F",2570,"model"
"2023-08-11","GP074F",2391,"model"
"2023-08-11","GP056F",2803,"model"
"2023-08-11","GP057F",2878,"average"
"2023-08-11","GP033F",3081,"model"
"2023-08-11","GP027F",3459,"model"
"2023-08-11","GP034F",2903,"average"
"2023-08-12","GP059F",2452,"model"
"2023-08-12","GP065F",2607,"model"
"2023-08-12","GP086F",2998,"average"
"2023-08-12","GP103F",3011,"model"
"2023-08-12","GP089F",3624,"model"
"2023-08-12","GP073F",2920,"average"
"2023-08-12","GP058F",2324,"model"
"2023-08-13","GP029F",2837,"average"
"2023-08-13","GP037F",3544,"model"
"2023-08-13","GP071F",2776,"model"
"2023-08-13","GP118F",2991,"average"
"2023-08-13","GP075F",3581,"model"
"2023-08-13","GP139F",3102,"average"
"2023-08-13","GP114F",3634,"model"
"2023-08-13","GP101F",3012,"average"
"2023-08-13","GP087F",3206,"average"
"2023-08-13","GP069F",3336,"model"
"2023-08-13","GP063F",2797,"model"
"2023-08-14","GP092F",2765,"model"
"2023-08-14","GP100FR1",3991,"model"
"2023-08-14","GP126F",3111,"average"
"2023-08-14","GP143F",2594,"model"
"2023-08-14","GP157F",2608,"model"
"2023-08-14","GP172F",3451,"model"
"2023-08-14","GP183F",3746,"model"
"2023-08-14","GP204F",2957,"model"
"2023-08-14","GP236F",4033,"model"
"2023-08-14","GP243F",2944,"model"
"2023-08-14","GP257F",2859,"model"
"2023-08-14","GP261F",3196,"model"
"2023-08-15","GP278F",3148,"model"
"2023-08-15","GP281F",2721,"model"
"2023-08-15","GP258F",2406,"model"
"2023-08-15","GP247F",2778,"average"
"2023-08-15","GP223F",2829,"model"
"2023-08-15","GP209F",2955,"average"
"2023-08-15","GP193F",2449,"model"
"2023-08-15","GP178F",2854,"model"
"2023-08-15","GP168F",3125,"model"
"2023-08-15","GP175F",2832,"model"
"2023-08-16","GP195F",2740,"average"
"2023-08-16","GP216F",2331,"model"
"2023-08-16","GP228F",2673,"average"
"2023-08-16","GP242F",2527,"model"
"2023-08-16","GP253F",2299,"model"
"2023-08-16","GP239F",1971,"model"
"2023-08-16","GP224F",2038,"model"
"2023-08-16","GP213F",2605,"model"
"2023-08-16","GP205F",3343,"model"
"2023-08-16","GP222F",2751,"model"
"2023-08-16","GP211F",2778,"model"
"2023-08-16","GP219F",3048,"model"
"2023-08-16","GP212F",2518,"model"
"2023-08-17","GP215FR1",2804,"model"
"2023-08-17","GP240F",2188,"model"
"2023-08-17","GP221F",2621,"model"
"2023-08-17","GP232F",3010,"average"
"2023-08-22","GP210FR1",2805,"average"
"2023-08-22","GP191F",3412,"model"
"2023-08-22","GP177FR1",2784,"average"
"2023-08-22","GP190F",2748,"average"
"2023-08-22","GP196F",3119,"model"
"2023-08-22","GP188F",2838,"average"
"2023-08-22","GP161F",2793,"model"
"2023-08-22","GP160F",2274,"model"
"2023-08-22","GP146F",2552,"model"
"2023-08-22","GP116F",2990,"average"
"2023-08-22","GP117F",3000,"average"
"2023-08-23","GP097F",2124,"model"
"2023-08-23","GP090F",3044,"model"
"2023-08-23","GP091F",2572,"model"
"2023-08-23","GP079F",2975,"average"
"2023-08-23","GP104F",2944,"average"
"2023-08-23","GP140F",4162,"model"
"2023-08-23","GP132F",3114,"model"
"2023-08-23","GP119F",2370,"model"
"2023-08-24","GP108FR1",2526,"model"
"2023-08-24","GP102F",3781,"model"
"2023-08-24","GP093F",3041,"model"
"2023-08-24","GP095F",3691,"model"
"2023-08-24","GP111F",3642,"model"
"2023-08-24","GP110FR1",3308,"average"
"2023-08-24","GP129F",3090,"average"
"2023-08-24","GP144F",2679,"model"
"2023-08-24","GP136F",2755,"model"
"2023-08-24","GP135F",3043,"average"
"2023-08-24","GP131F",3759,"model"
"2023-08-25","GP279F",2975,"average"
"2023-08-25","GP275F",2596,"model"
"2023-08-25","GP291F",3059,"model"
"2023-08-25","GP296F",2967,"model"
"2023-08-25","GP297F",2329,"model"
"2023-08-25","GP285F",2301,"model"
"2023-08-28","GP137F",2978,"model"
"2023-08-28","GP145F",2905,"average"
"2023-08-28","GP155F",2862,"average"
"2023-08-28","GP171F",2217,"model"
"2023-08-28","GP173F",2689,"model"
"2023-08-28","GP167F",2709,"model"
"2023-08-28","GP186F",2704,"model"
"2023-08-28","GP182F",2772,"model"
"2023-08-28","GP194F",3436,"model"
"2023-08-28","GP199F",2907,"average"
"2023-08-29","GP333F",3643,"model"
"2023-08-29","GP337F",2585,"model"
"2023-08-29","GP345F",2516,"model"
"2023-08-29","GP355FR2",2475,"average"
"2023-08-29","GP347F",2257,"model"
"2023-08-29","GP349F",2162,"model"
"2023-08-29","GP348F",1822,"model"
"2023-08-29","GP343F",2615,"average"
"2023-08-30","GP311F",3165,"model"
"2023-08-30","GP329F",3021,"model"
"2023-08-30","GP339F",2840,"model"
"2023-08-30","GP340F",2778,"average"
"2023-08-30","GP338F",2932,"average"
"2023-08-30","GP332F",3008,"average"
"2023-09-01","GP305F",3098,"model"
"2023-09-01","GP319F",2955,"model"
"2023-09-01","GP336F",2915,"model"
"2023-09-01","GP330F",3259,"model"
"2023-09-01","GP318F",3253,"model"
"2023-09-01","GP322F",3368,"model"
"2023-09-01","GP327F",2625,"model"
"2023-09-01","GP317F",2786,"model"
"2023-09-01","GP307F",3181,"model"
"2023-09-01","GP309F",2828,"model"
"2023-09-02","GP302F",3505,"model"
"2023-09-02","GP304F",3043,"model"
"2023-09-02","GP299F",3001,"model"
"2023-09-02","GP288F",3004,"model"
"2023-09-02","GP283FR1",3205,"model"
"2023-09-02","GP268F",2850,"model"
"2023-09-02","GP274F",2596,"average"
"2023-09-02","GP272F",2514,"model"
"2023-09-02","GP267F",2977,"model"
"2023-09-02","GP254F",1819,"model"
"2023-09-02","GP256F",1843,"model"
"2023-09-03","GP241F",2935,"model"
"2023-09-03","GP231F",1941,"model"
"2023-09-03","GP238F",2921,"model"
"2023-09-03","GP262F",2095,"model"
"2023-09-03","GP266F",1608,"model"
"2023-09-03","GP264F",1812,"model"
"2023-09-03","GP270F",2242,"model"
"2023-09-03","GP271F",2258,"model"
"2023-09-03","GP277F",2258,"average"
"2023-09-03","GP294F",2452,"average"
"2023-09-03","GP284F",2315,"model"
"2023-09-03","GP276F",3578,"model"
"2023-09-04","GP280F",1979,"model"
"2023-09-04","GP289F",2365,"model"
"2023-09-04","GP301F",2876,"model"
"2023-09-04","GP298F",3190,"model"
"2023-09-04","GP306F",2803,"average"
"2023-09-04","GP286F",2808,"average"
