"date","tow.id","swept.area","swept.area.method"
"2022-07-24","GP239F",1878,"model"
"2022-07-24","GP224F",2282,"model"
"2022-07-24","GP222F",2811,"model"
"2022-07-24","GP213F",2509,"model"
"2022-07-24","GP205F",3765,"model"
"2022-07-24","GP211F",2456,"model"
"2022-07-24","GP199F",3281,"model"
"2022-07-24","GP219F",1938,"model"
"2022-07-24","GP212F",2527,"model"
"2022-07-24","GP221F",2188,"model"
"2022-07-24","GP232F",2014,"model"
"2022-07-29","GP265F",2577,"model"
"2022-07-29","GP234FR1",2839,"model"
"2022-07-29","GP226FR2",1936,"model"
"2022-07-30","GP233F",1986,"model"
"2022-07-30","GP220F",2592,"model"
"2022-07-30","GP214F",2485,"model"
"2022-07-30","GP192F",2522,"model"
"2022-07-30","GP189FR2",2649,"model"
"2022-07-30","GP197F",1974,"model"
"2022-07-30","GP202FR1",2605,"model"
"2022-07-30","GP206F",2186,"model"
"2022-07-30","GP198FR1",3091,"model"
"2022-07-31","GP159F",3065,"model"
"2022-07-31","GP170F",2765,"model"
"2022-07-31","GP174FR1",2527,"model"
"2022-07-31","GP162F",2586,"model"
"2022-07-31","GP154F",2193,"model"
"2022-07-31","GP133F",2091,"model"
"2022-07-31","GP141F",2027,"model"
"2022-07-31","GP128FR1",2056,"model"
"2022-07-31","GP099F",2095,"model"
"2022-08-01","GP094FR1",1606,"model"
"2022-08-01","GP077F",2494,"model"
"2022-08-01","GP113F",2620,"model"
"2022-08-01","GP127F",2675,"model"
"2022-08-01","GP123F",3071,"model"
"2022-08-01","GP147F",2441,"model"
"2022-08-01","GP149F",2455,"model"
"2022-08-01","GP158F",2394,"model"
"2022-08-01","GP176F",2238,"model"
"2022-08-01","GP179F",2521,"model"
"2022-08-01","GP177FR1",2508,"model"
"2022-08-02","GP163F",2452,"model"
"2022-08-02","GP164F",2344,"model"
"2022-08-02","GP151F",2280,"model"
"2022-08-02","GP150FR1",3354,"model"
"2022-08-02","GP125FR1",3055,"model"
"2022-08-02","GP106F",2822,"model"
"2022-08-02","GP124F",2771,"model"
"2022-08-02","GP105FR1",3243,"model"
"2022-08-02","GP080F",3370,"model"
"2022-08-02","GP088F",2550,"model"
"2022-08-02","GP068F",2519,"model"
"2022-08-03","GP049F",2332,"model"
"2022-08-03","GP061F",2628,"model"
"2022-08-03","GP076FR1",3210,"model"
"2022-08-03","GP046F",2361,"model"
"2022-08-03","GP048F",3154,"model"
"2022-08-03","GP067F",3142,"model"
"2022-08-03","GP066F",3223,"model"
"2022-08-03","GP050F",2846,"model"
"2022-08-03","GP032F",3089,"model"
"2022-08-03","GP044F",2111,"model"
"2022-08-03","GP025F",2431,"model"
"2022-08-03","GP036F",1739,"model"
"2022-08-04","GP026F",2853,"model"
"2022-08-04","GP024F",2832,"model"
"2022-08-04","GP016F",2498,"average"
"2022-08-04","GP023F",3254,"model"
"2022-08-04","GP019F",2549,"model"
"2022-08-04","GP018F",2501,"model"
"2022-08-04","GP028F",2352,"model"
"2022-08-04","GP022F",2018,"model"
"2022-08-04","GP030F",2641,"model"
"2022-08-04","GP040F",2158,"model"
"2022-08-04","GP042F",2024,"model"
"2022-08-04","GP031F",2601,"model"
"2022-08-05","GP041FR1",1902,"model"
"2022-08-05","GP039F",3548,"model"
"2022-08-05","GP045F",2409,"model"
"2022-08-05","GP051FR1",1942,"model"
"2022-08-05","GP052F",2937,"model"
"2022-08-05","GP069F",2672,"model"
"2022-08-05","GP062F",2053,"model"
"2022-08-05","GP053F",2435,"model"
"2022-08-06","GP001F",2104,"average"
"2022-08-06","GP003F",2237,"model"
"2022-08-10","GP002FR1",1554,"model"
"2022-08-10","GP004F",1575,"model"
"2022-08-10","GP006F",3032,"model"
"2022-08-10","GP005F",3074,"model"
"2022-08-10","GP007F",2326,"model"
"2022-08-10","GP008F",2104,"average"
"2022-08-10","GP009F",1046,"model"
"2022-08-10","GP011F",1892,"model"
"2022-08-10","GP010F",2186,"average"
"2022-08-10","GP012F",2048,"model"
"2022-08-10","GP013F",2254,"model"
"2022-08-13","GP161F",2400,"model"
"2022-08-13","GP160F",2007,"model"
"2022-08-13","GP140FR1",3699,"model"
"2022-08-13","GP146F",2343,"model"
"2022-08-13","GP116F",2752,"model"
"2022-08-13","GP117F",2857,"model"
"2022-08-13","GP097F",2274,"model"
"2022-08-13","GP090F",3794,"model"
"2022-08-13","GP079F",3050,"model"
"2022-08-13","GP104F",2220,"model"
"2022-08-13","GP091F",3395,"model"
"2022-08-14","GP014F",2081,"model"
"2022-08-14","GP020F",2216,"model"
"2022-08-14","GP021F",2037,"model"
"2022-08-14","GP015F",2372,"model"
"2022-08-14","GP017F",1565,"model"
"2022-08-14","GP037F",3092,"model"
"2022-08-14","GP029FR1",3660,"model"
"2022-08-14","GP058F",2907,"model"
"2022-08-14","GP059F",3123,"model"
"2022-08-15","GP034FR1",2518,"model"
"2022-08-15","GP027F",2012,"model"
"2022-08-15","GP033F",2009,"model"
"2022-08-15","GP057F",2418,"model"
"2022-08-15","GP038F",2658,"average"
"2022-08-15","GP035F",2643,"average"
"2022-08-15","GP064FR1",2718,"average"
"2022-08-15","GP056F",3430,"model"
"2022-08-16","GP074F",2417,"model"
"2022-08-16","GP065F",2831,"average"
"2022-08-16","GP073F",2081,"model"
"2022-08-16","GP118F",1738,"model"
"2022-08-16","GP071F",3410,"model"
"2022-08-16","GP060F",2044,"model"
"2022-08-16","GP087F",3082,"model"
"2022-08-16","GP100F",2842,"average"
"2022-08-16","GP101F",3628,"model"
"2022-08-16","GP082F",3105,"model"
"2022-08-16","GP075F",2532,"model"
"2022-08-17","GP114F",3779,"model"
"2022-08-17","GP139F",2810,"model"
"2022-08-17","GP126F",2711,"model"
"2022-08-17","GP157F",2372,"model"
"2022-08-17","GP172F",2725,"average"
"2022-08-17","GP183F",3605,"model"
"2022-08-17","GP200F",2152,"model"
"2022-08-17","GP217F",2699,"model"
"2022-08-17","GP218F",2399,"model"
"2022-08-17","GP236F",2830,"model"
"2022-08-23","GP173F",2728,"average"
"2022-08-23","GP171F",2728,"average"
"2022-08-23","GP195F",2303,"model"
"2022-08-23","GP209F",2909,"model"
"2022-08-23","GP204F",1970,"model"
"2022-08-23","GP193F",2640,"model"
"2022-08-23","GP178F",2626,"average"
"2022-08-23","GP175F",2718,"model"
"2022-08-23","GP168F",2648,"average"
"2022-08-23","GP145F",2871,"average"
"2022-08-23","GP155F",2707,"average"
"2022-08-24","GP137F",2937,"average"
"2022-08-24","GP131F",2966,"average"
"2022-08-24","GP135F",2867,"average"
"2022-08-24","GP136FR1",2897,"average"
"2022-08-24","GP144F",2940,"average"
"2022-08-24","GP129F",2907,"average"
"2022-08-24","GP110F",3052,"average"
"2022-08-24","GP111F",3052,"average"
"2022-08-24","GP095F",2853,"average"
"2022-08-24","GP092F",2658,"average"
"2022-08-24","GP063F",2589,"average"
"2022-08-25","GP070F",3351,"model"
"2022-08-25","GP093FR1",2359,"model"
"2022-08-25","GP102F",2745,"model"
"2022-08-25","GP108F",3671,"model"
"2022-08-25","GP119F",2373,"model"
"2022-08-25","GP132F",3247,"model"
"2022-08-25","GP186F",2947,"model"
"2022-08-26","GP194F",2621,"model"
"2022-08-26","GP182F",2518,"model"
"2022-08-26","GP188F",2824,"model"
"2022-08-26","GP196F",1359,"model"
"2022-08-26","GP190F",2581,"model"
"2022-08-26","GP191FR1",3695,"model"
"2022-09-01","GP285F",2513,"model"
"2022-09-01","GP291F",2682,"model"
"2022-09-01","GP297F",2536,"model"
"2022-09-01","GP296F",2492,"model"
"2022-09-01","GP279F",2592,"model"
"2022-09-01","GP255F",3007,"model"
"2022-09-01","GP244F",2589,"model"
"2022-09-01","GP240F",1773,"model"
"2022-09-02","GP210FR1",2422,"model"
"2022-09-02","GP229F",2179,"model"
"2022-09-02","GP246FR1",2704,"average"
"2022-09-02","GP252F",3178,"model"
"2022-09-02","GP245F",3242,"model"
"2022-09-02","GP248F",3460,"model"
"2022-09-02","GP263F",3614,"model"
"2022-09-02","GP275FR1",2660,"model"
"2022-09-02","GP283F",3852,"model"
"2022-09-03","GP268F",2876,"model"
"2022-09-03","GP259F",2450,"model"
"2022-09-03","GP292FR1",3449,"model"
"2022-09-03","GP274F",2615,"model"
"2022-09-03","GP272F",2490,"model"
"2022-09-03","GP267F",2586,"model"
"2022-09-03","GP254F",1866,"model"
"2022-09-03","GP256F",2051,"model"
"2022-09-03","GP241F",2398,"model"
"2022-09-03","GP231F",2354,"model"
"2022-09-03","GP238F",3317,"model"
"2022-09-03","GP262F",2005,"model"
"2022-09-03","GP264F",2070,"model"
"2022-09-04","GP271F",2858,"model"
"2022-09-04","GP270F",1744,"model"
"2022-09-04","GP266F",2038,"model"
"2022-09-04","GP277F",2923,"model"
"2022-09-04","GP294F",2529,"model"
"2022-09-04","GP284F",2468,"model"
"2022-09-04","GP276F",2121,"average"
"2022-09-04","GP280F",938,"model"
"2022-09-04","GP301F",2788,"model"
"2022-09-04","GP289F",1943,"model"
"2022-09-04","GP298F",3087,"model"
"2022-09-04","GP286F",3089,"model"
"2022-09-04","GP306F",3057,"model"
"2022-09-05","GP308F",2272,"model"
"2022-09-05","GP314F",2639,"model"
"2022-09-05","GP310F",2230,"model"
"2022-09-05","GP321F",2167,"model"
"2022-09-05","GP328F",2400,"model"
"2022-09-05","GP337F",2666,"average"
"2022-09-05","GP345F",2395,"model"
"2022-09-05","GP347F",2928,"model"
"2022-09-05","GP355F",2860,"model"
"2022-09-05","GP349F",2572,"model"
"2022-09-05","GP348F",2680,"model"
"2022-09-06","GP343F",2872,"model"
"2022-09-06","GP339F",2723,"model"
"2022-09-06","GP333F",3265,"model"
"2022-09-06","GP329F",3145,"model"
"2022-09-06","GP311F",3165,"model"
"2022-09-06","GP317F",3272,"model"
"2022-09-06","GP307F",2910,"model"
"2022-09-06","GP327F",3319,"model"
"2022-09-06","GP338F",2885,"average"
"2022-09-06","GP340F",2369,"model"
"2022-09-06","GP332F",3377,"model"
"2022-09-06","GP322F",2519,"model"
"2022-09-07","GP330F",2127,"model"
"2022-09-07","GP318F",2844,"model"
"2022-09-07","GP309F",3004,"model"
"2022-09-07","GP304F",2730,"model"
"2022-09-07","GP302F",3563,"model"
"2022-09-07","GP288F",2978,"model"
"2022-09-07","GP299F",2799,"model"
"2022-09-07","GP319F",2758,"model"
"2022-09-07","GP305F",3488,"model"
"2022-09-07","GP336F",3452,"model"
