year,month,day,tow no,tow.id,Time.Logbook,loranx.logbook,lorany.logbook,door spread,wing.spread,hauteur
1990,6,25,5,025,16:21,14505.1,29170.3,NA,NA,NA
1990,6,25,5,025,,14506.2,29165.5,NA,NA,NA
1990,6,25,6,026,17:30,14518.0,29170.9,NA,NA,NA
1990,6,25,6,026,,14517.5,29163.2,NA,NA,NA
1990,6,25,7,027,18:48,14545.0,29138.2,NA,NA,NA
1990,6,25,7,027,,14544.2,29132.2,NA,NA,NA
1990,6,27,1,028,7:59,14429.9,29169.4,NA,NA,NA
1990,6,27,1,028,,14431.5,29168.1,NA,NA,NA
1990,6,27,2,029,8:43,14434.0,29204.4,NA,NA,NA
1990,6,27,2,029,,14435.1,29202.1,NA,NA,NA
1990,6,27,3,030,9:42,14426.7,29254.6,NA,NA,NA
1990,6,27,3,030,,14428.1,29253.2,NA,NA,NA
1990,6,27,4,031,10:04,14428.4,29252.8,NA,NA,NA
1990,6,27,4,031,,14430.0,29252.2,NA,NA,NA
1990,6,27,5,032,11:07,14411.5,29219.4,NA,NA,NA
1990,6,27,5,032,,14413.0,29218.1,NA,NA,NA
1990,6,27,6,033,11:58,14397.7,29225.0,NA,NA,NA
1990,6,27,6,033,,14399.0,29224.1,NA,NA,NA
1990,6,27,7,034,13:38,14398.9,29329.1,NA,NA,NA
1990,6,27,7,034,,14400.3,29327.2,NA,NA,NA
1990,6,27,8,035,14:15,14401.9,29347.5,NA,NA,NA
1990,6,27,8,035,,14403.6,29346.2,NA,NA,NA
1990,6,27,9,036,15:29,14430.8,29302.3,NA,NA,NA
1990,6,27,9,036,,14432.2,29300.4,NA,NA,NA
1990,6,27,10,037,16:18,14445.0,29344.3,NA,NA,NA
1990,6,27,10,037,,14446.6,29332.6,NA,NA,NA
1990,6,27,11,038,17:09,14453.0,29288.4,NA,NA,NA
1990,6,27,11,038,,14454.0,29285.8,NA,NA,NA
1990,6,27,12,039,18:00,14463.8,29245.6,NA,NA,NA
1990,6,27,12,039,,14464.8,29242.2,NA,NA,NA
1990,6,28,1,040,13:50,14558.0,29083.2,NA,NA,NA
1990,6,28,1,040,,14559.4,29081.1,NA,NA,NA
1990,6,28,2,041,14:55,14574.9,29034.1,NA,NA,NA
1990,6,28,2,041,,14575.8,29030.5,NA,NA,NA
1990,6,28,3,042,15:30,14588.1,29004.7,NA,NA,NA
1990,6,28,3,042,,14588.3,28999.4,NA,NA,NA
1990,6,29,1,043,7:37,14584.1,28947.2,NA,NA,NA
1990,6,29,1,043,,14585.1,28941.8,NA,NA,NA
1990,6,29,2,044,8:16,14581.2,28921.4,NA,NA,NA
1990,6,29,2,044,,14581.8,28915.7,NA,NA,NA
1990,6,29,3,045,9:50,14611.9,28918.7,NA,NA,NA
1990,6,29,3,045,,14612.4,28914.0,NA,NA,NA
1990,6,29,4,046,11:05,14629.9,28864.8,NA,NA,NA
1990,6,29,4,046,,14629.8,28860.8,NA,NA,NA
1990,6,29,5,047,11:50,14638.0,28844.1,NA,NA,NA
1990,6,29,5,047,,14637.9,28839.0,NA,NA,NA
1990,6,29,6,048,12:40,14632.8,28799.3,NA,NA,NA
1990,6,29,6,048,,14632.0,28794.2,NA,NA,NA
1990,6,29,7,049,15:10,14571.3,28838.2,NA,NA,NA
1990,6,29,7,049,,14571.5,28830.7,NA,NA,NA
1990,6,29,8,050,15:49,14522.4,28827.5,NA,NA,NA
1990,6,29,8,050,,14572.5,28817.2,NA,NA,NA
1990,6,29,9,051,16:45,14570.8,28832.3,NA,NA,NA
1990,6,29,9,051,,14570.6,28830.7,NA,NA,NA
1990,6,29,10,052,17:52,14568.0,28882.6,NA,NA,NA
1990,6,29,10,052,,14567.6,28883.4,NA,NA,NA
1990,6,30,1,053,7:45,14554.6,28915.5,NA,NA,NA
1990,6,30,1,053,,14555.0,28912.9,NA,NA,NA
1990,6,30,2,054,8:53,14569.1,28876.4,NA,NA,NA
1990,6,30,2,054,,14569.3,28873.6,NA,NA,NA
1990,6,30,3,055,10:15,14554.9,28850.3,NA,NA,NA
1990,6,30,3,055,,14554.3,28843.9,NA,NA,NA
1990,6,30,4,056,11:36,14538.9,28880.0,NA,NA,NA
1990,6,30,4,056,,14540.0,28876.6,NA,NA,NA
1990,7,2,1,057,5:57,14572.7,29273.1,NA,NA,NA
1990,7,2,1,057,,14570.1,29269.1,NA,NA,NA
1990,7,2,2,058,6:56,14553.9,29285.4,NA,NA,NA
1990,7,2,2,058,,14551.8,29284.1,NA,NA,NA
1990,7,2,3,059,8:13,14580.1,29350.3,NA,NA,NA
1990,7,2,3,059,,14578.8,29351.8,NA,NA,NA
1990,7,2,4,060,9:39,14541.9,29390.2,NA,NA,NA
1990,7,2,4,060,,14540.4,29389.3,NA,NA,NA
1990,7,2,5,061,10:19,14540.8,29391.7,NA,NA,NA
1990,7,2,5,061,,14541.0,29397.0,NA,NA,NA
1990,7,2,6,062,11:03,14549.1,29430.1,NA,NA,NA
1990,7,2,6,062,,14550.0,29435.7,NA,NA,NA
1990,7,2,7,063,12:40,14556.0,29465.3,NA,NA,NA
1990,7,2,7,063,,14556.6,29470.3,NA,NA,NA
1990,7,2,8,064,13:58,14589.1,29455.7,NA,NA,NA
1990,7,2,8,064,,14587.7,29451.7,NA,NA,NA
1990,7,2,9,065,14:53,14598.1,29505.7,NA,NA,NA
1990,7,2,9,065,,14596.8,29504.1,NA,NA,NA
1990,7,2,10,066,15:53,14596.5,29495.3,NA,NA,NA
1990,7,2,10,066,,14596.0,29493.2,NA,NA,NA
1990,7,2,11,067,16:58,14585.9,29506.2,NA,NA,NA
1990,7,2,11,067,,14584.4,29506.2,NA,NA,NA
1990,7,2,12,068,18:07,14576.6,29540.9,NA,NA,NA
1990,7,2,12,068,,14574.6,29539.4,NA,NA,NA
1990,7,2,13,069,19:23,14595.7,29610.2,NA,NA,NA
1990,7,2,13,069,,14594.3,29611.2,NA,NA,NA
1990,7,2,14,070,20:01,14601.0,29596.8,NA,NA,NA
1990,7,2,14,070,,14599.7,29597.2,NA,NA,NA
1990,7,2,15,071,20:40,14610.0,29591.7,NA,NA,NA
1990,7,2,15,071,,14608.8,29593.1,NA,NA,NA
1990,7,3,1,072,5:56,14582.2,29686.0,NA,NA,NA
1990,7,3,1,072,,14581.1,29688.4,NA,NA,NA
1990,7,3,2,073,7:19,14626.6,29729.8,NA,NA,NA
1990,7,3,2,073,,14626.2,29732.5,NA,NA,NA
1990,7,3,3,074,8:19,14621.0,29775.2,NA,NA,NA
1990,7,3,3,074,,14619.0,29774.2,NA,NA,NA
1990,7,3,4,075,9:07,14633.3,29759.7,NA,NA,NA
1990,7,3,4,075,,14631.8,29759.5,NA,NA,NA
1990,7,3,5,076,10:06,14640.8,29801.1,NA,NA,NA
1990,7,3,5,076,,14639.6,29803.4,NA,NA,NA
1990,7,7,1,077,5:36,14657.7,29648.5,NA,NA,NA
1990,7,7,1,077,,14657.9,29649.8,NA,NA,NA
1990,7,7,2,078,5:57,14657.9,29649.8,NA,NA,NA
1990,7,7,2,078,,14655.9,29647.1,NA,NA,NA
1990,7,7,3,079,7:19,14643.0,29675.5,NA,NA,NA
1990,7,7,3,079,,14644.7,29677.4,NA,NA,NA
1990,7,7,4,080,8:34,14672.9,29734.0,NA,NA,NA
1990,7,7,4,080,,14674.3,29734.6,NA,NA,NA
1990,7,7,5,081,9:24,14689.1,29761.9,NA,NA,NA
1990,7,7,5,081,,14690.0,29762.3,NA,NA,NA
1990,7,7,6,082,10:52,14655.8,29774.3,NA,NA,NA
1990,7,7,6,082,,14656.8,29775.9,NA,NA,NA
1990,7,7,7,083,12:45,14644.9,29814.8,NA,NA,NA
1990,7,7,7,083,,14645.1,29818.1,NA,NA,NA
1990,7,7,8,084,13:29,14647.6,29838.9,NA,NA,NA
1990,7,7,8,084,,14647.5,29843.3,NA,NA,NA
1990,7,7,9,085,17:14,14629.4,29882.0,NA,NA,NA
1990,7,7,9,085,,14629.9,29886.7,NA,NA,NA
1990,7,7,10,086,18:25,14653.7,29910.9,NA,NA,NA
1990,7,7,10,086,,14653.2,29912.4,NA,NA,NA
1990,7,7,11,087,19:02,14665.1,29909.5,NA,NA,NA
1990,7,7,11,087,,14663.8,29908.7,NA,NA,NA
1990,7,7,12,088,20:09,14664.7,29943.6,NA,NA,NA
1990,7,7,12,088,,14665.5,29947.3,NA,NA,NA
1990,7,7,13,089,21:05,14673.2,30010.4,NA,NA,NA
1990,7,7,13,089,,14674.0,30013.9,NA,NA,NA
1990,7,7,14,090,21:50,14680.9,30054.1,NA,NA,NA
1990,7,7,14,090,,14682.4,30057.6,NA,NA,NA
1990,7,8,1,091,6:13,14718.1,29837.4,NA,NA,NA
1990,7,8,1,091,,14716.0,29834.2,NA,NA,NA
1990,7,8,2,092,6:58,14722.9,29860.3,NA,NA,NA
1990,7,8,2,092,,14720.6,29857.5,NA,NA,NA
1990,7,8,3,093,9:33,14729.1,29929.1,NA,NA,NA
1990,7,8,3,093,,14727.6,29929.0,NA,NA,NA
1990,7,8,4,094,10:39,14742.9,30017.1,NA,NA,NA
1990,7,8,4,094,,14741.5,30016.3,NA,NA,NA
1990,7,8,5,095,11:30,14741.7,30018.8,NA,NA,NA
1990,7,8,5,095,,14740.1,30015.7,NA,NA,NA
1990,7,8,6,096,NA,14741.8,30018.7,NA,NA,NA
1990,7,8,6,096,,14740.5,30017.6,NA,NA,NA
1990,7,8,7,097,12:19,14706.8,30007.0,NA,NA,NA
1990,7,8,7,097,,14706.6,30009.8,NA,NA,NA
1990,7,8,8,098,14:38,14719.9,30077.6,NA,NA,NA
1990,7,8,8,098,,14719.0,30074.1,NA,NA,NA
1990,7,17,1,286,8:39,15082.6,30777.2,NA,NA,NA
1990,7,17,1,286,,15083.3,30781.3,NA,NA,NA
1990,7,17,2,287,9:57,15080.7,30760.2,NA,NA,NA
1990,7,17,2,287,,15080.6,30755.1,NA,NA,NA
1990,7,17,3,288,10:57,15078.7,30740.3,NA,NA,NA
1990,7,17,3,288,,15078.6,30735.0,NA,NA,NA
1990,7,17,4,289,12:08,15077.9,30720.3,NA,NA,NA
1990,7,17,4,289,,15078.1,30714.0,NA,NA,NA
1990,7,17,5,290,13:37,15076.0,30698.8,NA,NA,NA
1990,7,17,5,290,,15075.7,30694.5,NA,NA,NA
1990,7,17,6,291,14:53,15080.7,30699.3,NA,NA,NA
1990,7,17,6,291,,15082.1,30703.1,NA,NA,NA
1990,7,17,7,292,15:53,15082.8,30721.7,NA,NA,NA
1990,7,17,7,292,,15083.3,30724.1,NA,NA,NA
1990,7,17,8,293,17:02,15085.4,30742.0,NA,NA,NA
1990,7,17,8,293,,15085.6,30744.6,NA,NA,NA
1990,7,17,9,294,18:45,15086.8,30760.6,NA,NA,NA
1990,7,17,9,294,,15087.2,30763.4,NA,NA,NA
1990,7,17,10,295,19:27,15089.1,30781.0,NA,NA,NA
1990,7,17,10,295,,15089.8,30783.1,NA,NA,NA
1990,7,23,1,099,6:50,14981.0,30548.1,NA,NA,NA
1990,7,23,1,099,,14980.1,30545.6,NA,NA,NA
1990,7,23,2,100,9:25,14967.8,30498.2,NA,NA,NA
1990,7,23,2,100,,14965.7,30497.0,NA,NA,NA
1990,7,23,3,101,10:55,14954.0,30414.5,NA,NA,NA
1990,7,23,3,101,,14955.3,30418.4,NA,NA,NA
1990,7,23,4,102,12:45,14951.8,30326.5,NA,NA,NA
1990,7,23,4,102,,14953.2,30329.9,NA,NA,NA
1990,7,23,5,103,13:56,14953.6,30330.8,NA,NA,NA
1990,7,23,5,103,,14954.3,30335.7,NA,NA,NA
1990,7,23,6,104,14:45,14962.7,30328.9,NA,NA,NA
1990,7,23,6,104,,14963.9,30332.7,NA,NA,NA
1990,7,23,7,105,13:10,14963.6,30332.3,NA,NA,NA
1990,7,23,7,105,,14965.0,30335.6,NA,NA,NA
1990,7,23,8,106,16:30,14990.9,30403.8,NA,NA,NA
1990,7,23,8,106,,14992.2,30405.3,NA,NA,NA
1990,7,23,9,107,17:30,14997.0,30467.5,NA,NA,NA
1990,7,23,9,107,,14997.9,30468.8,NA,NA,NA
1990,7,24,1,108,8:10,15093.0,30593.7,NA,NA,NA
1990,7,24,1,108,,15093.8,30599.6,NA,NA,NA
1990,7,24,2,109,9:45,15082.0,30586.2,NA,NA,NA
1990,7,24,2,109,,15082.4,30591.2,NA,NA,NA
1990,7,24,3,110,11:15,15091.8,30666.2,NA,NA,NA
1990,7,24,3,110,,15092.6,30673.2,NA,NA,NA
1990,7,25,1,111,7:10,15019.4,30404.6,NA,NA,NA
1990,7,25,1,111,,15020.1,30404.8,NA,NA,NA
1990,7,25,2,112,NA,15012.8,30354.3,NA,NA,NA
1990,7,25,2,112,,15014.1,30356.0,NA,NA,NA
1990,7,25,3,113,10:00,14992.1,30304.7,NA,NA,NA
1990,7,25,3,113,,14992.9,30303.9,NA,NA,NA
1990,7,25,4,114,11:30,14956.2,30243.4,NA,NA,NA
1990,7,25,4,114,,14957.8,30244.6,NA,NA,NA
1990,7,25,5,115,13:00,14933.2,30143.3,NA,NA,NA
1990,7,25,5,115,,14934.7,30144.9,NA,NA,NA
1990,7,25,6,116,14:30,14955.1,30094.5,NA,NA,NA
1990,7,25,6,116,,14956.5,30094.2,NA,NA,NA
1990,7,25,7,117,15:50,14975.8,30153.6,NA,NA,NA
1990,7,25,7,117,,149977.3,30154.2,NA,NA,NA
1990,7,25,8,118,17:10,14990.1,30138.8,NA,NA,NA
1990,7,25,8,118,,14991.0,30139.0,NA,NA,NA
1990,7,25,9,119,18:20,14990.9,30205.2,NA,NA,NA
1990,7,25,9,119,,14992.1,30205.7,NA,NA,NA
1990,7,25,10,120,19:40,15014.4,30237.2,NA,NA,NA
1990,7,25,10,120,,15014.7,30234.4,NA,NA,NA
1990,7,25,11,121,NA,15031.1,30301.8,NA,NA,NA
1990,7,25,11,121,,15032.2,30304.0,NA,NA,NA
1990,7,26,1,122,7:55,15067.8,30405.9,NA,NA,NA
1990,7,26,1,122,,15068.9,30410.6,NA,NA,NA
1990,7,26,2,123,9:35,15068.2,30370.3,NA,NA,NA
1990,7,26,2,123,,15070.7,30370.9,NA,NA,NA
1990,7,26,3,124,11:15,15049.3,30298.7,NA,NA,NA
1990,7,26,3,124,,15048.5,30301.2,NA,NA,NA
1990,7,26,4,125,13:00,15033.9,30359.2,NA,NA,NA
1990,7,26,4,125,,15033.9,30356.7,NA,NA,NA
1990,7,26,5,126,14:50,15027.0,30357.5,NA,NA,NA
1990,7,26,5,126,,15027.4,30353.9,NA,NA,NA
1990,7,28,1,127,14:00,15082.1,30514.0,NA,NA,NA
1990,7,28,1,127,,15082.4,30510.9,NA,NA,NA
1990,7,28,2,128,15:15,15071.7,30503.9,NA,NA,NA
1990,7,28,2,128,,15071.3,30498.4,NA,NA,NA
1990,7,28,3,129,16:30,15057.4,30416.6,NA,NA,NA
1990,7,28,3,129,,15057.2,30412.9,NA,NA,NA
1990,7,29,1,130,7:30,15093.8,30320.0,NA,NA,NA
1990,7,29,1,130,,15093.5,30314.4,NA,NA,NA
1990,7,29,2,131,9:45,15088.7,30300.0,NA,NA,NA
1990,7,29,2,131,,15088.3,30295.3,NA,NA,NA
1990,7,29,3,132,11:00,15087.8,30249.1,NA,NA,NA
1990,7,29,3,132,,15086.4,30244.2,NA,NA,NA
1990,7,29,4,133,NA,15067.7,30172.6,NA,NA,NA
1990,7,29,4,133,,15066.3,30169.7,NA,NA,NA
1990,7,29,5,134,14:10,15035.1,30120.1,NA,NA,NA
1990,7,29,5,134,,15034.2,30117.2,NA,NA,NA
1990,7,29,6,135,16:00,15047.2,30174.3,NA,NA,NA
1990,7,29,6,135,,15046.4,30170.2,NA,NA,NA
1990,7,29,7,136,17:15,15071.7,30267.4,NA,NA,NA
1990,7,29,7,136,,15071.6,30271.6,NA,NA,NA
1990,7,29,8,137,18:00,15076.8,30301.8,NA,NA,NA
1990,7,29,8,137,,15077.7,30300.0,NA,NA,NA
1990,7,30,1,138,7:15,15109.8,30409.4,NA,NA,NA
1990,7,30,1,138,,15111.0,30414.0,NA,NA,NA
1990,7,30,2,139,9:00,15130.6,30468.3,NA,NA,NA
1990,7,30,2,139,,15131.7,30472.3,NA,NA,NA
1990,7,30,3,140,12:15,15094.7,30428.9,NA,NA,NA
1990,7,30,3,140,,15095.8,30432.9,NA,NA,NA
1990,7,30,4,141,13:10,15098.7,30456.9,NA,NA,NA
1990,7,30,4,141,,15099.6,30456.9,NA,NA,NA
1990,7,31,1,142,7:00,15078.8,30701.7,NA,NA,NA
1990,7,31,1,142,,15079.7,30706.5,NA,NA,NA
1990,7,31,2,143,8:20,15098.1,30725.8,NA,NA,NA
1990,7,31,2,143,,15099.5,30731.4,NA,NA,NA
1990,7,31,3,144,10:15,15101.3,30830.5,NA,NA,NA
1990,7,31,3,144,,15101.7,30835.2,NA,NA,NA
1990,8,4,1,145,6:30,15103.9,30920.4,NA,NA,NA
1990,8,4,1,145,,15104.3,30924.8,NA,NA,NA
1990,8,4,2,146,8:08,15101.8,30985.9,NA,NA,NA
1990,8,4,2,146,,15102.4,30988.9,NA,NA,NA
1990,8,4,3,147,9:10,15111.8,31030.6,NA,NA,NA
1990,8,4,3,147,,15112.4,31034.2,NA,NA,NA
1990,8,4,4,148,10:15,15126.7,31087.1,NA,NA,NA
1990,8,4,4,148,,15120.6,31084.7,NA,NA,NA
1990,8,4,5,149,11:30,15138.3,31180.2,NA,NA,NA
1990,8,4,5,149,,15137.6,31175.6,NA,NA,NA
1990,8,5,1,150,6:45,14922.5,30230.9,NA,NA,NA
1990,8,5,1,150,,14924.0,30235.0,NA,NA,NA
1990,8,5,2,151,8:15,14918.8,30151.3,NA,NA,NA
1990,8,5,2,151,,14919.8,30148.8,NA,NA,NA
1990,8,5,3,152,9:45,14907.8,30114.2,NA,NA,NA
1990,8,5,3,152,,14909.2,30115.7,NA,NA,NA
1990,8,5,4,153,10:50,14920.8,30091.8,NA,NA,NA
1990,8,5,4,153,,14922.2,30085.0,NA,NA,NA
1990,8,5,5,154,12:30,14884.9,30020.4,NA,NA,NA
1990,8,5,5,154,,14886.7,30022.7,NA,NA,NA
1990,8,5,6,155,13:45,14900.9,29980.4,NA,NA,NA
1990,8,5,6,155,,14901.8,29982.5,NA,NA,NA
1990,8,5,7,156,15:00,14886.7,29949.6,NA,NA,NA
1990,8,5,7,156,,14888.0,29951.7,NA,NA,NA
1990,8,5,8,157,16:30,14896.8,29906.2,NA,NA,NA
1990,8,5,8,157,,14898.0,29908.4,NA,NA,NA
1990,8,5,9,158,17:45,14871.6,29869.5,NA,NA,NA
1990,8,5,9,158,,14872.8,29872.7,NA,NA,NA
1990,8,5,10,159,19:00,14877.5,29838.4,NA,NA,NA
1990,8,5,10,159,,14878.5,29841.8,NA,NA,NA
1990,8,6,1,160,6:00,14859.1,29737.9,NA,NA,NA
1990,8,6,1,160,,14860.1,29741.1,NA,NA,NA
1990,8,6,2,161,7:15,14857.6,29697.9,NA,NA,NA
1990,8,6,2,161,,14859.0,29697.1,NA,NA,NA
1990,8,6,3,162,8:30,14837.0,29694.1,NA,NA,NA
1990,8,6,3,162,,14838.7,29692.7,NA,NA,NA
1990,8,6,4,163,11:30,14825.0,29629.1,NA,NA,NA
1990,8,6,4,163,,14826.6,29631.9,NA,NA,NA
1990,8,6,5,164,13:30,14782.7,29641.9,NA,NA,NA
1990,8,6,5,164,,14783.9,29642.3,NA,NA,NA
1990,8,6,6,165,14:30,14801.1,29725.9,NA,NA,NA
1990,8,6,6,165,,14802.8,29725.7,NA,NA,NA
1990,8,6,7,166,16:30,14815.7,29742.7,NA,NA,NA
1990,8,6,7,166,,14816.4,29739.7,NA,NA,NA
1990,8,6,8,167,18:15,14827.3,29740.2,NA,NA,NA
1990,8,6,8,167,,14828.1,29737.7,NA,NA,NA
1990,8,6,9,168,19:45,14829.0,29829.5,NA,NA,NA
1990,8,6,9,168,,14829.9,29828.4,NA,NA,NA
1990,8,7,1,169,6:00,14835.8,29905.9,NA,NA,NA
1990,8,7,1,169,,14836.1,29901.4,NA,NA,NA
1990,8,7,2,170,8:00,14787.3,29833.0,NA,NA,NA
1990,8,7,2,170,,14788.9,29835.2,NA,NA,NA
1990,8,7,3,171,9:00,14776.8,29775.5,NA,NA,NA
1990,8,7,3,171,,14778.1,29774.0,NA,NA,NA
1990,8,7,4,172,10:30,14768.0,29724.1,NA,NA,NA
1990,8,7,4,172,,14768.3,29719.2,NA,NA,NA
1990,8,7,5,173,12:40,14710.9,29726.0,NA,NA,NA
1990,8,7,5,173,,14712.0,29724.6,NA,NA,NA
1990,8,7,6,174,13:30,14716.8,29781.3,NA,NA,NA
1990,8,7,6,174,,14717.7,29778.7,NA,NA,NA
1990,8,7,7,175,16:20,14736.2,29845.0,NA,NA,NA
1990,8,7,7,175,,14737.2,29844.5,NA,NA,NA
1990,8,7,8,176,17:15,14742.0,29927.4,NA,NA,NA
1990,8,7,8,176,,14743.0,29924.3,NA,NA,NA
1990,8,7,9,177,18:30,14782.5,29926.2,NA,NA,NA
1990,8,7,9,177,,14784.1,29926.2,NA,NA,NA
1990,8,8,1,178,6:00,14910.9,29826.8,NA,NA,NA
1990,8,8,1,178,,14909.9,29829.4,NA,NA,NA
1990,8,8,2,179,7:00,14900.8,29766.7,NA,NA,NA
1990,8,8,2,179,,14900.7,29771.5,NA,NA,NA
1990,8,8,3,180,8:45,14881.6,29665.8,NA,NA,NA
1990,8,8,3,180,,14880.9,29659.5,NA,NA,NA
1990,8,8,4,181,10:00,14865.7,29617.9,NA,NA,NA
1990,8,8,4,181,,14865.9,29623.2,NA,NA,NA
1990,8,8,5,182,11:00,14880.9,29610.2,NA,NA,NA
1990,8,8,5,182,,14881.5,29616.1,NA,NA,NA
1990,8,8,6,183,14:00,14880.3,29520.5,NA,NA,NA
1990,8,8,6,183,,14881.3,29524.7,NA,NA,NA
1990,8,8,7,184,15:00,14887.7,29515.9,NA,NA,NA
1990,8,8,7,184,,14889.5,29521.1,NA,NA,NA
1990,8,9,1,185,7:00,14897.1,29581.2,NA,NA,NA
1990,8,9,1,185,,14898.6,29586.0,NA,NA,NA
1990,8,9,2,186,8:15,14913.8,29621.1,NA,NA,NA
1990,8,9,2,186,,14915.0,29625.0,NA,NA,NA
1990,8,9,3,187,9:45,14929.1,29734.2,NA,NA,NA
1990,8,9,3,187,,14930.1,29738.3,NA,NA,NA
1990,8,9,4,188,10:40,14938.1,29788.9,NA,NA,NA
1990,8,9,4,188,,14939.4,29792.5,NA,NA,NA
1990,8,16,1,189,6:45,14944.1,30591.7,NA,NA,NA
1990,8,16,1,189,,14942.5,30584.5,NA,NA,NA
1990,8,16,2,190,8:05,14931.3,30596.1,NA,NA,NA
1990,8,16,2,190,,14929.8,30589.6,NA,NA,NA
1990,8,16,3,191,8:50,14920.7,30558.5,NA,NA,NA
1990,8,16,3,191,,14919.4,30553.8,NA,NA,NA
1990,8,16,4,192,10:20,14886.2,30600.9,NA,NA,NA
1990,8,16,4,192,,14884.2,30598.5,NA,NA,NA
1990,8,16,5,193,11:25,14854.7,30559.5,NA,NA,NA
1990,8,16,5,193,,14852.9,30557.3,NA,NA,NA
1990,8,16,6,194,13:20,14860.1,30425.5,NA,NA,NA
1990,8,16,6,194,,14858.3,30423.4,NA,NA,NA
1990,8,16,7,195,14:10,14845.9,30373.7,NA,NA,NA
1990,8,16,7,195,,14844.5,30370.6,NA,NA,NA
1990,8,16,8,196,14:50,14846.6,30358.8,NA,NA,NA
1990,8,16,8,196,,14845.7,30355.2,NA,NA,NA
1990,8,16,9,197,15:45,14845.4,30355.1,NA,NA,NA
1990,8,16,9,197,,14844.3,30351.9,NA,NA,NA
1990,8,16,10,198,16:40,14857.3,30338.8,NA,NA,NA
1990,8,16,10,198,,14855.5,30335.1,NA,NA,NA
1990,8,16,11,199,17:45,14831.9,30294.5,NA,NA,NA
1990,8,16,11,199,,14833.6,30297.6,NA,NA,NA
1990,8,16,12,200,19:10,14825.9,30258.7,NA,NA,NA
1990,8,16,12,200,,14827.7,30261.2,NA,NA,NA
1990,8,16,13,201,20:05,14834.9,30249.3,NA,NA,NA
1990,8,16,13,201,,14836.8,30252.1,NA,NA,NA
1990,8,17,1,202,6:15,14833.4,30230.2,NA,NA,NA
1990,8,17,1,202,,14835.4,30230.0,NA,NA,NA
1990,8,17,2,203,7:35,14817.9,30218.7,NA,NA,NA
1990,8,17,2,203,,14819.5,30217.0,NA,NA,NA
1990,8,20,1,204,13:35,15024.9,30175.1,NA,NA,NA
