Year,Month,Day,townumber,towid,species,numbercaught,weightcaught,presence,english,latin,french,species.logbook,comment
1990,6,27,12,39,2800,2,NA,1,Amphipoda o.,Amphipoda o.,Amphipodes,pou de mer,
1990,6,27,12,39,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,6,27,12,39,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,6,27,12,39,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,6,27,12,39,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,6,27,12,39,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,6,27,12,39,,1,NA,1,,,,lompénie,
1990,6,28,1,40,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,6,28,1,40,202,4,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,6,28,1,40,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,6,28,1,40,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,6,28,1,40,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,beaucoup
1990,6,28,2,41,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,6,28,2,41,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,6,28,2,41,2990,NA,NA,1,Barnacle unspecified,Cirripedia (subcl. / infracl.),Balane non spécifié,balane,
1990,6,28,2,41,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,6,28,2,41,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,6,28,3,42,10,10,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,6,28,3,42,41,30,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,6,28,3,42,202,4,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,6,28,3,42,2990,NA,NA,1,Barnacle unspecified,Cirripedia (subcl. / infracl.),Balane non spécifié,balane,
1990,6,28,3,42,4300,NA,NA,1,Bivalve unspecified (Class).,Bivalvia (cl.),Bivalve non spécifiée (Classe),cockles,
1990,6,28,3,42,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,pas dans le logbook,
1990,6,28,3,42,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,6,28,3,42,,NA,NA,1,,,,oursin,
1990,6,29,1,43,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie blanche,
1990,6,29,1,43,202,2,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,6,29,1,43,801,1,NA,1,Snakefish,Trachinocephalus myops,Poisson-lézard paille,pas dans le logbook,
1990,6,29,1,43,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,6,29,1,43,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,6,29,1,43,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,6,29,1,43,,1,NA,1,,,,lompénie,
1990,6,29,2,44,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,6,29,2,44,35,2,NA,1,Hake,Merluccius sp.,Merlus,barbue,
1990,6,29,2,44,43,15,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,6,29,2,44,60,1,NA,1,Atlantic herring,Clupea harengus,Hareng atlantique,hareng  ,
1990,6,29,2,44,202,1,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,6,29,2,44,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,6,29,2,44,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,6,29,2,44,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,6,29,2,44,,NA,NA,1,,,,palourde,
1990,6,29,3,45,41,1,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,6,29,3,45,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,6,29,3,45,2520,40,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,6,29,3,45,2990,2,NA,1,Barnacle unspecified,Cirripedia (subcl. / infracl.),Balane non spécifié,balane,
1990,6,29,3,45,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,6,29,3,45,6100,7,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),grosse étoile de mer,
1990,6,29,3,45,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,6,29,4,46,43,6,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,6,29,4,46,202,3,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,6,29,4,46,2520,25,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,6,29,4,46,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,6,29,4,46,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,6,29,4,46,6100,5,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),grosse étoile de mer,
1990,6,29,4,46,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,6,29,5,47,41,10,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie blanche,
1990,6,29,5,47,202,3,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,6,29,5,47,2520,50,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,6,29,5,47,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,6,29,5,47,4300,NA,NA,1,Bivalve unspecified (Class).,Bivalvia (cl.),Bivalve non spécifiée (Classe),cockles,
1990,6,29,5,47,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,beaucoup
1990,6,29,5,47,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,beaucoup
1990,6,29,6,48,43,4,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,6,29,6,48,202,2,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,6,29,6,48,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,6,29,6,48,2520,100,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,6,29,6,48,2990,1,NA,1,Barnacle unspecified,Cirripedia (subcl. / infracl.),Balane non spécifié,balane,
1990,6,29,6,48,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,6,29,6,48,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,6,29,6,48,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,6,29,6,48,,NA,NA,1,,,,oursin,beaucoup
1990,6,29,7,49,,NA,NA,1,,,,oursin,
1990,6,29,7,49,,4,NA,1,,,,plie,
1990,6,29,7,49,,NA,NA,1,,,,ophiure,
1990,6,29,8,50,,NA,NA,1,,,,oursin,
1990,6,29,8,50,,4,NA,1,,,,morue,
1990,6,29,8,50,,10,NA,1,,,,plie blanche,
1990,6,29,8,50,,7,NA,1,,,,poisson rouge,
1990,6,29,8,50,,NA,NA,1,,,,crevette,
1990,6,29,9,51,35,4,NA,1,Hake,Merluccius sp.,Merlus,barbue,
1990,6,29,9,51,41,10,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,6,29,9,51,202,2,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,6,29,9,51,273,2,NA,1,Trouts,Salmo sp.,Saumons atlantiques,pas dans le logbook,
1990,6,29,9,51,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,6,29,9,51,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,6,29,9,51,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,6,29,9,51,,2,NA,1,,,,truite de mer,
1990,6,29,10,52,,NA,NA,1,,,,oursin,
1990,6,29,10,52,,1,NA,1,,,,raie,
1990,6,29,10,52,,1,NA,1,,,,pieuvre,
1990,6,29,10,52,,NA,NA,1,,,,ophiure,
1990,6,29,10,52,,8,NA,1,,,,plie blanche,
1990,6,29,10,52,,4,NA,1,,,,barbue,
1990,6,29,10,52,,NA,NA,1,,,,pétoncle,
1990,6,29,10,52,,4,NA,1,,,,crevette,
1990,6,30,1,53,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,6,30,1,53,41,3,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,6,30,1,53,43,2,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,6,30,1,53,202,2,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,6,30,1,53,2220,NA,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1990,6,30,1,53,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,6,30,1,53,4320,NA,NA,1,Scallops,Pectinidae f.,Pétoncles,pétoncle,
1990,6,30,1,53,4521,1,NA,1,Octopus unspecified,Octopoda (ord.),Pieuvre  non spécifiée,pieuvre(petite),
1990,6,30,1,53,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,6,30,1,53,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,6,30,2,54,10,20,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,6,30,2,54,35,2,NA,1,Hake,Merluccius sp.,Merlus,barbu,
1990,6,30,2,54,41,6,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,6,30,2,54,2220,NA,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1990,6,30,2,54,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,6,30,2,54,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,6,30,2,54,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,6,30,3,55,10,6,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,6,30,3,55,41,7,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie blanche,
1990,6,30,3,55,274,1,NA,1,Dogfishes (ns),Squalidae f.,Aiguillat,chien de mer,
1990,6,30,3,55,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,6,30,3,55,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,6,30,3,55,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1990,6,30,4,56,43,40,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,6,30,4,56,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,6,30,4,56,2520,60,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,6,30,4,56,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,6,30,4,56,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),grosse étoile de mer,
1990,6,30,4,56,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,beaucoup
1990,7,2,1,57,202,1,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,7,2,1,57,2520,30,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,2,1,57,2990,2,NA,1,Barnacle unspecified,Cirripedia (subcl. / infracl.),Balane non spécifié,balane,
1990,7,2,1,57,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,2,1,57,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,beaucoup
1990,7,2,2,58,43,20,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,7,2,2,58,2520,30,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,2,2,58,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,2,2,58,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,7,2,2,58,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,2,2,58,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,2,2,58,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,2,2,58,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,2,3,59,10,3,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,2,3,59,41,10,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie blanche,
1990,7,2,3,59,2520,40,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,2,3,59,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,2,3,59,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,2,3,59,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,2,3,59,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,2,4,60,10,1,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,2,4,60,41,4,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,2,4,60,43,9,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,7,2,4,60,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,2,4,60,2520,6,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,2,4,60,2990,NA,NA,1,Barnacle unspecified,Cirripedia (subcl. / infracl.),Balane non spécifié,balane,
1990,7,2,4,60,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,7,2,4,60,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,2,4,60,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,2,4,60,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1990,7,2,4,60,,NA,NA,1,,,,ophiure,
1990,7,2,5,61,41,15,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,2,5,61,241,NA,NA,1,Atlantic hagfish,Myxine glutinosa,Myxine du nord,pas dans le logbook,
1990,7,2,5,61,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,2,5,61,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,2,5,61,2990,NA,NA,1,Barnacle unspecified,Cirripedia (subcl. / infracl.),Balane non spécifié,balane,
1990,7,2,5,61,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,2,5,61,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,2,5,61,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,2,5,61,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,2,5,61,,1,NA,1,,,,Anélide,
1990,7,2,6,62,10,1,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,2,6,62,41,10,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,2,6,62,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,2,6,62,2520,7,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,2,6,62,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,2,6,62,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,2,6,62,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,2,6,62,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,2,7,63,10,4,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,2,7,63,41,100,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,2,7,63,43,100,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,7,2,7,63,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,2,7,63,2520,50,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,2,7,63,2990,NA,NA,1,Barnacle unspecified,Cirripedia (subcl. / infracl.),Balane non spécifié,balane,
1990,7,2,7,63,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,2,7,63,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,7,2,7,63,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,2,7,63,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,2,7,63,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,2,7,63,,NA,NA,1,,,,cockles,
1990,7,2,8,64,10,3,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,2,8,64,41,50,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise et blanche,
1990,7,2,8,64,43,25,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,pas dans le logbook,
1990,7,2,8,64,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,coquille de palourde et cockle,
1990,7,2,8,64,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,2,8,64,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,2,8,64,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,beaucoup
1990,7,2,8,64,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,2,8,64,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1990,7,2,8,64,,NA,NA,1,,,,pétoncle d'islande,
1990,7,2,10,66,202,1,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,7,2,10,66,2220,NA,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1990,7,2,10,66,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,2,10,66,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,2,10,66,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,2,10,66,,NA,NA,1,,,,oursin,
1990,7,2,10,66,,NA,NA,1,,,,œufs de bigorneau,
1990,7,2,11,67,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie blanche et grise,
1990,7,2,11,67,598,6,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,2,11,67,2520,7,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,2,11,67,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,2,11,67,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,2,11,67,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,2,12,68,41,5,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,2,12,68,43,5,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,7,2,12,68,598,3,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,2,12,68,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,2,12,68,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,2,12,68,4320,NA,NA,1,Scallops,Pectinidae f.,Pétoncles,pétoncle d'islande,
1990,7,2,12,68,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,2,12,68,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,2,12,68,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,2,13,69,35,1,NA,1,Hake,Merluccius sp.,Merlus,barbu,
1990,7,2,13,69,41,30,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise et blanche,
1990,7,2,13,69,202,2,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,7,2,13,69,598,3,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,2,13,69,2520,20,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,2,13,69,2990,NA,NA,1,Barnacle unspecified,Cirripedia (subcl. / infracl.),Balane non spécifié,balane,
1990,7,2,13,69,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,2,13,69,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,2,13,69,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,2,13,69,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,2,14,70,41,15,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,2,14,70,43,15,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,7,2,14,70,598,4,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,2,14,70,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,2,14,70,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,2,14,70,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,7,2,14,70,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,2,14,70,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,2,14,70,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,beaucoup
1990,7,2,14,70,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,beaucoup
1990,7,2,15,71,41,30,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise et blanche,
1990,7,2,15,71,598,6,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,2,15,71,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,2,15,71,4320,NA,NA,1,Scallops,Pectinidae f.,Pétoncles,pétoncle d'islande,
1990,7,2,15,71,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,beaucoup
1990,7,2,15,71,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,beaucoup
1990,7,3,1,72,10,1,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,3,1,72,41,25,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,3,1,72,43,25,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,7,3,1,72,598,4,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,3,1,72,2520,15,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,3,1,72,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,7,3,1,72,4320,NA,NA,1,Scallops,Pectinidae f.,Pétoncles,pétoncle d'islande,
1990,7,3,1,72,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,3,1,72,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,3,1,72,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,3,1,72,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1990,7,3,2,73,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,3,2,73,41,30,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise et blanche,
1990,7,3,2,73,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
