Year,Month,Day,townumber,towid,species,numbercaught,weightcaught,presence,english,latin,french,species.logbook,comment
1990,7,3,2,73,2520,3,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,3,2,73,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,7,3,2,73,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,3,2,73,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,3,2,73,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,3,2,73,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1990,7,3,3,74,10,10,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,3,3,74,41,100,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise et blanche,
1990,7,3,3,74,43,50,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,pas dans le logbook,
1990,7,3,3,74,2520,20,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,3,3,74,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,pas dans le logbook,
1990,7,3,3,74,4300,NA,NA,1,Bivalve unspecified (Class).,Bivalvia (cl.),Bivalve non spécifiée (Classe),cockles,
1990,7,3,3,74,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,7,3,3,74,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,3,3,74,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,3,3,74,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,3,3,74,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1990,7,3,4,75,,NA,NA,1,,,,oursin,un peu
1990,7,3,5,76,,NA,NA,1,,,,oursin,
1990,7,3,5,76,,7,NA,1,,,,morue,
1990,7,3,5,76,,15,NA,1,,,,plie grise et blanche,
1990,7,3,5,76,,3,NA,1,,,,loche,
1990,7,3,5,76,,NA,NA,1,,,,dollars de sable,
1990,7,3,5,76,,NA,NA,1,,,,palourde,
1990,7,3,5,76,,NA,NA,1,,,,étoile de mer,
1990,7,7,1,77,,NA,NA,1,,,,oursin,
1990,7,7,1,77,,3,NA,1,,,,hyas,
1990,7,7,2,78,313,1,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,pas dans le logbook,
1990,7,7,2,78,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,7,2,78,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),grosse étoile de mer,
1990,7,7,2,78,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,7,2,78,8600,NA,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,éponge,
1990,7,7,2,78,,1,NA,1,,,,chaboisseau bronzé,
1990,7,7,3,79,313,1,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,pas dans le logbook,
1990,7,7,3,79,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,7,3,79,2520,15,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,7,3,79,2990,NA,NA,1,Barnacle unspecified,Cirripedia (subcl. / infracl.),Balane non spécifié,balane,
1990,7,7,3,79,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,7,3,79,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,7,7,3,79,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),grosse étoile de mer,
1990,7,7,3,79,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,beaucoup
1990,7,7,3,79,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1990,7,7,3,79,,1,NA,1,,,,chaboisseau bronzé,
1990,7,7,4,80,10,1,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,7,4,80,41,15,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise et blanche,
1990,7,7,4,80,43,7.5,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,pas dans le logbook,
1990,7,7,4,80,2520,1,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,7,4,80,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),grosse étoile de mer,
1990,7,7,4,80,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,beaucoup
1990,7,7,4,80,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,beaucoup
1990,7,7,5,81,41,NA,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,7,5,81,313,1,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,pas dans le logbook,
1990,7,7,5,81,598,3,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,7,5,81,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,7,5,81,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,7,5,81,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1990,7,7,5,81,,1,NA,1,,,,chaboisseau bronzé,
1990,7,7,6,82,2520,4,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,7,6,82,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,7,6,82,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,7,6,82,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,7,6,82,8600,NA,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,éponge,
1990,7,7,7,83,10,10,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,7,7,83,41,100,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise et blanche,
1990,7,7,7,83,598,3,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,7,7,83,2520,1,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,7,7,83,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,7,7,7,83,6100,10,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),grosse étoile de mer,
1990,7,7,7,83,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,7,7,83,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,7,7,83,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1990,7,7,9,85,41,2,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,7,9,85,501,1,NA,1,Lumpfish,Cyclopterus lumpus,Grosse poule de mer,poule de mer,
1990,7,7,9,85,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,7,9,85,2520,40,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,7,9,85,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,7,9,85,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,7,11,87,10,4,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,7,11,87,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise et blanche,
1990,7,7,11,87,313,1,NA,1,Twohorn sculpin,Icelus bicornis,Icèle à deux cornes,pas dans le logbook,
1990,7,7,11,87,2520,40,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,7,11,87,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,7,7,11,87,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,7,11,87,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,7,11,87,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,beaucoup
1990,7,7,11,87,,1,NA,1,,,,chaboisseau bronzé,
1990,7,7,12,88,43,15,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,7,7,12,88,62,NA,NA,1,Alewife,Alosa pseudoharengus,Gasperau,pas dans le logbook,
1990,7,7,12,88,598,2,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,7,12,88,2520,15,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,7,12,88,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,7,12,88,6100,4,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),grosse étoile de mer,
1990,7,7,12,88,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,7,12,88,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,beaucoup
1990,7,7,12,88,,NA,NA,1,,,,palourde,
1990,7,7,12,88,,NA,NA,1,,,,anémone,
1990,7,7,13,89,41,4,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,7,13,89,2520,40,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,7,13,89,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,7,13,89,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,7,7,13,89,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,7,13,89,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,7,13,89,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,7,13,89,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,7,13,89,8300,NA,NA,1,Sea anemone unspecified,Anthozoa (cl.),Anémone de mer non spécifiée,anémone,
1990,7,7,14,90,62,NA,NA,1,Alewife,Alosa pseudoharengus,Gasperau,pas dans le logbook,
1990,7,7,14,90,2520,20,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,7,14,90,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,7,14,90,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,7,14,90,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,7,14,90,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,
1990,7,7,14,90,,NA,NA,1,,,,palourde,
1990,7,7,14,90,,NA,NA,1,,,,plie grise,
1990,7,7,14,90,,NA,NA,1,,,,anémone,
1990,7,8,2,92,10,8,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,8,2,92,41,50,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise et blanche,
1990,7,8,2,92,598,6,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,8,2,92,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,8,2,92,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,8,2,92,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),grosse étoile de mer,
1990,7,8,2,92,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,8,2,92,,NA,NA,1,,,,palourde,
1990,7,8,3,93,40,7,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie blanche,
1990,7,8,3,93,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,8,3,93,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,8,3,93,4300,NA,NA,1,Bivalve unspecified (Class).,Bivalvia (cl.),Bivalve non spécifiée (Classe),cockles,
1990,7,8,3,93,4310,NA,NA,1,Bivalve clams unspecified,Cryptodonta (sup. Ord.),Bivalves palourde non spécifié,palourde,
1990,7,8,3,93,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),grosse étoile de mer,
1990,7,8,3,93,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,beaucoup
1990,7,8,3,93,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,beaucoup
1990,7,8,5,95,,NA,NA,1,,,,oursin,
1990,7,8,5,95,,6,NA,1,,,,hyas,
1990,7,8,5,95,,1,NA,1,,,,loche,
1990,7,8,5,95,,5,NA,1,,,,plie blanche,
1990,7,8,5,95,,NA,NA,1,,,,bigorneau,
1990,7,8,6,96,2520,10,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,8,6,96,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,8,6,96,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,8,6,96,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,beaucoup
1990,7,8,6,96,,NA,NA,1,,,,anémone,
1990,7,8,7,97,10,1,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,8,7,97,41,25,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise et blanche,
1990,7,8,7,97,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,8,7,97,2220,NA,NA,1,Shrimp,Pasiphaea tarda,Sivade,crevette,
1990,7,8,7,97,2520,15,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,8,7,97,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,8,7,97,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,8,7,97,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,beaucoup
1990,7,8,7,97,6500,NA,NA,1,Sand dollar unspecified,Clypeasteroida (ord.),Clypéastre non spécifié,dollars de sable,beaucoup
1990,7,8,8,98,,NA,NA,1,,,,anémone,
1990,7,8,8,98,,NA,NA,1,,,,oursin,
1990,7,8,8,98,,NA,NA,1,,,,étoile de mer,
1990,7,8,8,98,,NA,NA,1,,,,bigorneau,
1990,7,17,1,,10,1,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,17,1,,43,15,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,7,17,1,,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,17,1,,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,beaucoup
1990,7,17,2,,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,17,2,,598,9,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,17,2,,4210,NA,NA,1,Whelk unspecified,Buccinum sp.,Buccin non spécifié,bigorneau,
1990,7,17,2,,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,beaucoup
1990,7,17,2,,,NA,NA,1,,,,plie blanche,
1990,7,17,3,,10,4,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,17,3,,41,NA,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,beaucoup
1990,7,17,3,,598,NA,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,17,3,,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,beaucoup
1990,7,17,4,,10,20,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,17,4,,43,40,NA,1,Winter flounder,Pseudopleuronectes americanus,Plie rouge,plie blanche,
1990,7,17,4,,505,8,NA,1,Gelatinous seasnail,Liparis fabricii,Limace gélatineuse,limace,
1990,7,17,4,,2520,15,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,17,4,,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,17,4,,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,17,4,,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,17,4,,,NA,NA,1,,,,mousse,
1990,7,17,5,,10,15,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,17,5,,41,50,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,17,5,,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,17,5,,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,17,5,,,NA,NA,1,,,,hyas,
1990,7,17,5,,,NA,NA,1,,,,loche,plusieurs
1990,7,17,6,,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,17,6,,,NA,NA,1,,,,morue,
1990,7,17,6,,,NA,NA,1,,,,plie blanche,
1990,7,17,6,,,NA,NA,1,,,,loche,
1990,7,17,6,,,NA,NA,1,,,,hyas,
1990,7,17,7,,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,17,7,,,NA,NA,1,,,,morue,
1990,7,17,7,,,NA,NA,1,,,,plie blanche,
1990,7,17,7,,,NA,NA,1,,,,anémone,
1990,7,17,7,,,NA,NA,1,,,,hyas,
1990,7,17,8,,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,17,8,,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,17,8,,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,17,8,,,NA,NA,1,,,,morue,
1990,7,17,8,,,NA,NA,1,,,,plie blanche,
1990,7,17,8,,,NA,NA,1,,,,loche,
1990,7,17,8,,,NA,NA,1,,,,limace,
1990,7,17,8,,,NA,NA,1,,,,hyas,
1990,7,17,9,,6110,NA,NA,1,Starfish unspecified,Asterias sp.,Étoile de mer non spécifiée,étoile de mer,
1990,7,17,9,,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,17,9,,8600,NA,NA,1,Sponge unspecified,Porifera (phy.),Éponge  non spécifiée,pas dans le logbook,
1990,7,17,9,,,NA,NA,1,,,,hyas,
1990,7,17,9,,,NA,NA,1,,,,algue,en quantité industriel
1990,7,17,9,,,NA,NA,1,,,,morue,
1990,7,17,9,,,NA,NA,1,,,,plie blanche,
1990,7,17,9,,,NA,NA,1,,,,oursin,
1990,7,17,9,,,1,NA,1,,,,loche,
1990,7,17,10,,6100,NA,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,17,10,,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,17,10,,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,
1990,7,17,10,,,NA,NA,1,,,,hyas,
1990,7,17,10,,,NA,NA,1,,,,morue,
1990,7,17,10,,,NA,NA,1,,,,plie blanche,
1990,7,17,10,,,NA,NA,1,,,,loche,
1990,7,23,1,99,10,50,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,23,1,99,41,500,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,23,1,99,60,5,NA,1,Atlantic herring,Clupea harengus,Hareng atlantique,hareng,
1990,7,23,1,99,2520,2,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,23,2,100,10,1,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,23,2,100,41,200,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,23,2,100,598,20,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,23,2,100,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,5 crates
1990,7,23,3,101,10,25,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,23,3,101,41,1,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie grise,
1990,7,23,3,101,202,5,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,7,23,3,101,2520,5,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,23,3,101,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,23,3,101,,200,NA,1,,,,plie,
1990,7,23,5,103,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,23,5,103,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,23,5,103,2520,1,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,23,5,103,6100,5,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,23,6,104,41,50,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,23,7,105,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,23,7,105,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,1 crate
1990,7,23,7,105,,1,NA,1,,,,morue,
1990,7,23,8,106,10,1,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,23,8,106,41,200,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,23,8,106,598,5,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,23,8,106,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,quelques
1990,7,23,9,107,10,10,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,23,9,107,40,200,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,7,23,9,107,202,2,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,7,23,9,107,598,5,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,23,9,107,2520,5,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,23,9,107,6100,5,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,23,9,107,,NA,NA,1,,,,soloster,
1990,7,24,1,108,10,20,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,24,1,108,41,200,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,24,1,108,598,10,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,24,1,108,2520,5,NA,1,Toad crab;unident.,Hyas sp.,Crabes lyre,hyas,
1990,7,24,2,109,10,5,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,24,2,109,40,25,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,7,24,2,109,202,1,NA,1,Smooth skate,Malacoraja senta,Raie lisse,raie,
1990,7,24,2,109,598,10,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,24,2,109,,1,NA,1,,,,terassier de roche,
1990,7,24,3,110,10,10,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,24,3,110,41,200,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,24,3,110,6200,NA,NA,1,Brittle star unspecified,Ophiuroidea (subcl. / infracl.),Ophiure  non spécifié,ophiure,
1990,7,25,2,112,10,20,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,25,2,112,40,500,NA,1,American plaice,Hippoglossoides platessoides,Plie canadienne,plie canadienne,
1990,7,25,2,112,598,5,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,25,3,113,10,2,NA,1,Atlantic cod,Gadus morhua,Morue franche,morue,
1990,7,25,3,113,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,25,3,113,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,25,3,113,6100,1,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,25,4,114,41,20,NA,1,Witch flounder,Glyptocephalus cynoglossus,Plie grise,plie,
1990,7,25,4,114,598,1,NA,1,Eelpouts (ns),Zoarcidae f.,Lycodes,loche,
1990,7,25,4,114,4320,5,NA,1,Scallops,Pectinidae f.,Pétoncles,pétoncle d'islande,
1990,7,25,4,114,6100,2,NA,1,Starfish unspecified (Class),Asteroidea (cl.),Étoile de mer non spécifiée (Classe),étoile de mer,
1990,7,25,4,114,6400,NA,NA,1,Sea urchin,Strongylocentrotus sp.,Oursin,oursin,2 crates
